feature_a,feature_b,corr,abs_corr
PSS_nominal_nm,L_fft_um*PSS_nominal_nm,0.9999993070427061,0.9999993070427061
HSQ_nominal_nm,L_fft_um*HSQ_nominal_nm,0.999998582797904,0.999998582797904
SOC_nominal_nm,L_fft_um*SOC_nominal_nm,0.9999969904202952,0.9999969904202952
TiO2_nominal_nm,L_fft_um*TiO2_nominal_nm,0.9999988734392466,0.9999988734392466
