mode,rank,success,cost,optimizer_robust_cost,rmse_normalized,nfev,optimality,message,global_population_rank,global_energy,distance_to_best_scaled,benchmark_distance_to_truth_scaled,fit_Air_um,benchmark_error_Air_um,fit_HSQ_nm,benchmark_error_HSQ_nm,fit_PSS_nm,benchmark_error_PSS_nm,fit_SOC_nm,benchmark_error_SOC_nm,fit_TiO2_nm,benchmark_error_TiO2_nm,x0_Air_um,x0_HSQ_nm,x0_PSS_nm,x0_SOC_nm,x0_TiO2_nm
I,11,True,2.554332408e-19,0,1.684680124e-11,6,2.188271119e-06,`xtol` termination condition is satisfied.,7,4.519560039e-05,7.789735429e-11,7.384472822e-11,1000,1.136868377e-13,30,-1.885780421e-11,10,1.149492945e-09,40,-8.20264745e-10,40,-2.096314233e-10,1000.000402,30.95487984,9.706064817,39.43427868,39.82104376
I,12,True,3.133041886e-19,0,1.865786068e-11,5,2.59583883e-06,`xtol` termination condition is satisfied.,17,8.822914859e-05,8.991808383e-11,8.58577249e-11,1000,1.136868377e-13,30,-3.942446369e-11,10,1.340831446e-09,40,-9.471463613e-10,40,-2.406750355e-10,999.9998019,30.24678072,10.54465593,39.60486722,39.8223882
I,13,True,3.488655976e-19,0,1.968828184e-11,5,2.895178229e-06,`xtol` termination condition is satisfied.,19,9.820162444e-05,9.597136067e-11,9.191005176e-11,1000,1.136868377e-13,30,-4.328271075e-11,10,1.434262487e-09,40,-1.015926898e-09,40,-2.562359214e-10,1000.000306,30.11861875,10.49895194,39.23568419,40.02399424
I,14,True,3.632730055e-19,0,2.009071111e-11,6,3.536993389e-06,`xtol` termination condition is satisfied.,12,5.885796303e-05,9.119915865e-11,8.727726711e-11,1000,1.136868377e-13,30,1.610622746e-10,10,1.293901875e-09,40,-1.042188558e-09,40,-2.824549483e-10,1000.000201,30.76937582,9.983293622,39.53956838,39.79360825
I,15,True,5.2095077e-19,0,2.405897315e-11,4,1.989761666e-06,`xtol` termination condition is satisfied.,1,1.05899303e-05,1.419276056e-10,1.460058224e-10,1000,-1.136868377e-13,30,1.292335128e-10,9.999999998,-2.279406885e-09,40,1.618950307e-09,40,3.638334078e-10,999.9999413,29.98461844,9.980312796,40.12803678,39.95244161
I,16,True,5.23819448e-19,0,2.412512402e-11,6,1.787568184e-06,`xtol` termination condition is satisfied.,11,5.743065717e-05,1.402308651e-10,1.361652419e-10,1000,2.273736754e-13,30,-7.968026239e-11,10,2.126411047e-09,40,-1.503842384e-09,40,-3.720046493e-10,1000.000378,30.20207456,10.42786761,39.34984099,39.89386881
I,17,True,8.700662511e-19,0,3.10924473e-11,6,3.994972403e-08,`xtol` termination condition is satisfied.,26,0.0001144782007,1.969741291e-10,2.010282029e-10,1000,-1.136868377e-13,30,7.510436717e-11,9.999999997,-3.113877156e-09,40,2.266901333e-09,40,5.260289981e-10,999.9997229,30.04638116,10.67860714,39.66158569,39.90758217
I,18,True,1.54636153e-18,0,4.145092856e-11,6,6.129672999e-07,`xtol` termination condition is satisfied.,24,0.000108801139,3.127803504e-10,3.103549147e-10,1000,7.958078641e-13,30,3.578591645e-09,10,2.477154482e-09,40,-4.147167942e-09,40,-1.31282718e-09,1000.000113,31.37099472,10.07841646,38.89787269,39.80811828
I,19,True,2.575837555e-18,0,5.34980535e-11,6,1.692740473e-06,`xtol` termination condition is satisfied.,2,2.07034201e-05,3.459480237e-10,3.500244387e-10,1000,-2.273736754e-13,30,2.839719571e-10,9.999999995,-5.466651132e-09,40,3.876593269e-09,40,8.862599543e-10,999.9999883,29.206903,10.44586381,40.10160009,40.14974779
I,20,True,7.153847794e-18,0,8.915559305e-11,6,3.056285959e-06,`xtol` termination condition is satisfied.,15,7.899795385e-05,5.823138654e-10,5.783147368e-10,1000,5.684341886e-13,30,3.605542531e-10,10.00000001,8.820174813e-09,39.99999999,-6.681311504e-09,40,-1.676085049e-09,1000.000537,31.52500743,9.46476882,39.21662228,39.71383225
I,21,True,1.009343074e-17,0,1.059005337e-10,6,2.969468851e-07,`xtol` termination condition is satisfied.,29,0.0001195410057,7.013222059e-10,7.053906721e-10,1000,-6.821210263e-13,30,4.50675941e-10,9.999999989,-1.0986696e-08,40.00000001,7.857174467e-09,40,1.828709628e-09,999.999748,29.62226561,9.660328942,40.36281929,40.3527149
I,22,True,1.632962921e-17,0,1.346997864e-10,6,1.663158938e-06,`xtol` termination condition is satisfied.,21,0.0001011581441,8.969572358e-10,9.010292859e-10,1000,-7.958078641e-13,30,6.460858515e-10,9.999999986,-1.405704886e-08,40.00000001,9.998743167e-09,40,2.324036075e-09,999.9998405,29.37923257,10.75570536,40.06660556,39.91300851
I,23,True,1.635280853e-17,0,1.347953532e-10,6,1.999151629e-06,`xtol` termination condition is satisfied.,20,0.0001011461683,8.980355027e-10,9.021083631e-10,1000,-7.958078641e-13,30,6.590035184e-10,9.999999986,-1.40736276e-08,40.00000001,1.001126293e-08,40,2.322778414e-09,999.9997657,29.45339183,10.39413916,39.92440486,40.21546192
I,24,True,1.922571084e-17,0,1.461571104e-10,6,2.001079477e-06,`xtol` termination condition is satisfied.,16,8.479632159e-05,9.703886344e-10,9.744562216e-10,1000,-9.094947018e-13,30,5.973106454e-10,9.999999985,-1.517016379e-08,40.00000001,1.086561241e-08,40,2.53212562e-09,999.9997438,29.46061849,10.22100611,40.14551006,40.25145146
I,25,True,1.9129363e-16,0,4.610298014e-10,6,8.676101634e-06,`xtol` termination condition is satisfied.,32,0.000126093907,3.066772965e-09,3.062749718e-09,1000,2.955857781e-12,30,8.694094333e-10,10.00000005,4.692173938e-08,39.99999996,-3.52314089e-08,39.99999999,-8.406253471e-09,1000.00042,30.54233983,10.27316955,39.1005086,39.89604505
I,26,True,1.994226429e-16,0,4.707236072e-10,6,7.497603841e-06,`xtol` termination condition is satisfied.,31,0.0001215088899,3.155405058e-09,3.159499997e-09,1000,-2.842170943e-12,30,3.80774523e-09,9.99999995,-4.962445566e-08,40.00000003,3.449036257e-08,40.00000001,7.762992027e-09,999.9999126,29.92112202,9.10168972,40.98930387,39.99635473
I,27,True,1.002590816e-15,0,1.05545715e-09,6,1.496653761e-05,`xtol` termination condition is satisfied.,30,0.000120765911,7.062187376e-09,7.06621174e-09,1000,-8.412825991e-12,30,-1.757548773e-09,9.999999892,-1.079715251e-07,40.00000008,8.167596377e-08,40.00000002,1.952434303e-08,999.9998266,29.58525269,9.410247157,40.93744396,40.10667098
I,28,True,1.565541225e-15,0,1.318897362e-09,6,1.724567559e-05,`xtol` termination condition is satisfied.,28,0.000118750534,8.831697016e-09,8.835667657e-09,1000,-1.250555215e-11,29.99999999,-9.505424003e-09,9.999999868,-1.323244074e-07,40.00000011,1.051591383e-07,40.00000003,2.602737226e-08,1000.000079,29.22138504,10.03602298,40.30488015,40.27245236
I,29,True,3.346950316e-15,0,1.928427775e-09,6,2.330781113e-05,`xtol` termination condition is satisfied.,22,0.000103453397,1.29015392e-08,1.290555432e-08,1000,-1.682565198e-11,30,-4.996756786e-09,9.999999804,-1.964551721e-07,40.00000015,1.500403357e-07,40.00000004,3.633342516e-08,999.9995089,28.69952302,10.72714211,40.43670896,40.2218278
I,30,True,3.642479558e-15,0,2.011765272e-09,6,2.758623995e-05,`xtol` termination condition is satisfied.,13,6.186327573e-05,1.346113535e-08,1.346513101e-08,1000,-1.841726771e-11,29.99999999,-9.404640622e-09,9.999999797,-2.034900302e-07,40.00000016,1.582764355e-07,40.00000004,3.876031229e-08,999.9996892,28.64460115,10.7121139,40.40942236,40.21132523
I,31,True,4.941284569e-15,0,2.343142375e-09,5,5.397392001e-05,`xtol` termination condition is satisfied.,3,2.411998699e-05,1.821813943e-08,1.821517684e-08,1000,3.842615115e-11,30.00000017,1.658003157e-07,10.00000018,1.779823435e-07,39.99999974,-2.584009593e-07,39.99999994,-5.793331326e-08,999.9999778,30.02279942,10.46602441,39.55720301,39.99885654
I,32,True,2.286612047e-14,0,5.040515899e-09,5,0.0002641397563,`xtol` termination condition is satisfied.,25,0.0001136114547,4.142650836e-08,4.142574209e-08,1000,3.899458534e-11,30.00000067,6.706682711e-07,10.00000007,7.100714328e-08,39.99999955,-4.468105814e-07,39.99999982,-1.772412475e-07,1000.000188,30.45142556,9.984854329,39.41085175,40.08409122
D,1,True,3.248261181e-18,0,6.007644372e-11,7,2.81634989e-06,`xtol` termination condition is satisfied.,26,0.0007136782604,0,2.895407373e-10,1000,2.273736754e-13,30,3.937607573e-09,9.999999996,-3.943718241e-09,40,7.706830729e-10,40,-4.490914307e-10,1000.000416,27.22459545,12.83840319,38.78636866,40.58801536
D,2,True,3.262136821e-18,0,6.020462165e-11,7,3.461718154e-06,`xtol` termination condition is satisfied.,5,0.0003701441473,2.985908857e-10,1.94356754e-10,1000,6.821210263e-13,30,2.792635456e-09,10,6.499103478e-10,40,-2.535870181e-09,40,-6.421387866e-10,1000.000284,29.78868731,11.22309586,39.32522588,39.61017856
D,3,True,3.304672258e-18,0,6.059585848e-11,8,5.17891776e-06,`xtol` termination condition is satisfied.,24,0.000699160656,3.003265995e-11,2.712416992e-10,1000,3.410605132e-13,30,3.926100334e-09,9.999999996,-3.506150037e-09,40,3.87828436e-10,40,-4.929461284e-10,999.9995922,31.26734154,6.678538313,42.34293749,39.84851418
D,4,True,3.675314306e-18,0,6.390369756e-11,7,1.253048436e-07,`xtol` termination condition is satisfied.,12,0.0004971267516,6.56633476e-11,3.351763992e-10,1000,1.136868377e-13,30,3.946666993e-09,9.999999995,-4.909711748e-09,40,1.593740251e-09,40,-3.341540378e-10,999.9999783,30.4039379,7.991805584,40.93606204,40.44635421
D,5,True,4.174905027e-18,0,6.810861445e-11,7,3.24977447e-06,`xtol` termination condition is satisfied.,8,0.0004134868821,1.681038236e-10,4.064393153e-10,1000,-2.273736754e-13,30,3.617650179e-09,9.999999994,-6.318531476e-09,40,2.958238099e-09,40,-4.072120419e-11,1000.000128,28.47290508,12.86592351,38.67066378,39.97735343
D,6,True,4.276297612e-18,0,6.893070282e-11,8,7.546906896e-06,`xtol` termination condition is satisfied.,10,0.0004575904624,1.308988025e-10,3.875835909e-10,1000,0,30,3.998330556e-09,9.999999994,-5.878534992e-09,40,2.399737298e-09,40,-2.291997703e-10,999.9998765,27.70868568,8.224163875,42.45048492,40.97245217
D,7,True,4.304005787e-18,0,6.915365972e-11,8,7.820731805e-06,`xtol` termination condition is satisfied.,23,0.0006968805313,1.546396694e-10,4.080066606e-10,1000,-2.273736754e-13,30,4.030876966e-09,9.999999994,-6.235813643e-09,40,2.686327605e-09,40,-1.927773496e-10,999.9994201,28.01965438,8.628864034,42.79254358,40.41419077
D,8,True,4.510939349e-18,0,7.079657359e-11,7,1.704219729e-06,`xtol` termination condition is satisfied.,2,0.0001530853033,4.761789996e-10,3.523414376e-10,1000,1.250555215e-12,30,3.426031014e-09,10,3.177916597e-09,39.99999999,-5.036532968e-09,40,-1.167563823e-09,1000.000534,30.91653195,11.1823667,38.37702701,39.51883566
D,9,True,1.054492317e-17,0,1.082431582e-10,7,7.876751775e-06,`xtol` termination condition is satisfied.,3,0.0002331051664,9.436048709e-10,7.769993992e-10,1000,2.160049917e-12,30,2.882021732e-09,10.00000001,1.018150542e-08,39.99999999,-1.071703082e-08,40,-1.862311194e-09,1000.000252,31.00228388,10.55007398,39.13539729,39.43906027
D,10,True,1.311114621e-17,0,1.206977226e-10,8,8.725752238e-06,`xtol` termination condition is satisfied.,27,0.000731742942,1.091208216e-09,9.093377949e-10,1000,2.387423592e-12,30,1.895141821e-09,10.00000001,1.256015558e-08,39.99999999,-1.220525547e-08,40,-1.843247333e-09,1000.000698,30.99877363,12.02615629,37.93883591,39.0910118
D,11,True,1.753668575e-17,0,1.395894208e-10,7,5.255953924e-06,`xtol` termination condition is satisfied.,7,0.0004072945354,1.319365361e-09,1.142245237e-09,1000,2.955857781e-12,30,2.388382825e-09,10.00000002,1.58267337e-08,39.99999998,-1.525916105e-08,40,-2.407659849e-09,1000.000065,31.55029889,10.07998666,39.47782416,39.26291543
D,12,True,2.815440574e-17,0,1.768690845e-10,8,3.352270206e-06,`xtol` termination condition is satisfied.,15,0.000567973648,1.74003578e-09,1.554221053e-09,1000,3.865352483e-12,30,1.449802056e-09,10.00000002,2.221680795e-08,39.99999998,-2.022019885e-08,40,-2.893472129e-09,999.9999751,32.92805405,10.13699517,38.64433817,38.9628451
D,13,True,2.879044431e-17,0,1.788557591e-10,7,5.029522759e-06,`xtol` termination condition is satisfied.,6,0.0003981792687,1.758825264e-09,1.571827382e-09,1000,3.865352483e-12,30,1.290533902e-09,10.00000002,2.253355369e-08,39.99999998,-2.038669322e-08,40,-2.890899964e-09,1000.000024,31.26465398,11.63473722,37.94946566,39.59232007
D,14,True,3.388376031e-17,0,1.940325297e-10,8,4.187105639e-06,`xtol` termination condition is satisfied.,32,0.0007806463179,2.002284544e-09,1.816390393e-09,1000,4.433786671e-12,30,1.391132542e-09,10.00000003,2.611573002e-08,39.99999998,-2.346524042e-08,40,-3.382744751e-09,999.9997711,34.14174358,7.999531609,39.53054357,39.07539729
D,15,True,3.62622716e-17,0,2.007272101e-10,10,1.160501293e-05,`xtol` termination condition is satisfied.,28,0.0007317727403,2.053589994e-09,1.864165081e-09,1000,4.433786671e-12,30,8.089990899e-10,10.00000003,2.697677814e-08,39.99999998,-2.392135201e-08,40,-3.284988281e-09,1000.001059,36.00182926,10.13504456,36.09527687,38.3601473
D,16,True,6.601630311e-17,0,2.708347243e-10,9,3.423301333e-06,`xtol` termination condition is satisfied.,22,0.0006911639291,2.503957461e-09,2.706133375e-09,1000,-5.229594535e-12,30.00000001,6.158828114e-09,9.999999959,-4.13156318e-08,40.00000003,3.142711336e-08,40,3.503664914e-09,999.9991298,29.2584195,6.818837219,43.31536356,40.65304732
D,17,True,7.401786485e-17,0,2.867787859e-10,7,1.369271803e-06,`xtol` termination condition is satisfied.,19,0.0006340680921,2.929826697e-09,2.729163263e-09,1000,6.139089237e-12,30,-2.264453514e-09,10.00000004,4.058594172e-08,39.99999997,-3.364509382e-08,40,-4.127805653e-09,1000.000589,28.89251043,11.71677968,38.96716309,39.97050865
D,18,True,1.573815892e-16,0,4.181727304e-10,9,1.548794255e-06,`xtol` termination condition is satisfied.,21,0.0006357272452,3.912540716e-09,4.115121032e-09,1000,-8.185452316e-12,30.00000001,8.562455633e-09,9.999999937,-6.259312357e-08,40.00000005,4.82719642e-08,40.00000001,5.387590818e-09,999.9996199,29.6953735,6.303679104,43.16675137,40.54513329
D,19,True,2.172666902e-16,0,4.913323046e-10,9,8.285229337e-06,`xtol` termination condition is satisfied.,17,0.0006100233386,4.91615815e-09,4.722545026e-09,1000,1.057287591e-11,30,-2.383213626e-09,10.00000007,6.985077761e-08,39.99999994,-5.874541387e-08,39.99999999,-7.617543929e-09,1000.000511,31.92772983,12.13822098,36.96851211,39.35624755
D,20,True,3.613824198e-16,0,6.336687005e-10,9,3.461767852e-06,`xtol` termination condition is satisfied.,20,0.0006344935485,6.057495443e-09,6.257227656e-09,1000,-1.273292582e-11,30.00000001,1.057846433e-08,9.999999905,-9.464199913e-08,40.00000007,7.448525707e-08,40.00000001,8.742098601e-09,999.9994191,26.1497743,9.390767174,42.91428831,41.0401498
D,21,True,7.150103291e-16,0,8.913225686e-10,9,1.222747886e-05,`xtol` termination condition is satisfied.,31,0.0007345001534,8.952778938e-09,8.757616129e-09,1000,1.909938874e-11,29.99999999,-7.100496191e-09,10.00000013,1.303600943e-07,39.99999989,-1.077575646e-07,39.99999999,-1.365916091e-08,1000.000317,31.48813438,11.86727756,37.73689576,39.202283
D,22,True,8.550508446e-16,0,9.747084149e-10,7,1.227793733e-05,`xtol` termination condition is satisfied.,1,7.247260407e-05,9.499287071e-09,9.698217555e-09,1000,-2.000888344e-11,30.00000001,1.475321199e-08,9.999999854,-1.462558057e-07,40.00000012,1.162373096e-07,40.00000001,1.384616155e-08,999.9999518,30.10417347,9.026920225,40.70878704,40.074076
D,23,True,1.201713608e-15,0,1.155524704e-09,8,1.901462218e-05,`xtol` termination condition is satisfied.,18,0.0006277868532,1.149060559e-08,1.129465976e-08,1000,2.444267011e-11,29.99999999,-1.042476327e-08,10.00000017,1.684825186e-07,39.99999986,-1.384354889e-07,39.99999998,-1.736752608e-08,1000.000126,32.48478525,11.65881924,37.59325399,38.95850621
D,24,True,1.573421656e-15,0,1.322212647e-09,7,1.917182801e-05,`xtol` termination condition is satisfied.,16,0.0005993874263,1.311381497e-08,1.291655765e-08,1000,2.77395884e-11,29.99999999,-1.358018054e-08,10.00000019,1.931520437e-07,39.99999984,-1.57576963e-07,39.99999998,-1.954123263e-08,1000.000573,29.00974296,11.68080332,38.95036223,39.93889673
D,25,True,1.628314567e-15,0,1.345079331e-09,8,1.793541633e-05,`xtol` termination condition is satisfied.,4,0.0003339163602,1.344234957e-08,1.324677172e-08,1000,2.864908311e-11,29.99999999,-1.212622891e-08,10.0000002,1.976094932e-07,39.99999984,-1.623497141e-07,39.99999998,-2.044826886e-08,1000.000275,31.17433692,11.01653204,38.64014938,39.35521091
D,26,True,5.389546335e-15,0,2.447117655e-09,9,2.991500292e-05,`xtol` termination condition is satisfied.,25,0.0007102470095,2.434795321e-08,2.415298039e-08,1000,5.206857168e-11,29.99999998,-2.24056329e-08,10.00000036,3.604520078e-07,39.9999997,-2.957847158e-07,39.99999996,-3.733587306e-08,1000.000198,33.52399413,9.889804237,38.35041639,38.82635645
D,27,True,5.679324626e-15,0,2.512043132e-09,7,3.495338317e-05,`xtol` termination condition is satisfied.,30,0.0007339664628,2.461576694e-08,2.481299776e-08,1000,-5.218225851e-11,30.00000003,3.140730342e-08,9.999999627,-3.725421536e-07,40.0000003,3.002699955e-07,40.00000004,3.666128379e-08,999.9999842,29.01843846,10.67116157,39.910772,40.17353107
D,28,True,6.308756968e-15,0,2.647589463e-09,7,3.593622665e-05,`xtol` termination condition is satisfied.,9,0.0004207624677,2.594963972e-08,2.614705086e-08,1000,-5.502442946e-11,30.00000003,3.339833299e-08,9.999999607,-3.926210077e-07,40.00000032,3.163272595e-07,40.00000004,3.852444053e-08,999.9998495,30.08822978,9.042564629,40.719527,40.20832844
D,29,True,7.638464662e-15,0,2.913277014e-09,8,3.784729744e-05,`xtol` termination condition is satisfied.,13,0.0005196603306,2.892305103e-08,2.872650787e-08,1000,6.139089237e-11,29.99999997,-3.074503496e-08,10.00000043,4.297564153e-07,39.99999965,-3.501580679e-07,39.99999996,-4.342326321e-08,1000.000405,33.55337998,8.013416254,39.63806033,39.10565871
D,30,True,9.22437565e-15,0,3.201453776e-09,8,4.305773142e-05,`xtol` termination condition is satisfied.,11,0.0004581127126,3.149882508e-08,3.169615739e-08,1000,-6.684786058e-11,30.00000004,3.988791519e-08,9.999999524,-4.757910759e-07,40.00000038,3.837183016e-07,40.00000005,4.684292776e-08,999.9995462,30.58987606,7.364273049,42.03625933,40.07479491
D,31,True,1.171660098e-14,0,3.608108304e-09,8,4.829547464e-05,`xtol` termination condition is satisfied.,14,0.0005206555495,3.579620445e-08,3.560033574e-08,1000,7.617018127e-11,29.99999996,-3.652171188e-08,10.00000053,5.322521144e-07,39.99999957,-4.344842068e-07,39.99999995,-5.427481398e-08,1000.00044,31.78155597,10.35900715,38.9574733,39.09523653
D,32,True,1.241596274e-14,0,3.7142313e-09,8,5.556696523e-05,`xtol` termination condition is satisfied.,29,0.0007333508395,3.682807179e-08,3.663147862e-08,1000,7.810285751e-11,29.99999996,-3.986342634e-08,10.00000055,5.482014291e-07,39.99999955,-4.462204473e-07,39.99999994,-5.525107838e-08,1000.000534,29.27304681,13.72139681,37.46688742,39.56270265
joint,1,True,3.539869775e-18,0,4.434629995e-11,6,5.019296432e-06,`xtol` termination condition is satisfied.,31,0.0002899780382,0,1.2311759e-10,1000,3.410605132e-13,30,1.848260212e-09,9.999999998,-1.531370586e-09,40,-1.136868377e-12,40,-2.205950977e-10,999.9999248,30.33542683,10.93693237,39.44522775,39.59351539
joint,2,True,3.648751507e-18,0,4.502315149e-11,6,8.471020016e-06,`xtol` termination condition is satisfied.,18,0.0002142471969,7.047529546e-11,9.70209261e-11,1000,3.410605132e-13,30,1.671995875e-09,10,-4.505853468e-10,40,-8.109566352e-10,40,-2.950244493e-10,999.9999361,31.9022411,8.170793418,40.43860187,39.72710759
joint,3,True,3.664590114e-18,0,4.512076458e-11,6,8.800531344e-06,`xtol` termination condition is satisfied.,14,0.0001861539903,7.267192295e-11,9.391324827e-11,1000,3.410605132e-13,30,1.61301017e-09,10,-4.090470185e-10,40,-8.118234973e-10,40,-2.856950232e-10,999.9997857,30.74810868,9.638920988,39.76487982,40.07197676
joint,4,True,4.219269992e-18,0,4.841527532e-11,6,6.003252636e-06,`xtol` termination condition is satisfied.,13,0.0001740736353,1.14925396e-10,2.17100771e-10,1000,1.136868377e-13,30,2.262087406e-09,9.999999997,-3.305238749e-09,40,1.270542782e-09,40,-1.302140618e-10,999.9993483,28.78836681,9.488618287,41.43829998,40.3873005
joint,5,True,4.223243161e-18,0,4.843806562e-11,7,1.404545666e-05,`xtol` termination condition is satisfied.,23,0.0002558130324,7.303793606e-11,1.805517603e-10,1000,1.136868377e-13,30,2.128178522e-09,9.999999997,-2.661693088e-09,40,7.965326176e-10,40,-1.61193725e-10,999.9998884,27.09415665,10.53110452,41.3279897,40.59534959
joint,6,True,4.771983132e-18,0,5.148885064e-11,6,3.680357962e-06,`xtol` termination condition is satisfied.,20,0.0002239526731,1.731105559e-10,2.730129229e-10,1000,1.136868377e-13,30,2.583064429e-09,9.999999996,-4.211225146e-09,40,1.864449928e-09,40,-1.253113169e-10,1000.000052,28.90856922,12.16175714,38.93308627,40.00506735
joint,7,True,4.790803342e-18,0,5.159028409e-11,6,5.043195205e-06,`xtol` termination condition is satisfied.,11,0.0001381389482,2.707747402e-10,2.171707981e-10,1000,6.821210263e-13,30,1.154973006e-09,10,2.625938578e-09,40,-3.099195567e-09,40,-5.345768272e-10,1000.000236,31.07500403,10.31863793,38.81950387,39.85716472
joint,8,True,6.055669404e-18,0,5.800224806e-11,6,7.839525821e-06,`xtol` termination condition is satisfied.,21,0.0002497434545,3.553440658e-10,2.922319402e-10,1000,9.094947018e-13,30,7.664908708e-10,10,3.940879623e-09,40,-4.006437848e-09,40,-5.589129159e-10,1000.000188,31.23022033,10.05252554,38.85621219,39.93873803
joint,9,True,6.118484922e-18,0,5.83023009e-11,6,7.716874136e-06,`xtol` termination condition is satisfied.,32,0.0002929069239,3.594603659e-10,2.942679095e-10,1000,9.094947018e-13,30,6.509743855e-10,10,4.018570365e-09,40,-4.003652521e-09,40,-5.39344569e-10,999.9998029,30.2565507,11.66021053,38.71340128,39.74836897
joint,10,True,7.238156748e-18,0,6.341291819e-11,6,5.572409687e-06,`xtol` termination condition is satisfied.,12,0.0001674757841,4.226519205e-10,3.562289369e-10,1000,9.094947018e-13,30,5.371987299e-10,10,4.979566981e-09,40,-4.75589701e-09,40,-6.144702525e-10,1000,30.43228966,11.38146396,38.72296278,39.72315422
joint,11,True,8.388529522e-18,0,6.826634734e-11,5,3.608246115e-06,`xtol` termination condition is satisfied.,1,9.302362012e-06,4.437010647e-10,3.76840987e-10,1000,1.023181539e-12,30,4.91027663e-10,10.00000001,5.301339812e-09,39.99999999,-5.001119519e-09,40,-6.410374453e-10,1000.000041,30.30562571,10.25872732,39.62361061,39.88263759
joint,12,True,8.669313442e-18,0,6.939946142e-11,6,1.407025906e-06,`xtol` termination condition is satisfied.,3,7.542081774e-05,4.576971769e-10,3.915632315e-10,1000,1.023181539e-12,30,5.330633712e-10,10.00000001,5.506826994e-09,39.99999999,-5.19342791e-09,40,-6.86704027e-10,1000.000342,30.73686069,10.8983717,38.7395337,39.67945484
