wavelength_nm,R_sio2_reference_1mm_air_gap_500pts_percent
400.0,6.016626196095559
400.80160320641284,6.094630302235962
401.60320641282567,3.638207355997511
402.40480961923845,3.7285088639672073
403.2064128256513,14.725802285600603
404.0080160320641,32.131003180893664
404.80961923847696,40.02714475650034
405.6112224448898,26.451475959188457
406.4128256513026,2.4881617150683164
407.2144288577154,32.98344605309775
408.01603206412824,32.80215142144817
408.8176352705411,4.358775550901565
409.6192384769539,39.76902486080572
410.42084168336675,3.574815359369336
411.2224448897796,39.080037770721
412.02404809619236,2.016101390127783
412.8256513026052,38.94026957604641
413.62725450901803,14.750247299582032
414.42885771543087,17.92402438398523
415.2304609218437,39.49396827445655
416.03206412825654,20.15601495316039
416.8336673346693,2.322785945172382
417.63527054108215,24.83052985182299
418.436873747495,38.03672360366601
419.2384769539078,38.264094241091186
420.04008016032066,32.31453485794285
420.8416833667335,25.402829282382065
421.64328657314627,21.05754054137127
422.4448897795591,20.686206139008497
423.24649298597194,24.344586865030415
424.0480961923848,30.879236239549908
424.8496993987976,37.16528002309795
425.65130260521045,38.41145384190333
426.4529058116232,28.439127213825476
427.25450901803606,5.359746663207648
428.0561122244489,11.067596280996735
428.85771543086173,36.67389590949458
429.65931863727457,28.876233184834128
430.4609218436874,1.3633280035023632
431.2625250501002,36.02118433878788
432.064128256513,19.215964010466678
432.86573146292585,19.981662940646807
433.6673346693387,31.30528800382005
434.4689378757515,13.266871146573086
435.2705410821643,30.396377714832667
436.07214428857714,22.04186708089694
436.87374749498997,15.517740586201864
437.6753507014028,36.99517996612781
438.47695390781564,3.589269806001829
439.2785571142285,23.52445577994773
440.0801603206413,37.45430535826109
440.8817635270541,16.302058122555284
441.6833667334669,1.4297887403310408
442.48496993987976,23.319426962263385
443.2865731462926,36.40362255499229
444.08817635270543,36.472785133463645
444.8897795591182,29.410973910212135
445.69138276553105,20.27862550828422
446.4929859719439,13.11872345849419
447.2945891783567,9.547304157743588
448.09619238476955,9.433127256664847
448.8977955911824,12.729056930653815
449.6993987975952,19.541262080089616
450.501002004008,28.411341173592724
451.30260521042084,35.574232743544535
452.10420841683367,36.29163225387993
452.9058116232465,25.19647357085105
453.70741482965934,3.3063717732874207
454.5090180360721,10.368329977403992
455.31062124248496,34.42858665699278
456.1122244488978,29.684981638073822
456.9138276553106,0.22701087306680914
457.71543086172346,28.657708733299224
458.5170340681363,29.80314631710263
459.3186372745491,1.8618971420049872
460.1202404809619,36.30664903569165
460.92184368737475,4.382635128063507
461.7234468937876,32.73999465521402
462.5250501002004,8.854242160511053
463.32665330661325,33.078246047916245
464.12825651302603,3.048717628875417
464.92985971943887,36.16225601217261
465.7314629258517,3.9582873303585697
466.53306613226454,26.369004481628156
467.3346693386774,30.970391222925276
468.13627254509015,0.2623479001180922
468.93787575150304,25.297337103183064
469.7394789579158,34.92513213487455
470.54108216432866,13.952578914843453
471.3426853707415,1.331626927754512
472.1442885771543,22.28219517913986
472.94589178356716,34.72212411351311
473.74749498997994,33.566572575347706
474.5490981963928,23.95047352273759
475.3507014028056,11.776904715608968
476.15230460921845,3.2332525930028715
476.9539078156313,0.23645324300766643
477.75551102204406,0.3040389738562305
478.5571142284569,0.7175553296307434
479.35871743486973,0.4318768016772488
480.16032064128257,0.1435176123397068
480.9619238476954,2.2075975524903932
481.76352705410824,9.305089630724094
482.5651302605211,20.712919730422957
483.36673346693385,31.149617293047367
484.1683366733467,34.82674421280782
484.9699398797595,26.997460706904153
485.77154308617236,6.8190914529344715
486.5731462925852,4.645909270655022
487.37474949899797,28.535308174864543
488.1763527054108,32.70922309431517
488.97795591182364,7.342005160492877
489.7795591182365,13.19189978386198
490.5811623246493,34.499174525639134
491.38276553106215,9.700065223066987
492.184368737475,17.8528992773843
492.98597194388776,31.57398232398484
493.7875751503006,0.6159071625625895
494.58917835671343,33.882137855674515
495.39078156312627,3.9623428104792033
496.1923847695391,31.45118470059921
496.9939879759519,6.302557425584624
497.7955911823647,32.0468755434084
498.59719438877755,2.019716979196793
499.3987975951904,34.005136618088386
500.2004008016032,3.596693162084935
501.002004008016,26.658218238519954
501.8036072144289,25.50996597320106
502.6052104208417,1.9253343856109069
503.4068136272545,31.303716522684468
504.20841683366734,24.119729466019816
505.0100200400802,0.5567656185289109
505.811623246493,23.979532716522932
506.6132264529058,33.174722852817894
507.4148296593186,16.800869951141713
508.21643286573146,0.5764678397476184
509.0180360721443,15.399239381868798
509.81963927855713,30.486319230336072
510.6212424849699,33.04759866775623
511.4228456913828,26.14092251465786
512.2244488977956,14.441997980181897
513.0260521042085,4.421924745611305
513.8276553106213,0.7016261375400499
514.629258517034,2.2017898097976385
515.4308617234469,5.354970262839659
516.2324649298597,7.790948538458172
517.0340681362726,8.607708653161392
517.8356713426854,7.629957207708777
518.6372745490982,5.109679954207729
519.438877755511,2.0490601899061534
520.2404809619238,0.8631218454659629
521.0420841683367,4.878701378225132
521.8436873747495,14.752513373826401
522.6452905811623,25.94942876162002
523.4468937875752,32.51092795200278
524.2484969939879,30.204896947120492
525.0501002004008,16.344707996614957
525.8517034068136,1.1157492654624188
526.6533066132265,13.459934695590004
527.4549098196393,31.17800613637312
528.2565130260521,27.502755553201215
529.058116232465,3.7954680480900733
529.8597194388777,14.651145854015727
530.6613226452906,32.67543889252251
531.4629258517034,13.97434266220943
532.2645290581163,8.636237586759208
533.0661322645291,32.57303398825842
533.8677354709419,9.599337225016985
534.6693386773547,18.104092918798596
535.4709418837675,28.913380268001
536.2725450901803,1.991903935353417
537.0741482965932,32.404077570630676
537.8757515030061,3.4043723306477855
538.6773547094189,29.980413272283425
539.4789579158316,7.567839804603964
540.2805611222445,28.90450963735868
541.0821643286573,6.538107470404161
541.8837675350701,30.867054507724312
542.685370741483,1.7763858024897974
543.4869739478958,32.24348290657327
544.2885771543087,5.478139478148187
545.0901803607214,24.30996846494578
545.8917835671343,24.60415029081584
546.6933867735471,3.0823325796683436
547.4949899799599,31.10441053763796
548.2965931863728,17.96040388017275
549.0981963927856,4.885961063233961
549.8997995991983,30.381994752683255
550.7014028056112,23.874091529261488
551.5030060120241,1.337787950106027
552.3046092184369,19.321689064826714
553.1062124248497,32.20946120334362
553.9078156312626,21.271986915013134
554.7094188376753,2.2551981326900052
555.5110220440881,10.273363130037914
556.312625250501,27.19916579498232
557.1142284569138,32.08712792716916
557.9158316633267,25.491624172540295
558.7174348697395,12.217294870391791
559.5190380761524,2.1426881860702154
560.3206412825651,3.3534333193157453
561.1222444889779,11.775512897623155
561.9238476953908,20.243803462574565
562.7254509018036,26.09541686617235
563.5270541082165,29.447931812527045
564.3286573146293,31.09203663416642
565.1302605210421,31.761883942064586
565.9318637274549,31.9681604820031
566.7334669338677,31.970125694349544
567.5350701402806,31.774344976946693
568.3366733466934,31.138273718650893
569.1382765531062,29.57824551578086
569.939879759519,26.40051247299083
570.7414829659319,20.849691223724804
571.5430861723447,12.726773065216557
572.3446893787575,4.1910941639055315
573.1462925851704,1.6240131560130433
573.9478957915832,9.97735454031349
574.7494989979959,23.16938668957132
575.5511022044088,31.444658268436136
576.3527054108216,29.705745198600773
577.1543086172345,16.015188022665658
577.9559118236473,1.4805004136485043
578.7575150300602,13.112166408683057
579.559118236473,30.18900236238624
580.3607214428857,28.37478220937436
581.1623246492986,7.021740574696392
581.9639278557114,8.63106546908524
582.7655310621243,30.462239590986396
583.5671342685371,24.473840892344814
584.36873747495,1.3082816407930042
585.1703406813627,24.02873444134509
585.9719438877755,29.028877908432598
586.7735470941884,1.9942963913866474
587.5751503006012,24.587789412441268
588.376753507014,26.344030369919437
589.1783567134269,2.036525288741676
589.9799599198396,31.19012907325124
590.7815631262525,12.001333854921244
591.5831663326653,18.55686877261402
592.3847695390782,26.827239522173592
593.186372745491,5.237142801118254
593.9879759519038,31.867355555020367
594.7895791583167,1.2463558150666274
595.5911823647294,32.26130560086714
596.3927855711423,1.7628791357656346
597.1943887775551,32.06932793279427
597.995991983968,1.5752878151314202
598.7975951903808,32.389187184732535
599.5991983967936,1.4879443271009871
600.4008016032064,31.37687934815209
601.2024048096192,7.699994538059377
602.004008016032,24.441497616220715
602.8056112224449,22.257577179789653
603.6072144288578,7.946513592150563
604.4088176352706,32.36228549560773
605.2104208416833,4.556143458130109
606.0120240480962,22.841065426466002
606.813627254509,28.168293835480736
607.6152304609218,1.1489142453131544
608.4168336673347,26.69922603458007
609.2184368737475,27.294911324891018
610.0200400801604,1.4090627466465446
610.8216432865731,22.492092997300773
611.623246492986,31.59166445099334
612.4248496993988,9.540675698675281
613.2264529058116,7.287288820220643
614.0280561122245,29.79491353134227
614.8296593186373,29.146420798857918
615.6312625250501,8.150288151289546
616.4328657314629,4.814825801721069
617.2344689378758,25.10160776195699
618.0360721442886,32.79452411615395
618.8376753507014,23.988003119461176
619.6392785571143,6.300456676192567
620.440881763527,2.6144616423293754
621.2424849699398,17.068753148215368
622.0440881763527,29.357693947491946
622.8456913827656,32.93655578632365
623.6472945891784,28.903211168973286
624.4488977955912,19.443174809460643
625.2505010020041,8.483495611633186
626.0521042084168,1.6584920821788962
626.8537074148296,1.9912393407766338
627.6553106212425,7.331746597416959
628.4569138276553,13.940599974389697
629.2585170340682,19.641648404541208
630.060120240481,23.831370906738485
630.8617234468938,26.62693942947561
631.6633266533066,28.33390912112129
632.4649298597194,29.229176723554183
633.2665330661323,29.488036768164733
634.0681362725451,29.163066474066813
634.8697394789579,28.180890111092005
635.6713426853707,26.3493602572792
636.4729458917836,23.384753775514447
637.2745490981964,18.997005473362222
638.0761523046092,13.131054367988376
638.8777555110221,6.527685536245756
639.6793587174349,1.530293883246203
640.4809619238476,1.8220197201211379
641.2825651302605,9.114325413965247
642.0841683366733,20.11648294904338
642.8857715430862,29.45303726095852
643.687374749499,33.5504505503319
644.4889779559119,30.451096905925084
645.2905811623247,18.975406178117925
646.0921843687374,3.8256374792192673
646.8937875751503,3.7580248636544655
647.6953907815631,20.850386468205386
648.496993987976,32.83890722012693
649.2985971943888,30.288066698121206
650.1002004008017,12.364021237117884
650.9018036072144,1.3596327398099672
651.7034068136272,21.271946113242386
652.5050100200401,33.83849227246091
653.3066132264529,23.183275078739875
654.1082164328657,1.063870220554455
654.9098196392786,18.291718453588228
655.7114228456915,33.982020166138696
656.5130260521042,18.92647495671782
657.314629258517,1.8689816467929234
658.1162324649299,28.74141508151835
658.9178356713427,29.473245548554335
659.7194388777555,1.5191275102434738
660.5210420841684,23.31935408078501
661.3226452905812,31.781689682874077
662.1242484969939,2.18103171210017
662.9258517034068,24.53971954621781
663.7274549098197,29.722570700588708
664.5290581162325,0.5593110655468815
665.3306613226453,31.203135787393748
666.1322645290581,19.627973629295358
666.9338677354709,10.350348853135753
