wavelength_nm,R_no_gap_percent,R_1mm_air_gap_only_percent,R_sio2_reference_1mm_air_gap_percent
758.1600000000001,11.865788582400059,11.86578858240007,19.561157344421225
758.1800000000001,11.866555230212516,11.866555230212516,10.984408442657777
758.2,11.867321875852275,11.867321875852278,3.581029626058243
758.22,11.868088519311346,11.86808851931134,0.06376782047410652
758.24,11.868855160581715,11.868855160581704,2.033591169109452
758.26,11.869621799655368,11.86962179965537,8.568107609915375
758.28,11.870388436524292,11.870388436524298,17.06511916570255
758.3,11.871155071180494,11.8711550711805,25.140733810803077
758.3199999999999,11.871921703615982,11.871921703615994,31.481779798804865
758.34,11.872688333822763,11.872688333822774,35.624756802372644
758.36,11.873454961792815,11.873454961792811,37.49838983817303
758.38,11.874221587518166,11.874221587518159,37.123325828547415
758.4000000000001,11.874988210990796,11.87498821099081,34.49333484885683
758.4200000000001,11.875754832202757,11.875754832202773,29.597926893542386
758.44,11.876521451146042,11.876521451146035,22.596275293515024
758.46,11.877288067812657,11.877288067812644,14.182398420224345
758.48,11.878054682194602,11.87805468219461,6.0349288520379645
758.5,11.878821294283945,11.878821294283945,0.7743786273314487
758.52,11.879587904072665,11.879587904072658,0.6555366443342785
758.54,11.880354511552808,11.880354511552815,5.734290412544405
758.56,11.881121116716391,11.881121116716384,13.816056431215179
758.5799999999999,11.881887719555435,11.881887719555447,22.260154667008667
758.6,11.88265432006199,11.882654320061995,29.34133764250515
758.62,11.883420918228072,11.883420918228078,34.33309727913155
758.64,11.884187514045705,11.884187514045705,37.06294631286472
758.6600000000001,11.884954107506978,11.884954107506974,37.53954725588027
758.6800000000001,11.885720698603851,11.885720698603846,35.77142657560295
758.7,11.886487287328425,11.886487287328416,31.738274246215063
758.72,11.887253873672712,11.887253873672703,25.502038067692784
758.74,11.888020457628759,11.888020457628759,17.496407352482983
758.76,11.888787039188633,11.888787039188623,8.978958774309758
758.78,11.889553618344364,11.889553618344348,2.2806961836275184
758.8,11.890320195087996,11.890320195088002,0.027367916054307752
758.8199999999999,11.89108676941162,11.891086769411617,3.2671159765996416
758.84,11.891853341307256,11.891853341307243,10.518786387467422
758.86,11.892619910766978,11.892619910766964,19.086659996934383
758.88,11.893386477782828,11.893386477782828,26.825078859514306
758.9000000000001,11.894153042346902,11.894153042346886,32.6661192084153
758.9200000000001,11.894919604451227,11.894919604451221,36.2775746837876
