PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,PC_51,PC_52,PC_53,PC_54,PC_55,PC_56,PC_57,PC_58,PC_59,PC_60,PC_61,PC_62,PC_63,PC_64,PC_65,PC_66,PC_67,PC_68,PC_69,PC_70,PC_71,PC_72,PC_73,PC_74,PC_75,PC_76,PC_77,PC_78,PC_79,PC_80,PC_81,PC_82,PC_83,PC_84,PC_85,PC_86,PC_87,PC_88,PC_89,PC_90,PC_91,PC_92,PC_93,PC_94,PC_95,PC_96,PC_97,PC_98,PC_99,PC_100
-0.80464375,2.163422,3.6749213,-1.8239754,1.4062138,5.089625,1.6510655,0.22438851,0.067821026,-2.4335375,2.4320645,-0.007630706,2.2507215,0.5165061,-0.8125824,0.029854774,0.7014154,1.6013744,0.22573265,1.2225362,0.5193318,0.90535975,-1.2344979,-0.73958844,-0.13024728,-0.28949288,-1.3509669,0.18379413,-1.073982,-0.89371365,0.6271938,-2.2517846,-0.0033940454,0.452212,0.051643588,1.5102279,-0.41978076,0.7480832,-0.6111278,0.67604166,0.8410772,-0.16419679,0.11552065,0.10271368,0.61090815,0.24444798,0.17897236,-0.24555288,-0.036183186,0.1303144,-0.13734661,-0.5019591,-1.032391,0.17019829,0.15353955,-0.05437796,-0.12746596,0.105220124,-0.09889179,0.31850994,0.23123422,-0.5885487,-0.27300358,0.08880415,0.15620556,-0.14582784,-0.055112593,-0.5202257,0.012228686,0.040723424,0.25672838,-0.10336009,0.16310094,0.2842643,-0.09148816,-0.12081665,0.26264706,0.10241319,-0.0169495,0.13418068,0.07218522,-0.1415762,-0.04990183,0.007805056,-0.19506216,0.033215784,-0.038523704,-0.2812368,-0.06061326,-0.036735285,0.12404648,0.13990892,0.2433364,0.13140579,0.117621675,-0.0950411,-0.10320891,0.16258626,-0.08235268,-0.25775492
-0.8054861,2.158955,3.7800138,-1.7656227,1.4525355,5.1099977,1.5016537,-0.015830055,0.082197785,-2.3602898,2.469372,-0.0027344227,2.2371595,0.52976775,-0.89411205,0.016350508,0.618592,1.6120021,0.34618974,1.1488152,0.59140956,0.9012321,-1.2800442,-0.8013998,-0.27437937,-0.18229324,-1.3505025,0.19813803,-1.1523973,-0.7378448,0.56487703,-2.2645493,0.06141389,0.4540332,0.03441943,1.4949269,-0.5004392,0.71984273,-0.5165471,0.66223615,0.79615456,-0.25783372,0.06731645,0.13445202,0.6600409,0.22300474,0.17989582,-0.20497544,-0.0867954,0.14874427,-0.100410625,-0.47891328,-1.0665795,0.13044494,0.19238147,-0.09450941,-0.1324687,0.087453425,-0.07830193,0.35276628,0.28048235,-0.59701127,-0.21812962,0.086047895,0.13872659,-0.13723484,-0.017417312,-0.5058229,0.04719177,0.079813026,0.25175688,-0.107281275,0.21679333,0.25334877,-0.12884422,-0.07172885,0.19788942,0.10528702,0.009496919,0.12621108,0.05378968,-0.16221161,-0.039196894,0.026823714,-0.2056838,-0.013478999,-0.03411459,-0.301945,-0.036826935,-0.043651618,0.11296627,0.1418605,0.25462106,0.121132724,0.13551405,-0.019215366,-0.10261812,0.16467638,-0.070388876,-0.26676476
-0.80761933,2.1560838,3.8761003,-1.7074324,1.4978613,5.1288595,1.349311,-0.24963824,0.101143956,-2.2658062,2.502813,0.0033587217,2.219606,0.537801,-0.9634002,0.011061907,0.53262687,1.625407,0.47189847,1.0693204,0.65655917,0.8722787,-1.3008935,-0.8679643,-0.41138977,-0.074029766,-1.334467,0.21794805,-1.222805,-0.5783001,0.5018508,-2.2750812,0.1280912,0.45673162,0.013058732,1.4683304,-0.5770251,0.69065106,-0.42447767,0.6462515,0.74374634,-0.3587649,0.02035306,0.1668835,0.702392,0.19897613,0.17465657,-0.1646695,-0.13421422,0.1703356,-0.06445487,-0.458383,-1.0865637,0.10264716,0.23171014,-0.1365933,-0.1368556,0.07300529,-0.059910346,0.37981075,0.32578027,-0.6006984,-0.15500432,0.07970505,0.12229174,-0.1239838,0.021539189,-0.487083,0.07572292,0.11374723,0.23928948,-0.11036628,0.2722103,0.22396448,-0.16321135,-0.018283207,0.12591632,0.10648994,0.041397076,0.11812819,0.036675166,-0.18256515,-0.025546998,0.045322,-0.20692882,-0.053658444,-0.03354259,-0.30802813,-0.015113093,-0.04271554,0.09900191,0.14747994,0.2604445,0.10774739,0.15248771,0.05898279,-0.097585455,0.16248713,-0.05482555,-0.2713622
-0.8110626,2.1551132,3.9624312,-1.6494333,1.5420687,5.1472225,1.1952336,-0.47508818,0.124331,-2.1505845,2.5321405,0.009802699,2.1982956,0.5408863,-1.0197415,0.0148456395,0.44484842,1.64066,0.6016567,0.98550713,0.71281016,0.8191311,-1.2969167,-0.9379197,-0.53734136,0.034780715,-1.3032423,0.24251713,-1.283397,-0.41747576,0.4387083,-2.2835822,0.19598944,0.45977303,-0.011894395,1.4318625,-0.64663196,0.6610561,-0.3370143,0.62949,0.6861849,-0.46284488,-0.024809618,0.20049772,0.7362306,0.17246348,0.1624037,-0.12592615,-0.17737457,0.19365202,-0.031228889,-0.4415569,-1.0913541,0.08944707,0.2715189,-0.17978652,-0.13983366,0.060744,-0.04452983,0.39889684,0.36617324,-0.60016924,-0.08517432,0.07045626,0.10654893,-0.10612999,0.06079191,-0.4650884,0.09686661,0.14137335,0.2194177,-0.11193916,0.32813978,0.19602866,-0.19341734,0.038106747,0.05104574,0.10617597,0.0756218,0.1109347,0.02208047,-0.20197295,-0.009683578,0.062478893,-0.19836777,-0.08433555,-0.037017547,-0.29853073,0.00368188,-0.033047844,0.08271568,0.1567994,0.26046434,0.09255234,0.16885163,0.13698922,-0.08824889,0.15624379,-0.036730547,-0.27063906
-0.81575716,2.156267,4.0383825,-1.5916221,1.5850674,5.1662183,1.0404063,-0.6901932,0.15116954,-2.0152967,2.5573947,0.015795708,2.1733747,0.5393982,-1.0626055,0.02816376,0.35651517,1.6568398,0.73423135,0.8989773,0.75829643,0.74359334,-1.2689786,-1.0095432,-0.6491412,0.14361556,-1.2574819,0.27112743,-1.3325945,-0.25770485,0.37593037,-2.2901862,0.2644549,0.46266636,-0.03992304,1.3871156,-0.70661706,0.6315946,-0.25607505,0.61323816,0.6258636,-0.56569886,-0.06762519,0.23569557,0.76001906,0.14361642,0.14272559,-0.08978714,-0.21535093,0.21725644,-0.0018028128,-0.42900234,-1.0803132,0.09261658,0.31172726,-0.22312011,-0.14058307,0.049640562,-0.0329668,0.40944052,0.40086377,-0.5958956,-0.010396452,0.0587694,0.09134372,-0.08396878,0.09916414,-0.44076332,0.11012213,0.16192852,0.19248149,-0.11159152,0.3829559,0.16940027,-0.21837978,0.09599553,-0.022037406,0.10445034,0.10867961,0.105387315,0.010864328,-0.21968912,0.0076869885,0.077631645,-0.18035236,-0.103537634,-0.04461707,-0.27378604,0.018815337,-0.014367547,0.06442744,0.1693933,0.25456473,0.0767839,0.18472593,0.21222448,-0.07511302,0.14617825,-0.017293429,-0.2637491
-0.8216078,2.1596959,4.103531,-1.5339788,1.6267992,5.186963,0.88550913,-0.8929714,0.18090987,-1.8607949,2.5787818,0.020608425,2.1449215,0.5338267,-1.0916224,0.051072687,0.26868346,1.6730497,0.8683183,0.81131816,0.7914293,0.6486496,-1.2188364,-1.0809618,-0.7446097,0.2519565,-1.1980675,0.30313522,-1.369139,-0.101125196,0.31392238,-2.294891,0.33282676,0.4649388,-0.07062853,1.3358411,-0.7547308,0.60278016,-0.1832881,0.5985809,0.5651741,-0.6628812,-0.10762782,0.2727593,0.7725042,0.11265664,0.11575407,-0.056995023,-0.2473974,0.23987453,0.023565374,-0.42065144,-1.0532136,0.112717405,0.3522454,-0.26554626,-0.13835056,0.039001737,-0.025945198,0.41107392,0.42929903,-0.5880495,0.06732149,0.044841032,0.076754324,-0.058029782,0.13527209,-0.41479146,0.11545244,0.17507453,0.1590611,-0.10916999,0.43479672,0.14398366,-0.23712122,0.15399478,-0.08856799,0.101317875,0.13703455,0.10193184,0.0034065796,-0.23495124,0.025978938,0.090288445,-0.15407765,-0.110521056,-0.056202076,-0.23538846,0.029739063,0.01281604,0.044187937,0.1843675,0.24285813,0.061540052,0.1999775,0.28224617,-0.05900053,0.13242379,0.002350072,-0.25002435
-0.82849574,2.165502,4.1576805,-1.476486,1.66723,5.2103186,0.730924,-1.0815265,0.21278465,-1.6881399,2.5964997,0.023596525,2.1129987,0.5247804,-1.1065373,0.08327502,0.18212222,1.6884096,1.0025085,0.7238511,0.8110267,0.53834695,-1.1489644,-1.1504321,-0.82241535,0.35932085,-1.1260645,0.33804888,-1.3921002,0.050416604,0.2530621,-2.2974467,0.4004259,0.46610814,-0.10371302,1.2799547,-0.7891016,0.57508,-0.11997122,0.5863838,0.50648916,-0.7500236,-0.14444566,0.31183675,0.7727224,0.0798742,0.08213225,-0.027975906,-0.27297613,0.26050037,0.045318123,-0.41586882,-1.0103897,0.14891316,0.39299348,-0.30603218,-0.13253413,0.028574888,-0.024016462,0.4036544,0.45117366,-0.57641196,0.14571328,0.028702473,0.06302782,-0.029043721,0.16762061,-0.38764992,0.1132489,0.18089753,0.11998715,-0.10472329,0.48176745,0.119803384,-0.24880552,0.21076967,-0.14405704,0.09666744,0.15741682,0.10073932,-0.0003868388,-0.24706031,0.044710726,0.10013761,-0.12152024,-0.10582194,-0.07137952,-0.18609338,0.036235914,0.04709092,0.02188138,0.20042503,0.22573777,0.047745235,0.21421191,0.34489614,-0.040912934,0.11494374,0.021286527,-0.22912364
-0.8363056,2.1737661,4.2008257,-1.4191499,1.7063396,5.236714,0.57679313,-1.2541134,0.24616098,-1.4986064,2.610587,0.024228692,2.0777204,0.512969,-1.107186,0.12420127,0.09730187,1.7020419,1.1353018,0.6373899,0.81635255,0.4175263,-1.0623344,-1.2166024,-0.8818913,0.46527597,-1.0426828,0.37558988,-1.400833,0.1954139,0.19371763,-2.2972846,0.46654284,0.4656587,-0.1388866,1.2215414,-0.8081584,0.54887646,-0.067174904,0.577311,0.452157,-0.8229852,-0.17777319,0.35293964,0.75993705,0.0456024,0.04287872,-0.0028961487,-0.29178387,0.27842093,0.06431847,-0.41355586,-0.95289236,0.19895649,0.43385002,-0.34370434,-0.12273954,0.018547155,-0.027489576,0.38725775,0.46637386,-0.56043005,0.22231986,0.0103975665,0.05044865,0.0020996719,0.19474545,-0.3597369,0.10426645,0.17987522,0.07635171,-0.098440185,0.5221127,0.097029865,-0.2528241,0.2649657,-0.18469313,0.0902857,0.1671191,0.10179787,-0.0010016905,-0.25545645,0.06342259,0.10704021,-0.08524745,-0.09116214,-0.089541584,-0.1296246,0.038532566,0.08616483,-0.0026137813,0.21600443,0.20394483,0.036145546,0.22681434,0.3984285,-0.02186989,0.09354302,0.038935322,-0.2011647
-0.8449234,2.184569,4.2331333,-1.3620179,1.744119,5.2660947,0.42306876,-1.4091597,0.28060126,-1.2937113,2.6209266,0.022151351,2.039314,0.4991741,-1.0934994,0.17312208,0.014463186,1.713093,1.2651765,0.5521109,0.80708003,0.2914524,-0.96222293,-1.2786617,-0.922802,0.56944233,-0.94925386,0.41570824,-1.3949205,0.3327005,0.13622317,-2.2935596,0.5304439,0.46303543,-0.175749,1.1628332,-0.81059635,0.5244278,-0.025724566,0.5718383,0.4044664,-0.87803966,-0.20733102,0.39596376,0.7336085,0.010217536,-0.00079312595,0.018211078,-0.30378738,0.29317844,0.08154049,-0.41226438,-0.88251424,0.25931668,0.47456348,-0.3780039,-0.108784914,0.009484723,-0.03641262,0.36218888,0.47491604,-0.539372,0.2946445,-0.009884754,0.03920158,0.034385458,0.21533665,-0.33149126,0.08954925,0.17282966,0.029510818,-0.090577714,0.5543133,0.07594831,-0.24891345,0.31511393,-0.20775308,0.08189764,0.16429265,0.10501284,0.0007985784,-0.25976923,0.08160536,0.11099707,-0.048120793,-0.06921076,-0.10997207,-0.07034778,0.03731869,0.12706654,-0.029268747,0.22944774,0.17858605,0.027311444,0.23702337,0.44159824,-0.0027945563,0.067962945,0.055057537,-0.166772
-0.8542086,2.1980128,4.2548394,-1.3051903,1.7805804,5.298012,0.26951775,-1.5452453,0.31585205,-1.0752062,2.6273944,0.017293334,1.9981569,0.4842145,-1.0655144,0.22929111,-0.06626506,1.720818,1.3906845,0.46758553,0.78318137,0.16539373,-0.8520506,-1.3363371,-0.94512445,0.6714651,-0.847225,0.45855403,-1.3741362,0.46145797,0.08082119,-2.2853084,0.5913918,0.45766142,-0.21369985,1.1061302,-0.79543525,0.5018362,0.0037701663,0.57021946,0.3655466,-0.9121089,-0.2328528,0.44071928,0.6934093,-0.025832053,-0.047651347,0.03529487,-0.30924,0.3045395,0.0978351,-0.4103206,-0.801634,0.32544214,0.5146629,-0.4087928,-0.09065485,0.002237558,-0.050613694,0.32902613,0.4769304,-0.51250905,0.36038104,-0.031802673,0.029282266,0.06669325,0.22829533,-0.30344105,0.07035239,0.16086394,-0.018925674,-0.08138649,0.577098,0.05687246,-0.23726693,0.3595766,-0.2119525,0.07122481,0.14820679,0.11027386,0.0040845526,-0.25984097,0.09868815,0.11210832,-0.012942877,-0.043206237,-0.13197595,-0.012796259,0.03362408,0.1664936,-0.05783115,0.23916313,0.1510505,0.021644749,0.24402693,0.473708,0.015497394,0.038015757,0.06966429,-0.12701638
-0.8639636,2.2142103,4.266156,-1.2488209,1.8157729,5.3317633,0.11568685,-1.6610694,0.3517679,-0.8450593,2.630022,0.009990215,1.954788,0.46891746,-1.0234067,0.2920772,-0.1447352,1.7246926,1.5105394,0.38296255,0.7448091,0.044251468,-0.7352406,-1.3897612,-0.9488885,0.77098817,-0.73814887,0.50439,-1.3384173,0.5812021,0.0276303,-2.2716708,0.64867896,0.44896618,-0.25190273,1.0536622,-0.7621666,0.48102716,0.020963395,0.57241255,0.3372046,-0.9230228,-0.2540915,0.48698875,0.63929164,-0.061978113,-0.09657051,0.0481791,-0.3086699,0.31247157,0.11381575,-0.40597856,-0.71292084,0.39213595,0.5534447,-0.4363674,-0.068455085,-0.0021848609,-0.06977808,0.28866476,0.47269273,-0.47925314,0.41765857,-0.05498266,0.020471746,0.09781487,0.23272982,-0.2761445,0.04805985,0.14529774,-0.06713248,-0.07102383,0.58942586,0.04002488,-0.21857156,0.39658704,-0.1976494,0.05806653,0.11940916,0.117477454,0.007868486,-0.2557316,0.11409017,0.11055164,0.017892543,-0.016482368,-0.15495527,0.03886702,0.028578423,0.2012286,-0.08783583,0.24373679,0.12282573,0.019391418,0.24707547,0.49459416,0.032233246,0.0037028464,0.08286211,-0.08325483
-0.873917,2.2332473,4.267201,-1.1931039,1.8497986,5.366411,-0.039111905,-1.7554632,0.38822472,-0.60542005,2.629093,0.0010529757,1.9098604,0.4541016,-0.9675121,0.36103037,-0.22068349,1.7244914,1.6236554,0.2972272,0.6921603,-0.067705974,-0.6150664,-1.4392713,-0.9341119,0.8676195,-0.6236617,0.5534621,-1.2878507,0.69175017,-0.023355395,-2.2520628,0.7016504,0.4364131,-0.28930336,1.0074097,-0.71091753,0.46176204,0.025839591,0.5779963,0.32072943,-0.90975887,-0.27083325,0.5345817,0.5715737,-0.09748748,-0.14658588,0.056529235,-0.30282405,0.31715506,0.12985213,-0.39762625,-0.61899817,0.45404583,0.5900311,-0.46133924,-0.042417444,-0.0027980362,-0.093514346,0.24230047,0.4626742,-0.43924844,0.46523985,-0.07920288,0.012363369,0.12648624,0.22793585,-0.25007427,0.024098046,0.12763382,-0.11315079,-0.0594858,0.59048593,0.025429402,-0.19393592,0.42441154,-0.16681656,0.0423836,0.0797082,0.1265232,0.011230926,-0.24773349,0.12729193,0.106599435,0.04266954,0.008011601,-0.17837307,0.08131271,0.023130942,0.22851582,-0.11868884,0.24199098,0.09525603,0.020676002,0.24559613,0.5045637,0.04662379,-0.034712482,0.09468711,-0.036936577
-0.88375056,2.2551086,4.257961,-1.1382446,1.8828182,5.400681,-0.19572085,-1.8273959,0.42508125,-0.35857508,2.625051,-0.008282304,1.864064,0.44057313,-0.89833426,0.43584594,-0.29369223,1.7202761,1.7291135,0.20946719,0.6254385,-0.16695264,-0.49448675,-1.4852204,-0.9008112,0.96091276,-0.505434,0.6058494,-1.2226584,0.7931503,-0.07221915,-2.2262328,0.74971163,0.4195198,-0.3246943,0.9689322,-0.642561,0.44368222,0.018775547,0.58613336,0.3167089,-0.8726082,-0.28290242,0.5833692,0.4910021,-0.13143933,-0.19687404,0.059921797,-0.2925768,0.31896716,0.14612888,-0.38401654,-0.5222031,0.5062083,0.62350166,-0.48440588,-0.012988454,0.0011211704,-0.121373065,0.19133505,0.4475584,-0.39241815,0.50258887,-0.10453835,0.004402453,0.15144345,0.21343067,-0.22552241,-0.00014791219,0.10955018,-0.15501691,-0.046587966,0.5797801,0.012872714,-0.16471972,0.44160506,-0.122767724,0.02437998,0.03196836,0.13730171,0.013468551,-0.23639524,0.13787706,0.1006601,0.060492728,0.028077483,-0.20160452,0.11230331,0.017839955,0.24631251,-0.1497765,0.23301564,0.06932435,0.025547147,0.23928516,0.5042841,0.05788719,-0.076666415,0.10499452,0.010548878
-0.8931397,2.279622,4.2383275,-1.0844344,1.9150317,5.432794,-0.3549479,-1.8760531,0.4621551,-0.10692683,2.618293,-0.016539931,1.8180326,0.42912433,-0.81653076,0.51622677,-0.36320683,1.7122777,1.8260851,0.119111806,0.54490566,-0.25070274,-0.37601846,-1.5278733,-0.8490804,1.0503513,-0.38511693,0.6613406,-1.1432086,0.88559055,-0.11907327,-2.1942308,0.7923241,0.39788076,-0.3568114,0.9392214,-0.5587578,0.4263938,0.0005891558,0.5955894,0.32490203,-0.813228,-0.29017478,0.633267,0.39879426,-0.16274028,-0.2466619,0.057987522,-0.27884075,0.31842506,0.16270435,-0.3644682,-0.42446798,0.5445498,0.6530345,-0.5060901,0.01906206,0.0097786635,-0.15281714,0.13723047,0.42820948,-0.3390036,0.52978873,-0.13138075,-0.0040665325,0.17150746,0.18907966,-0.20257923,-0.023398552,0.09289413,-0.19092143,-0.032021597,0.557269,0.0019598634,-0.13231124,0.44727716,-0.069713354,0.004550214,-0.020227853,0.14969337,0.014231796,-0.22254185,0.14552327,0.093304865,0.07130111,0.042434987,-0.22376177,0.13071032,0.012811527,0.253383,-0.18054083,0.21622905,0.045515798,0.0340058,0.22814575,0.4946551,0.065380715,-0.121285915,0.11344626,0.05792575
-0.9018065,2.3064172,4.2081647,-1.0318196,1.9466633,5.4604816,-0.517302,-1.9008403,0.4992231,0.1470131,2.6089952,-0.022246122,1.7722687,0.4205399,-0.7229072,0.60172856,-0.42856747,1.700731,1.9137638,0.026132643,0.45106143,-0.31684294,-0.26173258,-1.5673788,-0.7791841,1.1353335,-0.2642885,0.7193437,-1.0500494,0.96935284,-0.16404006,-2.1563454,0.82900226,0.3712102,-0.3844598,0.9186236,-0.4619216,0.4095659,-0.027431672,0.6048289,0.34418872,-0.7345706,-0.2926393,0.68416226,0.29666835,-0.19017577,-0.2951051,0.050604235,-0.26249903,0.3160832,0.17954154,-0.33896238,-0.32732722,0.56623036,0.6780098,-0.5265374,0.052605957,0.022652797,-0.18717009,0.08138629,0.40558398,-0.27960682,0.54732496,-0.16030754,-0.013749158,0.18567874,0.15530226,-0.18119238,-0.04450922,0.079623096,-0.21937515,-0.0154839475,0.52351713,-0.0077561857,-0.09794732,0.44125235,-0.0122721465,-0.016316641,-0.07295319,0.16357157,0.0135952635,-0.20725523,0.14994384,0.0852452,0.07576228,0.050672725,-0.24360707,0.13633749,0.0078035025,0.24927257,-0.21049568,0.19148171,0.023795651,0.045988493,0.21246044,0.47669253,0.06877189,-0.16739741,0.11959696,0.10398665
-0.90954506,2.3349519,4.167288,-0.98048013,1.9779341,5.4811535,-0.6827524,-1.9014015,0.5360031,0.40064844,2.5970564,-0.024162412,1.7271177,0.41559306,-0.61841583,0.6916585,-0.48903525,1.6857421,1.9913453,-0.06879078,0.34487137,-0.3638779,-0.15336013,-1.6037772,-0.6916524,1.2151498,-0.14442629,0.7788731,-0.94397944,1.0448259,-0.20726226,-2.1130993,0.85932404,0.3394026,-0.4066431,0.9068376,-0.35515383,0.39302233,-0.06350369,0.6121544,0.37259576,-0.64067537,-0.29051164,0.7358075,0.18685302,-0.21248564,-0.34116253,0.038094055,-0.24436978,0.31242126,0.19649307,-0.30810174,-0.23199964,0.5697556,0.6980156,-0.54544747,0.08626794,0.038372196,-0.22359015,0.025091866,0.3806402,-0.21524419,0.5558245,-0.19183709,-0.02534083,0.19322103,0.113266066,-0.16125925,-0.062460568,0.071661465,-0.23935212,0.0031552375,0.4797618,-0.016634371,-0.06262345,0.42407644,0.044952426,-0.03719053,-0.122276895,0.17879331,0.012029256,-0.19179152,0.15082341,0.07723891,0.07509526,0.053048298,-0.25962946,0.12965417,0.0024345666,0.23422457,-0.23920053,0.15916932,0.003702091,0.061306655,0.19271128,0.45144296,0.06814135,-0.2135605,0.12303794,0.14750895
-0.916219,2.3645794,4.115543,-0.9304188,2.0090303,5.4923067,-0.85058635,-1.8775908,0.5721047,0.65133595,2.582191,-0.021414876,1.6827734,0.4150301,-0.5041437,0.785053,-0.54378,1.6672637,2.0580652,-0.16417399,0.22798416,-0.39090282,-0.05246968,-1.6369824,-0.5873485,1.2889717,-0.026883595,0.8385821,-0.82611865,1.1125472,-0.24891531,-2.0652828,0.882938,0.3025955,-0.42267105,0.9029895,-0.24214496,0.3767992,-0.10535217,0.61587566,0.40739724,-0.5363663,-0.28433925,0.7877198,0.07207145,-0.2284446,-0.38353056,0.021327507,-0.22520414,0.3077702,0.2132482,-0.2729549,-0.13950631,0.5548715,0.7127826,-0.5621586,0.11866881,0.054742068,-0.26108274,-0.030446997,0.35425997,-0.147386,0.55584174,-0.22616531,-0.039457597,0.19371091,0.064962134,-0.14270328,-0.07634029,0.07068413,-0.25038064,0.023702731,0.42783567,-0.024857383,-0.027122924,0.39688203,0.0976882,-0.05690931,-0.16456293,0.19515549,0.010265867,-0.17743842,0.14778788,0.06996141,0.0708568,0.050244797,-0.27027172,0.11155092,-0.0035916953,0.2091012,-0.26623583,0.12028933,-0.015481619,0.07956495,0.16948472,0.4199211,0.06395104,-0.25813442,0.12352585,0.18723278
-0.9217286,2.3946252,4.052862,-0.8815524,2.0400968,5.491943,-1.0194229,-1.8294371,0.6069964,0.8964593,2.5641367,-0.013525844,1.6392932,0.41955212,-0.38129362,0.8806913,-0.5918643,1.6451628,2.1132894,-0.25774214,0.10281516,-0.3975581,0.039431855,-1.6667256,-0.4675169,1.3558556,0.08713131,0.8968488,-0.6979424,1.1731867,-0.28921038,-2.0139563,0.89956546,0.26120493,-0.43220815,0.9057734,-0.12701882,0.36114165,-0.15028259,0.6144725,0.44529927,-0.42689463,-0.2750001,0.83914536,-0.044550374,-0.23694073,-0.42066747,0.001688432,-0.205693,0.30229825,0.22926502,-0.2348352,-0.05080981,0.522324,0.72206,-0.5758582,0.14870709,0.06894642,-0.298555,-0.08405342,0.3272088,-0.07794838,0.5477785,-0.26297,-0.056577392,0.1870506,0.013072804,-0.12551193,-0.085351914,0.07786646,-0.25256103,0.045555696,0.36994594,-0.03242072,0.007866135,0.36118305,0.14222927,-0.074326925,-0.1967269,0.21231541,0.009110908,-0.1653394,0.1404362,0.063895814,0.06472539,0.043183155,-0.2742457,0.08319061,-0.010330601,0.1753362,-0.29121926,0.07638599,-0.03452269,0.10009267,0.14339961,0.38306278,0.056894504,-0.29938453,0.12105026,0.22195722
-0.9259676,2.424467,3.979413,-0.83371264,2.0712242,5.4789257,-1.1873436,-1.7571152,0.63997746,1.1335187,2.5428605,-0.0003694296,1.5966173,0.4298031,-0.25115377,0.97712314,-0.63227034,1.6193383,2.1565785,-0.34661052,-0.027563103,-0.38394672,0.12094104,-1.6924858,-0.3338216,1.4147829,0.19658136,0.9518692,-0.56123465,1.2274331,-0.3283707,-1.9603593,0.9089699,0.21591781,-0.43522957,0.91361874,-0.01408513,0.3464401,-0.19535755,0.6067249,0.4827149,-0.3175887,-0.2635579,0.8891037,-0.15966636,-0.23704803,-0.45093742,-0.019116271,-0.18646711,0.29603165,0.24373499,-0.19507657,0.033048615,0.47359565,0.7255103,-0.5858321,0.17576705,0.077929355,-0.3348838,-0.1345509,0.30011547,-0.009189293,0.53194225,-0.3013334,-0.076995976,0.17345066,-0.03936241,-0.10973245,-0.08887085,0.09364701,-0.24649994,0.067708336,0.30837724,-0.03917205,0.04161217,0.31868377,0.17562586,-0.08847285,-0.21644062,0.22971562,0.009250904,-0.15632537,0.1284305,0.059291013,0.058304343,0.032943536,-0.2708428,0.045987867,-0.017554825,0.1349058,-0.31384015,0.029386055,-0.054062635,0.12191867,0.11508615,0.3416672,0.04770922,-0.33561826,0.115821846,0.2507429
-0.9287944,2.453584,3.8956978,-0.7866516,2.1024454,5.453151,-1.3521197,-1.6609344,0.6701951,1.3602202,2.5186825,0.01787579,1.5545785,0.44634888,-0.11506897,1.0727078,-0.6639783,1.5898082,2.1877003,-0.42761168,-0.15973431,-0.35049868,0.19095443,-1.7134578,-0.18838398,1.4647387,0.30062667,1.0017585,-0.41795138,1.2758001,-0.3666008,-1.9057134,0.9109307,0.1676384,-0.43192267,0.92486393,0.09247882,0.33312598,-0.23764768,0.5917885,0.5161045,-0.21353275,-0.25101227,0.93649143,-0.26995856,-0.22810273,-0.472832,-0.03934108,-0.16807246,0.28889692,0.2556164,-0.15485488,0.11086591,0.41066968,0.7226742,-0.5916485,0.19979002,0.07887426,-0.36898136,-0.18078454,0.2734618,0.05648904,0.5086825,-0.33980438,-0.10076804,0.15339835,-0.08938523,-0.09543832,-0.086530924,0.1175714,-0.23318836,0.0888497,0.24521232,-0.044852357,0.07325004,0.27115905,0.1958383,-0.09868129,-0.2222485,0.24656942,0.011117767,-0.15079843,0.1116166,0.0561912,0.05297159,0.02077736,-0.2601391,0.0016877293,-0.02483944,0.09027512,-0.3338714,-0.018633563,-0.074511245,0.14380135,0.08521145,0.29633933,0.037060596,-0.36533946,0.10820591,0.2731406
-0.9300333,2.4815905,3.8025293,-0.7400572,2.1337273,5.415545,-1.5115093,-1.5413544,0.6966984,1.5745485,2.4922917,0.04078591,1.5129316,0.4696761,0.02558977,1.1657096,-0.68608487,1.5567193,2.2065885,-0.49769166,-0.29037943,-0.29782754,0.24889688,-1.7285953,-0.033805095,1.5047976,0.39861748,1.0446414,-0.270026,1.3184462,-0.40404588,-1.8510195,0.9052205,0.1174058,-0.42259455,0.9379175,0.18894194,0.32157448,-0.27447212,0.5692117,0.5423257,-0.11930407,-0.23807755,0.9801935,-0.3723789,-0.20975713,-0.48519555,-0.057487596,-0.15092126,0.28077126,0.2637547,-0.11508674,0.1813097,0.3358299,0.71304154,-0.5932013,0.22120938,0.069654375,-0.39984867,-0.22167386,0.24757849,0.11679963,0.47851917,-0.3765683,-0.12761801,0.12761594,-0.13450727,-0.08267999,-0.07829801,0.14826353,-0.21386014,0.10752627,0.18219164,-0.049097102,0.10177779,0.22042662,0.20183131,-0.10466627,-0.21355419,0.26193526,0.014837335,-0.1486954,0.0901472,0.054486714,0.049789447,0.008145771,-0.24303263,-0.047528602,-0.031724527,0.04426914,-0.35114124,-0.06566383,-0.096033424,0.16432159,0.05452314,0.24745838,0.025514595,-0.38738775,0.09863436,0.2893439
