mode,rank,success,cost,optimizer_robust_cost,rmse_normalized,nfev,optimality,message,global_population_rank,global_energy,distance_to_best_scaled,benchmark_distance_to_truth_scaled,fit_Air_um,benchmark_error_Air_um,fit_HSQ_nm,benchmark_error_HSQ_nm,fit_PSS_nm,benchmark_error_PSS_nm,fit_SOC_nm,benchmark_error_SOC_nm,fit_TiO2_nm,benchmark_error_TiO2_nm,x0_Air_um,x0_HSQ_nm,x0_PSS_nm,x0_SOC_nm,x0_TiO2_nm
I,17,True,252.193869,170.3924827,0.5293537664,19,0.1658655759,`xtol` termination condition is satisfied.,6,0.2508574336,0.0001496987856,0.7264142097,999.9249292,-0.07507078036,39.99999997,9.999999971,9.962773132,-0.0372268676,30,-10,43.30584575,3.305845746,999.922061,39.83845548,12.52125589,30.00344357,42.5003125
I,18,True,252.1939862,170.3924824,0.5293538894,19,0.1681275362,`xtol` termination condition is satisfied.,11,0.2509705432,0.0001498343704,0.7264145299,999.9249292,-0.07507084772,39.99999999,9.999999991,9.962780162,-0.03721983807,30,-10,43.30587388,3.305873877,999.9221688,39.71695992,12.29573756,30.00638424,42.78490357
I,19,True,252.194085,170.3924856,0.5293539931,20,0.1614692399,`ftol` termination condition is satisfied.,15,0.2512528357,0.0001576367567,0.7264138991,999.9249295,-0.07507045255,40,9.999999996,9.962604034,-0.03739596566,30,-10,43.30581644,3.305816443,999.9207211,39.90643563,13.14156713,30.0425552,42.47877982
I,20,True,252.1941486,170.3924767,0.5293540598,17,9.431959167,`xtol` termination condition is satisfied.,28,0.2518225595,0.0001782642986,0.7264269038,999.9249266,-0.07507338261,39.99999994,9.999999938,9.962731769,-0.03726823058,30,-10,43.30695941,3.306959414,999.9208196,39.854458,12.54264549,30.18775589,42.95688965
I,21,True,252.1948401,170.3924852,0.5293547856,21,0.1720172657,`xtol` termination condition is satisfied.,19,0.2513718458,0.0001619530648,0.7264155939,999.9249293,-0.07507069069,39.99999999,9.999999991,9.962566629,-0.03743337125,30,-10,43.30596482,3.305964817,999.9207383,39.79799966,13.18064335,30.06695966,42.52301647
I,22,True,252.1954276,170.3924807,0.5293554022,16,12.56112025,`xtol` termination condition is satisfied.,23,0.2515410411,0.0002031384652,0.7264331017,999.9249257,-0.07507431408,39.99999907,9.999999069,9.962542129,-0.03745787128,30,-10,43.30750368,3.307503684,999.9204286,39.93410731,12.78233471,30.03367062,42.79663476
I,23,True,252.1957356,170.392486,0.5293557254,19,0.1821859381,`xtol` termination condition is satisfied.,3,0.2506974187,0.000169407182,0.7264172847,999.9249292,-0.07507082944,39.99999999,9.999999993,9.96246928,-0.03753071978,30,-10,43.30611211,3.306112114,999.9219823,39.79222437,12.26427033,30.0066441,42.75563659
I,24,True,252.1958499,170.3924797,0.5293558453,16,13.48563362,`xtol` termination condition is satisfied.,26,0.251637228,0.0002084840186,0.7264355653,999.9249251,-0.07507486197,40,10,9.962590515,-0.03740948525,30,-10,43.30771759,3.307717594,999.9213121,39.25156117,13.3853049,30.03115767,42.68727437
I,25,True,252.1959273,170.3924882,0.5293559266,18,0.1793556875,`ftol` termination condition is satisfied.,20,0.2513824619,0.0001753765978,0.7264170617,999.9249294,-0.07507057867,39.99999999,9.999999987,9.96233933,-0.03766067034,30,-10,43.30609103,3.306091031,999.9217689,39.70308899,12.21134334,30.08666844,42.83751008
I,26,True,252.1970141,170.392484,0.5293570672,14,12.57853416,`xtol` termination condition is satisfied.,31,0.2519428634,0.0002199559244,0.7264358769,999.9249256,-0.07507443038,39.99999994,9.99999994,9.962315641,-0.03768435889,30,-10,43.30774193,3.307741935,999.9202352,39.82468547,13.39164822,30.11445206,42.6673782
I,27,True,252.1978305,170.3925022,0.529357924,15,0.1709283046,`ftol` termination condition is satisfied.,29,0.2518468242,0.0002178565138,0.7264175394,999.9249307,-0.07506930008,39.99999995,9.999999953,9.961495979,-0.03850402076,30,-9.999999999,43.30612309,3.306123088,999.9206851,39.63058938,12.89974409,30.08626477,43.04183804
I,28,True,252.1990502,170.3925097,0.529359204,15,0.1698216227,`ftol` termination condition is satisfied.,9,0.250939083,0.0002412726139,0.7264183851,999.9249313,-0.07506873199,39.99999992,9.999999916,9.961051022,-0.03894897779,30,-9.999999997,43.30619208,3.306192076,999.9213102,39.70700634,12.63208469,30.05164737,42.79109629
I,29,True,252.1991004,170.3924971,0.5293592567,19,0.200334124,`xtol` termination condition is satisfied.,4,0.2507421076,0.0002147809833,0.7264217073,999.9249297,-0.07507034134,40,9.999999996,9.96168526,-0.03831474,30,-10,43.30649109,3.306491085,999.9217918,39.94253681,12.2156045,30.02250569,42.68287234
I,30,True,252.1992177,170.3925175,0.5293593798,16,0.1708952972,Both `ftol` and `xtol` termination conditions are satisfied.,7,0.250876132,0.0002424778837,0.7264185956,999.9249312,-0.07506878938,39.99999255,9.999992545,9.961038637,-0.03896136275,30.00000005,-9.999999951,43.30623282,3.306232821,999.9214167,39.92189256,12.42644248,30.06694521,42.69297817
I,31,True,252.2005398,170.3925066,0.5293607674,19,0.1968197292,`xtol` termination condition is satisfied.,32,0.2521166392,0.0002438837789,0.7264224844,999.9249304,-0.07506955672,40,10,9.96111342,-0.03888658049,30,-10,43.30655241,3.306552414,999.9202241,39.87298234,13.63198029,30.07629397,42.36994536
I,32,True,252.2023297,170.3925074,0.5293626458,17,0.2237569049,`xtol` termination condition is satisfied.,24,0.2515569412,0.0002533043081,0.7264264894,999.9249298,-0.07507016818,39.99999992,9.999999925,9.961057681,-0.03894231944,30.00000022,-9.999999785,43.30690414,3.306904145,999.921288,39.49382822,12.60515624,30.0990512,42.96347466
D,1,True,765.5970392,316.1204865,0.9223141422,16,4.65859673,`xtol` termination condition is satisfied.,24,0.3912446596,0,0.7685625557,999.9172685,-0.08273147198,39.99999978,9.999999776,15.3376281,5.3376281,30,-10,42.1298081,2.129808096,999.916517,37.81019505,16.99816619,30.02703582,42.66728038
D,2,True,765.5988952,316.1204872,0.9223152601,16,4.321213121,`xtol` termination condition is satisfied.,2,0.3891431598,6.100151583e-06,0.7685610296,999.9172686,-0.08273142186,39.99999969,9.999999688,15.33752727,5.33752727,30,-10,42.12986826,2.129868261,999.9184509,38.79364975,15.63139708,30.04221922,42.12288572
D,3,True,765.5995412,316.1204878,0.9223156493,19,4.073400827,`xtol` termination condition is satisfied.,18,0.3908127116,8.095198544e-06,0.7685604058,999.9172686,-0.08273138403,39.99999998,9.999999985,15.3374902,5.337490201,30,-10,42.12987981,2.129879806,999.9172843,37.02807737,17.83433302,30.08698026,42.23608172
D,4,True,765.6019853,316.1204893,0.9223171215,17,3.988797107,`xtol` termination condition is satisfied.,8,0.3896894971,1.916554193e-05,0.7685574799,999.9172687,-0.08273128349,39.99999977,9.999999772,15.33730251,5.337302506,30,-10,42.12997974,2.129979743,999.9176313,38.19846093,16.65450058,30.09854929,42.07411193
D,5,True,765.6059177,316.1204919,0.9223194901,15,3.734078034,`xtol` termination condition is satisfied.,1,0.3887044896,3.641876951e-05,0.7685528846,999.9172689,-0.08273111816,39.9999997,9.999999698,15.33700869,5.337008689,30,-10,42.13013276,2.130132764,999.9174181,38.48240217,16.30074882,30.00156119,42.29966181
D,6,True,765.6143832,316.1204991,0.9223245893,19,2.740848953,`xtol` termination condition is satisfied.,20,0.3909042653,7.251499913e-05,0.7685429426,999.9172693,-0.08273071357,40,10,15.33638395,5.336383951,30,-10,42.13043117,2.130431172,999.9179811,39.31400982,14.77259747,30.02081023,42.37522319
D,7,True,765.6146702,316.1204994,0.9223247622,18,2.724988441,`xtol` termination condition is satisfied.,19,0.3908463055,7.384638275e-05,0.7685425789,999.9172693,-0.0827306996,39.99999999,9.999999994,15.33636101,5.336361012,30,-10,42.1304424,2.130442399,999.9172809,38.775868,15.97781709,30.23183657,42.10809054
D,8,True,765.615824,316.1205002,0.9223254571,18,2.584677061,`xtol` termination condition is satisfied.,15,0.3906234095,7.847659472e-05,0.7685413422,999.9172693,-0.08273065298,40,9.999999999,15.33628203,5.336282025,30,-10,42.13048319,2.130483188,999.9165111,38.39636944,17.3707405,30.08104906,42.05876423
D,9,True,765.6182511,316.1205025,0.9223269191,17,2.395011466,`xtol` termination condition is satisfied.,22,0.3910802428,8.940923469e-05,0.7685383462,999.9172695,-0.08273053534,40,9.999999995,15.33609334,5.33609334,30,-10,42.13057466,2.130574664,999.9177107,38.90064858,15.81128215,30.11552699,41.92752406
D,10,True,765.6187314,316.120503,0.9223272084,15,2.366067754,`xtol` termination condition is satisfied.,13,0.3905019426,9.157958059e-05,0.7685377591,999.9172695,-0.08273051325,40,9.999999998,15.3360561,5.336056102,30,-10,42.13059331,2.130593309,999.9186174,39.6761679,15.15122259,30.14436248,41.80542841
D,11,True,765.6201496,316.1205033,0.9223280626,15,3.243202938,`xtol` termination condition is satisfied.,21,0.390992446,0.0001017147412,0.7685354897,999.9172695,-0.08273050403,39.99999884,9.999998837,15.33589707,5.335897074,30,-10,42.13071262,2.130712621,999.9176308,39.57692987,15.57067206,30.3886093,41.68281357
D,12,True,765.6206951,316.1205045,0.9223283912,13,2.391799165,`xtol` termination condition is satisfied.,7,0.3895901041,0.0001004047597,0.7685355442,999.9172695,-0.08273045234,39.9999998,9.999999801,15.33590991,5.33590991,30.00000005,-9.999999948,42.13068063,2.130680629,999.9172946,39.68760927,14.90214418,30.25429767,42.41061618
D,13,True,765.623152,316.1205071,0.9223298711,16,2.020466979,`xtol` termination condition is satisfied.,10,0.3898713122,0.0001112769087,0.7685323946,999.9172697,-0.08273030596,39.99999998,9.999999976,15.33571712,5.335717116,30,-10,42.13076025,2.130760254,999.9179407,38.95032611,15.33476387,30.17692808,42.41133412
D,14,True,765.6245804,316.1205085,0.9223307315,18,1.864964118,`xtol` termination condition is satisfied.,31,0.3921213298,0.0001173144198,0.7685307532,999.9172698,-0.08273024163,39.99999999,9.999999988,15.33561328,5.335613275,30,-10,42.13081157,2.130811566,999.9162824,38.45060817,16.4094295,30.11165031,42.69515377
D,15,True,765.625378,316.1205086,0.9223312119,13,2.03874004,`xtol` termination condition is satisfied.,4,0.3893963253,0.0001212960347,0.7685298655,999.9172698,-0.08273023408,39.99999976,9.999999759,15.33555065,5.335550652,30,-10,42.13085834,2.130858341,999.9168121,39.46818569,15.68868349,30.14079428,42.33553297
D,16,True,765.626898,316.1205108,0.9223321275,18,1.682895648,`xtol` termination condition is satisfied.,9,0.3897036745,0.0001276050345,0.7685279542,999.9172699,-0.08273013376,39.99999998,9.999999978,15.33543628,5.335436275,30,-10,42.130899,2.130899002,999.9179242,38.67047929,15.5224032,30.07595267,42.40987479
D,17,True,765.6292394,316.120513,0.9223335378,18,1.401557888,`xtol` termination condition is satisfied.,5,0.3895233448,0.0001372668201,0.7685253354,999.91727,-0.08273003121,40,9.999999996,15.33527032,5.335270324,30,-10,42.13098162,2.130981615,999.9169777,39.76459086,14.89830513,30.11877254,42.53389057
D,18,True,765.6292394,316.120513,0.9223335378,18,1.401557888,`xtol` termination condition is satisfied.,6,0.3895233448,0.0001372668201,0.7685253354,999.91727,-0.08273003121,40,9.999999996,15.33527032,5.335270324,30,-10,42.13098162,2.130981615,999.9169777,39.76459086,14.89830513,30.11877254,42.53389057
D,19,True,765.6292508,316.1205154,0.9223335446,15,3.206161604,`xtol` termination condition is satisfied.,17,0.3908064409,0.0001490169974,0.7685222336,999.91727,-0.08272997491,39.99999758,9.999997577,15.33507318,5.335073183,30,-10,42.13109245,2.131092451,999.9170879,39.12966491,16.53612269,30.12404831,41.93452046
D,20,True,765.6295523,316.1205133,0.9223337262,16,1.375502526,`xtol` termination condition is satisfied.,3,0.3892171553,0.0001386264937,0.7685249682,999.91727,-0.08273001726,40,9.999999995,15.33524701,5.33524701,30,-10,42.13099333,2.130993329,999.9170942,39.16592596,16.30540105,30.06692758,42.06958318
D,21,True,765.6315753,316.1205145,0.9223349448,16,2.685050265,`xtol` termination condition is satisfied.,16,0.3906315805,0.0001542124078,0.7685213188,999.91727,-0.08272997739,39.99999886,9.999998858,15.3349971,5.334997104,30,-10,42.13116551,2.13116551,999.9180018,37.85954488,16.22145775,30.05087275,42.61090876
D,22,True,765.6319318,316.1205157,0.9223351595,15,1.248886921,`xtol` termination condition is satisfied.,26,0.3913971997,0.0001495064039,0.7685220271,999.9172701,-0.08272990735,39.99999996,9.999999961,15.33506041,5.335060411,30,-10,42.13108697,2.131086967,999.9167849,39.82263522,15.98494165,30.33194047,41.75574177
D,23,True,765.6341001,316.1205176,0.9223364656,16,1.332710626,`xtol` termination condition is satisfied.,23,0.3911759019,0.0001599084779,0.768519363,999.9172702,-0.08272982839,39.99999982,9.99999982,15.33488637,5.334886374,30,-10,42.13118616,2.131186164,999.9164445,39.83704988,16.21788744,30.25862533,41.55796797
D,24,True,765.6379105,316.120522,0.9223387607,16,0.5581980683,`xtol` termination condition is satisfied.,27,0.3918989346,0.0001746386274,0.7685151705,999.9172704,-0.08272963502,40,9.999999999,15.33462744,5.334627437,30,-10,42.13129896,2.131298959,999.9165293,39.00776167,16.64835096,30.32620521,41.75879672
D,25,True,765.6387172,316.1205236,0.9223392466,15,0.8988754314,`xtol` termination condition is satisfied.,25,0.3912720661,0.0001812208255,0.768513353,999.9172704,-0.08272957287,39.99999985,9.999999846,15.33451356,5.334513562,30,-10,42.13135341,2.131353412,999.9174828,39.69394662,15.3962667,30.26016724,42.13557735
D,26,True,765.6387647,316.1205219,0.9223392752,14,2.742252235,`xtol` termination condition is satisfied.,11,0.3899317837,0.0001883944487,0.7685123543,999.9172703,-0.08272968368,39.99999803,9.999998034,15.33441957,5.334419566,30,-10,42.13147844,2.131478439,999.9165176,39.48065332,15.89016459,30.07738204,42.16447308
D,27,True,765.639686,316.1205245,0.9223398301,11,1.046129292,`ftol` termination condition is satisfied.,12,0.3903573756,0.0001864295004,0.768512044,999.9172705,-0.08272953935,39.99999975,9.999999748,15.33442715,5.334427149,30,-10,42.13140474,2.131404744,999.9167294,38.93611404,16.67793052,30.11053074,42.10668531
D,28,True,765.640238,316.120528,0.9223401626,15,1.709216602,`xtol` termination condition is satisfied.,28,0.3920160753,0.0001962502153,0.7685089814,999.9172706,-0.08272939911,39.99999967,9.999999673,15.33424702,5.334247021,30,-10,42.13146305,2.131463046,999.9165929,37.40101873,18.38629655,30.11193407,41.94829397
D,29,True,765.6410879,316.1205273,0.9223406745,10,1.263985518,`ftol` termination condition is satisfied.,29,0.392064975,0.0001812146416,0.7685126764,999.9172706,-0.08272942356,40,10,15.33449417,5.334494167,30,-10,42.13130903,2.131309031,999.9164346,39.91165596,15.96651649,30.36816077,41.59138968
D,30,True,765.6422072,316.1205279,0.9223413487,14,0.4473836264,`ftol` termination condition is satisfied.,30,0.3920821642,0.0001958500097,0.7685092974,999.9172706,-0.0827294053,39.99999946,9.999999456,15.33426005,5.334260054,30,-10,42.1314735,2.131473495,999.9174079,37.91147985,16.57922978,30.16386793,42.20602904
D,31,True,765.6724378,316.1205665,0.9223595574,14,24.47986648,`xtol` termination condition is satisfied.,14,0.3905251606,0.0004544976444,0.7684498121,999.9172712,-0.08272884208,39.99999999,9.99999999,15.33013474,5.330134742,30,-10,42.1343259,2.1343259,999.9172893,39.63595064,14.76463739,30.32271255,42.53823664
D,32,True,765.6912896,316.1206257,0.9223709121,16,44.09107505,`xtol` termination condition is satisfied.,32,0.3921556442,0.0006418804094,0.768406975,999.9172715,-0.08272849956,39.99999928,9.999999282,15.32715864,5.327158645,30,-10,42.1363924,2.136392396,999.9171507,38.2171258,16.17667818,30.323424,42.41157468
joint,1,True,1102.758882,506.0460573,0.7827156723,14,13.50222372,`xtol` termination condition is satisfied.,32,0.3265885042,0,0.7434283897,999.9192749,-0.08072505477,39.99999986,9.999999862,13.26238692,3.262386921,30,-10,43.01967105,3.019671047,999.919354,37.74753043,16.02949301,30.12519409,42.256401
joint,2,True,1102.761695,506.0460227,0.7827166706,15,24.0784929,`xtol` termination condition is satisfied.,31,0.3265113388,3.95715034e-05,0.7434321782,999.919274,-0.08072604806,40,9.999999995,13.26209014,3.262090141,30,-10,43.02039819,3.020398195,999.9173723,39.87304962,14.25839914,30.03521086,43.32219941
joint,3,True,1102.772566,506.046045,0.7827205284,13,17.87715064,`xtol` termination condition is satisfied.,11,0.3242134286,4.186281674e-05,0.743428016,999.9192746,-0.08072538659,39.99999999,9.999999992,13.26184422,3.261844225,30,-10,43.02028314,3.02028314,999.9195284,39.35523979,14.72644039,30.01318959,42.19802768
joint,4,True,1102.773449,506.0460468,0.7827208419,14,17.28772939,`xtol` termination condition is satisfied.,20,0.3252770043,4.19787961e-05,0.7434277221,999.9192747,-0.08072533577,40,9.999999999,13.26182963,3.261829627,30,-10,43.02027168,3.020271677,999.9173299,38.81498687,15.54590733,30.10025884,42.82964717
joint,5,True,1102.775994,506.046052,0.7827217451,14,15.97645744,`xtol` termination condition is satisfied.,15,0.3244758158,4.36649945e-05,0.7434267585,999.9192748,-0.08072518794,39.99999999,9.999999993,13.26176719,3.261767186,30,-10,43.02025164,3.02025164,999.9172217,39.45675301,15.51980633,30.00505996,42.37859312
joint,6,True,1102.776764,506.0460546,0.7827220184,13,15.37396658,`xtol` termination condition is satisfied.,24,0.3257656909,4.369281021e-05,0.7434263042,999.9192749,-0.08072511209,39.99999999,9.999999993,13.26174838,3.26174838,30,-10,43.02022947,3.020229474,999.9174964,39.25387242,14.56992211,30.18228561,43.05950896
joint,7,True,1102.805837,506.0461163,0.7827323357,9,0.1092209532,`ftol` termination condition is satisfied.,19,0.3251578981,7.144591999e-05,0.74341572,999.9192765,-0.08072347153,39.99999999,9.999999987,13.26106683,3.261066827,30,-10,43.02000396,3.020003961,999.9183172,39.41997,14.15404134,30.33537229,42.69481753
joint,8,True,1102.808667,506.0461139,0.7827333402,13,5.751455506,`xtol` termination condition is satisfied.,5,0.3235127798,9.311971175e-05,0.7434145758,999.9192764,-0.08072357542,39.99999926,9.999999262,13.26072322,3.260723218,30,-10,43.02030471,3.020304706,999.9192206,39.53306938,13.55138847,30.1241864,42.86188193
joint,9,True,1102.808709,506.0461152,0.7827333548,8,1.350274673,`ftol` termination condition is satisfied.,8,0.3239952267,8.045732532e-05,0.7434152593,999.9192765,-0.08072349944,40,10,13.26092219,3.260922193,30,-10,43.02013157,3.020131575,999.9196749,39.26735393,13.50507232,30.05900395,43.02298607
joint,10,True,1102.809359,506.0461144,0.7827335858,12,2.621531295,`xtol` termination condition is satisfied.,17,0.3249473458,8.539052448e-05,0.7434150046,999.9192765,-0.08072352301,40,9.999999998,13.26084423,3.260844226,30,-10,43.02019976,3.020199763,999.917757,39.36019773,14.40970506,30.11413444,42.97369321
joint,11,True,1102.814453,506.0461125,0.7827353936,12,5.994919048,`xtol` termination condition is satisfied.,9,0.3241178406,0.0001053888156,0.7434140306,999.9192764,-0.08072359585,40,9.999999997,13.26053529,3.26053529,30,-10,43.02047338,3.020473377,999.9187593,39.77773746,13.17224501,30.04933192,43.22447804
joint,12,True,1102.815154,506.0461127,0.7827356421,13,5.625270838,`xtol` termination condition is satisfied.,13,0.3243306111,0.0001056994805,0.7434140198,999.9192764,-0.08072359091,40,10,13.26053066,3.260530658,30,-10,43.02047785,3.020477851,999.9209679,39.8724368,12.58804368,30.01417673,42.60040139
joint,13,True,1102.815373,506.0461095,0.7827357201,11,10.67384256,`xtol` termination condition is satisfied.,7,0.3238169906,0.0001208938416,0.74341348,999.9192763,-0.08072371424,39.99999995,9.999999953,13.26030562,3.260305622,30,-9.999999998,43.02069393,3.020693935,999.919871,39.42655315,13.8942047,30.09512758,42.4922874
joint,14,True,1102.817217,506.0461116,0.7827363742,13,9.096803176,`xtol` termination condition is satisfied.,21,0.3253622917,0.0001202924788,0.7434132761,999.9192763,-0.0807236527,40,9.999999999,13.26030807,3.260308065,30,-9.999999999,43.02067082,3.020670817,999.9198884,39.17883471,14.10031893,30.23256202,42.33690902
joint,15,True,1102.818419,506.0461099,0.782736801,13,9.739662279,`xtol` termination condition is satisfied.,26,0.3261428354,0.0001242470011,0.7434133675,999.9192763,-0.08072370951,39.99999999,9.999999991,13.26025649,3.260256494,30,-10,43.02074148,3.02074148,999.9189962,38.07714282,14.94510111,30.24296814,42.91305715
joint,16,True,1102.81888,506.0461108,0.7827369646,13,13.0331362,`xtol` termination condition is satisfied.,4,0.323242714,0.0001355791321,0.7434125076,999.9192763,-0.08072372301,39.99999989,9.999999893,13.26007717,3.260077166,30,-10,43.02087159,3.020871594,999.9193693,39.7885617,13.46086568,30.17173866,42.70153126
joint,17,True,1102.822027,506.0461132,0.7827380812,14,32.18878717,`xtol` termination condition is satisfied.,27,0.326159222,0.0002007248865,0.7434091752,999.919276,-0.0807240446,39.99999948,9.999999479,13.25910197,3.259101974,30,-10,43.02171054,3.021710535,999.9196681,39.07969914,15.18795047,30.01196535,42.01752746
joint,18,True,1102.822354,506.0461095,0.7827381972,12,23.34067153,`xtol` termination condition is satisfied.,18,0.3250872552,0.0001738689454,0.7434108496,999.9192761,-0.0807239425,39.9999999,9.999999899,13.25951199,3.259511991,30,-9.999999999,43.02138394,3.021383936,999.9180137,39.29867003,14.21676579,30.20016952,43.04248521
joint,19,True,1102.822616,506.0461111,0.7827382904,13,12.93150279,`xtol` termination condition is satisfied.,14,0.3243652571,0.0001428931343,0.7434122105,999.9192763,-0.08072373501,39.99999999,9.999999995,13.25996916,3.25996916,30,-10,43.02097114,3.020971144,999.9198771,39.70785409,12.80740028,30.16778825,43.00356193
joint,20,True,1102.823282,506.04611,0.7827385267,12,23.62103863,`xtol` termination condition is satisfied.,22,0.3254322326,0.0001766037611,0.7434107495,999.919276,-0.08072395428,39.99999972,9.999999719,13.25947263,3.259472634,30.00000001,-9.999999994,43.02142174,3.02142174,999.9178531,39.26748733,14.30528252,30.21027773,43.06651129
joint,21,True,1102.825384,506.0461112,0.7827392727,14,17.08316656,`xtol` termination condition is satisfied.,30,0.326352172,0.0001612423848,0.7434113235,999.9192762,-0.08072381383,39.99999997,9.999999973,13.25969533,3.259695326,30,-10,43.02121126,3.021211259,999.9181397,39.12068706,14.45051433,30.25402775,42.70522209
