theta_deg,multipass_N,geometric_gain,optical_power_ratio,random_noise_std_nm,asd_bias_std_nm,asd_bias_rms_nm,total_rms_nm
77.5,2,3.9051840284797334,0.9223681599999999,1.2002493219528696,0.0,0.0,1.2002493219528696
77.5,4,7.810368056959467,0.8507630225817855,0.62486949289508,0.0,0.0,0.62486949289508
77.5,6,11.7155520854392,0.7847167237347998,0.43375641600380405,0.0,0.0,0.43375641600380405
77.75,1,1.9544622129253577,0.9603999999999999,2.350237606161242,0.0,0.0,2.350237606161242
77.75,2,3.9089244258507154,0.9223681599999999,1.1991008194700215,0.0,0.0,1.1991008194700215
77.75,4,7.817848851701431,0.8507630225817855,0.6242715636557796,0.0,0.0,0.6242715636557796
77.75,6,11.726773277552146,0.7847167237347998,0.4333413603052753,0.0,0.0,0.4333413603052753
78.0,1,1.9562952014676112,0.9603999999999999,2.3480355056804787,0.0,0.0,2.3480355056804787
78.0,2,3.9125904029352223,0.9223681599999999,1.1979772988165707,0.0,0.0,1.1979772988165707
78.0,4,7.825180805870445,0.8507630225817855,0.6236866403668111,0.0,0.0,0.6236866403668111
78.0,6,11.737771208805666,0.7847167237347998,0.43293533275497104,0.0,0.0,0.43293533275497104
78.25,1,1.9580909449691677,0.9603999999999999,2.345882148344558,0.0,0.0,2.345882148344558
78.25,2,3.9161818899383354,0.9223681599999999,1.1968786471145703,0.0,0.0,1.1968786471145703
78.25,4,7.832363779876671,0.8507630225817855,0.6231146642620629,0.0,0.0,0.6231146642620629
78.25,6,11.748545669815005,0.7847167237347998,0.43253829256008813,0.0,0.0,0.43253829256008813
78.5,1,1.9598494092416592,0.9603999999999999,2.3437773182867545,0.0,0.0,2.3437773182867545
78.5,2,3.9196988184833184,0.9223681599999999,1.195804754227936,0.0,0.0,1.195804754227936
78.5,4,7.839397636966637,0.8507630225817855,0.6225555780028821,0.0,0.0,0.6225555780028821
78.5,6,11.759096455449955,0.7847167237347998,0.43215019991870207,0.0,0.0,0.43215019991870207
78.75,1,1.9615705608064609,0.9603999999999999,2.3417208049603837,0.0,0.0,2.3417208049603837
78.75,2,3.9231411216129217,0.9223681599999999,1.1947555127348894,0.0,0.0,1.1947555127348894
78.75,4,7.8462822432258434,0.8507630225817855,0.6220093256637284,0.0,0.0,0.6220093256637284
78.75,6,11.769423364838765,0.7847167237347998,0.4317710160098074,0.0,0.0,0.4317710160098074
79.0,1,1.963254366895328,0.9603999999999999,2.3397124030862777,0.0,0.0,2.3397124030862777
79.0,2,3.926508733790656,0.9223681599999999,1.193730817901162,0.0,0.0,1.193730817901162
79.0,4,7.853017467581312,0.8507630225817855,0.6214758527182227,0.0,0.0,0.6214758527182227
79.0,6,11.779526201371969,0.7847167237347998,0.4314007029836337,0.0,0.0,0.4314007029836337
79.25,1,1.9649007954510196,0.9603999999999999,2.3377519126017376,0.0,0.0,2.3377519126017376
79.25,2,3.929801590902039,0.9223681599999999,1.1927305676539477,0.0,0.0,1.1927305676539477
79.25,4,7.859603181804078,0.8507630225817855,0.6209551060255871,0.0,0.0,0.6209551060255871
79.25,6,11.789404772706117,0.7847167237347998,0.4310392239522332,0.0,0.0,0.4310392239522332
79.5,1,1.9665098151279092,0.9603999999999999,2.3358391386109205,0.0,0.0,2.3358391386109205
79.5,2,3.9330196302558185,0.9223681599999999,1.191754662556592,0.0,0.0,1.191754662556592
79.5,4,7.866039260511637,0.8507630225817855,0.6204470338174678,0.0,0.0,0.6204470338174678
79.5,6,11.799058890767455,0.7847167237347998,0.43068654298033315,0.0,0.0,0.43068654298033315
79.75,1,1.9680813952925817,0.9603999999999999,2.333973891336653,0.0,0.0,2.333973891336653
79.75,2,3.9361627905851635,0.9223681599999999,1.1908030057840064,0.0,0.0,1.1908030057840064
79.75,4,7.872325581170327,0.8507630225817855,0.6199515856851345,0.0,0.0,0.6199515856851345
79.75,6,11.808488371755491,0.7847167237347998,0.43034262507645055,0.0,0.0,0.43034262507645055
80.0,1,1.969615506024416,0.9603999999999999,2.3321559860736363,0.0,0.0,2.3321559860736363
80.0,2,3.939231012048832,0.9223681599999999,1.189875503098794,0.0,0.0,1.189875503098794
80.0,4,7.878462024097664,0.8507630225817855,0.6194687125670523,0.0,0.0,0.6194687125670523
80.0,6,11.817693036146496,0.7847167237347998,0.4300074361842652,0.0,0.0,0.4300074361842652
80.25,1,1.9711121181161555,0.9603999999999999,2.3303852431430334,0.0,0.0,2.3303852431430334
80.25,2,3.942224236232311,0.9223681599999999,1.1889720628280782,0.0,0.0,1.1889720628280782
80.25,4,7.884448472464622,0.8507630225817855,0.6189983667368171,0.0,0.0,0.6189983667368171
80.25,6,11.826672708696933,0.7847167237347998,0.4296809431742449,0.0,0.0,0.4296809431742449
80.5,1,1.9725712030744629,0.9603999999999999,2.3286614878484047,0.0,0.0,2.3286614878484047
80.5,2,3.9451424061489258,0.9223681599999999,1.1880925958410227,0.0,0.0,1.1880925958410227
80.5,4,7.8902848122978515,0.8507630225817855,0.6185405017914529,0.0,0.0,0.6185405017914529
80.5,6,11.835427218446778,0.7847167237347998,0.42936311383552195,0.0,0.0,0.42936311383552195
80.75,1,1.9739927331204639,0.9603999999999999,2.3269845504329822,0.0,0.0,2.3269845504329822
80.75,2,3.9479854662409277,0.9223681599999999,1.1872370155270318,0.0,0.0,1.1872370155270318
80.75,4,7.895970932481855,0.8507630225817855,0.6180950726400624,0.0,0.0,0.6180950726400624
80.75,6,11.843956398722783,0.7847167237347998,0.429053916868015,0.0,0.0,0.429053916868015
81.0,1,1.9753766811902755,0.9603999999999999,2.3253542660382545,0.0,0.0,2.3253542660382545
81.0,2,3.950753362380551,0.9223681599999999,1.1864052377746195,0.0,0.0,1.1864052377746195
81.0,4,7.901506724761102,0.8507630225817855,0.6176620354928256,0.0,0.0,0.6176620354928256
81.0,6,11.852260087141653,0.7847167237347998,0.4287533218747923,0.0,0.0,0.4287533218747923
81.25,1,1.9767230209355213,0.9603999999999999,2.32377047466385,0.0,0.0,2.32377047466385
81.25,2,3.9534460418710426,0.9223681599999999,1.1855971809509438,0.0,0.0,1.1855971809509438
81.25,4,7.906892083742085,0.8507630225817855,0.6172413478503456,0.0,0.0,0.6172413478503456
81.25,6,11.860338125613128,0.7847167237347998,0.4284612993546757,0.0,0.0,0.4284612993546757
81.5,1,1.9780317267238336,0.9603999999999999,2.3222330211286946,0.0,0.0,2.3222330211286946
81.5,2,3.9560634534476673,0.9223681599999999,1.184812765881987,0.0,0.0,1.184812765881987
81.5,4,7.912126906895335,0.8507630225817855,0.6168329684933294,0.0,0.0,0.6168329684933294
81.5,6,11.868190360343002,0.7847167237347998,0.42817782069507804,0.0,0.0,0.42817782069507804
81.75,1,1.9793027736393405,0.9603999999999999,2.320741755033429,0.0,0.0,2.320741755033429
81.75,2,3.958605547278681,0.9223681599999999,1.184051915833382,0.0,0.0,1.184051915833382
81.75,4,7.917211094557362,0.8507630225817855,0.6164368574726061,0.0,0.0,0.6164368574726061
81.75,6,11.875816641836042,0.7847167237347998,0.4279028581650745,0.0,0.0,0.4279028581650745
82.0,1,1.9805361374831407,0.9603999999999999,2.319296530724069,0.0,0.0,2.319296530724069
82.0,2,3.9610722749662814,0.9223681599999999,1.1833145564918721,0.0,0.0,1.1833145564918721
82.0,4,7.922144549932563,0.8507630225817855,0.6160529760994752,0.0,0.0,0.6160529760994752
82.0,6,11.883216824898845,0.7847167237347998,0.42763638490870143,0.0,0.0,0.42763638490870143
82.25,1,1.9817317947737645,0.9603999999999999,2.3178972072568915,0.0,0.0,2.3178972072568915
82.25,2,3.963463589547529,0.9223681599999999,1.1826006159473936,0.0,0.0,1.1826006159473936
82.25,4,7.926927179095058,0.8507630225817855,0.6156812869363774,0.0,0.0,0.6156812869363774
82.25,6,11.890390768642586,0.7847167237347998,0.42737837493848224,0.0,0.0,0.42737837493848224
82.5,1,1.9828897227476208,0.9603999999999999,2.316543648364526,0.0,0.0,2.316543648364526
82.5,2,3.9657794454952415,0.9223681599999999,1.1819100246757783,0.0,0.0,1.1819100246757783
82.5,4,7.931558890990483,0.8507630225817855,0.6153217537878896,0.0,0.0,0.6153217537878896
82.5,6,11.897338336485724,0.7847167237347998,0.4271288031291752,0.0,0.0,0.4271288031291752
82.75,1,1.98400989935943,0.9603999999999999,2.3152357224232434,0.0,0.0,2.3152357224232434
82.75,2,3.96801979871886,0.9223681599999999,1.1812427155220628,0.0,0.0,1.1812427155220628
82.75,4,7.93603959743772,0.8507630225817855,0.614974341692036,0.0,0.0,0.614974341692036
82.75,6,11.90405939615658,0.7847167237347998,0.4268876452117425,0.0,0.0,0.4268876452117425
83.0,1,1.985092303282644,0.9603999999999999,2.313973302421427,0.0,0.0,2.313973302421427
83.0,2,3.970184606565288,0.9223681599999999,1.1805986236844015,0.0,0.0,1.1805986236844015
83.0,4,7.940369213130576,0.8507630225817855,0.6146390169119124,0.0,0.0,0.6146390169119124
83.0,6,11.910553819695863,0.7847167237347998,0.4266548777675362,0.0,0.0,0.4266548777675362
83.25,1,1.9861369139098526,0.9603999999999999,2.3127562659292007,0.0,0.0,2.3127562659292007
83.25,2,3.972273827819705,0.9223681599999999,1.1799776866985716,0.0,0.0,1.1799776866985716
83.25,4,7.94454765563941,0.8507630225817855,0.6143157469276196,0.0,0.0,0.6143157469276196
83.25,6,11.916821483459115,0.7847167237347998,0.42643047822269864,0.0,0.0,0.42643047822269864
83.5,1,1.987143711353175,0.9603999999999999,2.3115844950692157,0.0,0.0,2.3115844950692157
83.5,2,3.97428742270635,0.9223681599999999,1.1793798444230692,0.0,0.0,1.1793798444230692
83.5,4,7.9485748454127,0.8507630225817855,0.6140045004285033,0.0,0.0,0.6140045004285033
83.5,6,11.922862268119049,0.7847167237347998,0.4262144248427762,0.0,0.0,0.4262144248427762
83.75,1,1.9881126764446393,0.9603999999999999,2.310457876488574,0.0,0.0,2.310457876488574
83.75,2,3.9762253528892786,0.9223681599999999,1.1788050390247826,0.0,0.0,1.1788050390247826
83.75,4,7.952450705778557,0.8507630225817855,0.6137052473056969,0.0,0.0,0.6137052473056969
83.75,6,11.928676058667836,0.7847167237347998,0.42600669672754193,0.0,0.0,0.42600669672754193
84.0,1,1.9890437907365466,0.9603999999999999,2.3093763013318744,0.0,0.0,2.3093763013318744
84.0,2,3.978087581473093,0.9223681599999999,1.1782532149652418,0.0,0.0,1.1782532149652418
84.0,4,7.956175162946186,0.8507630225817855,0.6134179586449614,0.0,0.0,0.6134179586449614
84.0,6,11.934262744419279,0.7847167237347998,0.4258072738060264,0.0,0.0,0.4258072738060264
84.25,1,1.9899370365018234,0.9603999999999999,2.3083396652153763,0.0,0.0,2.3083396652153763
84.25,2,3.979874073003647,0.9223681599999999,1.1777243189874367,0.0,0.0,1.1777243189874367
84.25,4,7.959748146007294,0.8507630225817855,0.6131426067198233,0.0,0.0,0.6131426067198233
84.25,6,11.939622219010941,0.7847167237347998,0.42561613683175303,0.0,0.0,0.42561613683175303
84.5,1,1.9907923967343575,0.9603999999999999,2.3073478682022643,0.0,0.0,2.3073478682022643
84.5,2,3.981584793468715,0.9223681599999999,1.177218300103196,0.0,0.0,1.177218300103196
84.5,4,7.96316958693743,0.8507630225817855,0.6128791649850042,0.0,0.0,0.6128791649850042
84.5,6,11.944754380406145,0.7847167237347998,0.42543326737817877,0.0,0.0,0.42543326737817877
84.75,1,1.9916098551493235,0.9603999999999999,2.306400814779005,0.0,0.0,2.306400814779005
84.75,2,3.983219710298647,0.9223681599999999,1.176735109581125,0.0,0.0,1.176735109581125
84.75,4,7.966439420597294,0.8507630225817855,0.61262760807014,0.0,0.0,0.61262760807014
84.75,6,11.949659130895942,0.7847167237347998,0.42525864783433304,0.0,0.0,0.42525864783433304
85.0,1,1.992389396183491,0.9603999999999999,2.305498413832784,0.0,0.0,2.305498413832784
85.0,2,3.984778792366982,0.9223681599999999,1.1762747009350938,0.0,0.0,1.1762747009350938
85.0,4,7.969557584733964,0.8507630225817855,0.6123879117737889,0.0,0.0,0.6123879117737889
85.0,6,11.954336377100947,0.7847167237347998,0.4250922614006587,0.0,0.0,0.4250922614006587
