theta_deg,multipass_N,geometric_gain,optical_power_ratio,random_noise_std_nm,asd_bias_std_nm,asd_bias_rms_nm,total_rms_nm
64.0,1,1.797588092598334,0.9603999999999999,2.5553410214231373,0.0,0.0,2.5553410214231373
64.0,2,3.595176185196668,0.9223681599999999,1.3037454190934374,0.0,0.0,1.3037454190934374
64.0,4,7.190352370393336,0.8507630225817855,0.6787512594197405,0.0,0.0,0.6787512594197405
64.0,6,10.785528555590005,0.7847167237347998,0.4711587251282386,0.0,0.0,0.4711587251282386
64.25,1,1.8013964786451757,0.9603999999999999,2.54993869872168,0.0,0.0,2.54993869872168
64.25,2,3.6027929572903514,0.9223681599999999,1.300989132000857,0.0,0.0,1.300989132000857
64.25,4,7.205585914580703,0.8507630225817855,0.6773162911291426,0.0,0.0,0.6773162911291426
64.25,6,10.808378871871055,0.7847167237347998,0.4701626344086788,0.0,0.0,0.4701626344086788
64.5,1,1.805170568699721,0.9603999999999999,2.5446075137082453,0.0,0.0,2.5446075137082453
64.5,2,3.610341137399442,0.9223681599999999,1.2982691396470638,0.0,0.0,1.2982691396470638
64.5,4,7.220682274798884,0.8507630225817855,0.6759002184751477,0.0,0.0,0.6759002184751477
64.5,6,10.831023412198327,0.7847167237347998,0.46917966019377194,0.0,0.0,0.46917966019377194
64.75,1,1.808910290908736,0.9603999999999999,2.5393468187583257,0.0,0.0,2.5393468187583257
64.75,2,3.617820581817472,0.9223681599999999,1.2955851116113906,0.0,0.0,1.2955851116113906
64.75,4,7.235641163634944,0.8507630225817855,0.6745028694353346,0.0,0.0,0.6745028694353346
64.75,6,10.853461745452416,0.7847167237347998,0.46820968307325744,0.0,0.0,0.46820968307325744
65.0,1,1.8126155740732999,0.9603999999999999,2.534155977881134,0.0,0.0,2.534155977881134
65.0,2,3.6252311481465997,0.9223681599999999,1.2929367234087417,0.0,0.0,1.2929367234087417
65.0,4,7.2504622962931995,0.8507630225817855,0.6731240750774373,0.0,0.0,0.6731240750774373
65.0,6,10.875693444439799,0.7847167237347998,0.4672525857819225,0.0,0.0,0.4672525857819225
65.25,1,1.8162863476501625,0.9603999999999999,2.529034366514463,0.0,0.0,2.529034366514463
65.25,2,3.632572695300325,0.9223681599999999,1.2903236563849299,0.0,0.0,1.2903236563849299
65.25,4,7.26514539060065,0.8507630225817855,0.6717636695048573,0.0,0.0,0.6717636695048573
65.25,6,10.897718085900975,0.7847167237347998,0.46630825316177804,0.0,0.0,0.46630825316177804
65.5,1,1.8199225417530864,0.9603999999999999,2.5239813713244845,0.0,0.0,2.5239813713244845
65.5,2,3.639845083506173,0.9223681599999999,1.2877455976145329,0.0,0.0,1.2877455976145329
65.5,4,7.279690167012346,0.8507630225817855,0.6704214898034844,0.0,0.0,0.6704214898034844
65.5,6,10.919535250518518,0.7847167237347998,0.4653765721251455,0.0,0.0,0.4653765721251455
65.75,1,1.8235240871541771,0.9603999999999999,2.518996390010353,0.0,0.0,2.518996390010353
65.75,2,3.6470481743083543,0.9223681599999999,1.2852022398012004,0.0,0.0,1.2852022398012004
65.75,4,7.2940963486167085,0.8507630225817855,0.669097375989796,0.0,0.0,0.669097375989796
65.75,6,10.941144522925063,0.7847167237347998,0.4644574316186285,0.0,0.0,0.4644574316186285
66.0,1,1.8270909152852017,0.9603999999999999,2.51407883111349,0.0,0.0,2.51407883111349
66.0,2,3.6541818305704035,0.9223681599999999,1.282693281180352,0.0,0.0,1.282693281180352
66.0,4,7.308363661140807,0.8507630225817855,0.6677911709601999,0.0,0.0,0.6677911709601999
66.0,6,10.96254549171121,0.7847167237347998,0.46355072258794944,0.0,0.0,0.46355072258794944
66.25,1,1.8306229582388942,0.9603999999999999,2.5092281138314316,0.0,0.0,2.5092281138314316
66.25,2,3.6612459164777884,0.9223681599999999,1.2802184254241997,0.0,0.0,1.2802184254241997
66.25,4,7.322491832955577,0.8507630225817855,0.6665027204415868,0.0,0.0,0.6665027204415868
66.25,6,10.983737749433365,0.7847167237347998,0.4626563379436255,0.0,0.0,0.4626563379436255
66.5,1,1.834120148770248,0.9603999999999999,2.5044436678361235,0.0,0.0,2.5044436678361235
66.5,2,3.668240297540496,0.9223681599999999,1.2777773815490425,0.0,0.0,1.2777773815490425
66.5,4,7.336480595080992,0.8507630225817855,0.6652318729430666,0.0,0.0,0.6652318729430666
66.5,6,11.004720892621489,0.7847167237347998,0.46177417252746555,0.0,0.0,0.46177417252746555
66.75,1,1.8375824202977964,0.9603999999999999,2.499724933096545,0.0,0.0,2.499724933096545
66.75,2,3.675164840595593,0.9223681599999999,1.2753698638247677,0.0,0.0,1.2753698638247677
66.75,4,7.350329681191186,0.8507630225817855,0.6639784797088545,0.0,0.0,0.6639784797088545
66.75,6,11.02549452178678,0.7847167237347998,0.4609041230798658,0.0,0.0,0.4609041230798658
67.0,1,1.8410097069048807,0.9603999999999999,2.4950713597055607,0.0,0.0,2.4950713597055607
67.0,2,3.6820194138097615,0.9223681599999999,1.2729955916865106,0.0,0.0,1.2729955916865106
67.0,4,7.364038827619523,0.8507630225817855,0.6627423946722775,0.0,0.0,0.6627423946722775
67.0,6,11.046058241429284,0.7847167237347998,0.4600460882078839,0.0,0.0,0.4600460882078839
67.25,1,1.8444019433409036,0.9603999999999999,2.490482407710889,0.0,0.0,2.490482407710889
67.25,2,3.688803886681807,0.9223681599999999,1.2706542896484128,0.0,0.0,1.2706542896484128
67.25,4,7.377607773363614,0.8507630225817855,0.6615234744108771,0.0,0.0,0.6615234744108771
67.25,6,11.066411660045421,0.7847167237347998,0.45919996835407273,0.0,0.0,0.45919996835407273
67.5,1,1.8477590650225735,0.9603999999999999,2.4859575469500834,0.0,0.0,2.4859575469500834
67.5,2,3.695518130045147,0.9223681599999999,1.2683456872194303,0.0,0.0,1.2683456872194303
67.5,4,7.391036260090294,0.8507630225817855,0.6603215781025772,0.0,0.0,0.6603215781025772
67.5,6,11.08655439013544,0.7847167237347998,0.458365665766054,0.0,0.0,0.458365665766054
67.75,1,1.8510810080351328,0.9603999999999999,2.481496256889431,0.0,0.0,2.481496256889431
67.75,2,3.7021620160702655,0.9223681599999999,1.2660695188211382,0.0,0.0,1.2660695188211382
67.75,4,7.404324032140531,0.8507630225817855,0.6591365674828915,0.0,0.0,0.6591365674828915
67.75,6,11.106486048210797,0.7847167237347998,0.4575430844668136,0.0,0.0,0.4575430844668136
68.0,1,1.8543677091335748,0.9603999999999999,2.477098026466669,0.0,0.0,2.477098026466669
68.0,2,3.7087354182671497,0.9223681599999999,1.2638255237074842,0.0,0.0,1.2638255237074842
68.0,4,7.417470836534299,0.8507630225817855,0.6579683068031467,0.0,0.0,0.6579683068031467
68.0,6,11.126206254801449,0.7847167237347998,0.4567321302257023,0.0,0.0,0.4567321302257023
68.25,1,1.8576191057438485,0.9603999999999999,2.472762353937427,0.0,0.0,2.472762353937427
68.25,2,3.715238211487697,0.9223681599999999,1.261613445886442,0.0,0.0,1.261613445886442
68.25,4,7.430476422975394,0.8507630225817855,0.6568166627896929,0.0,0.0,0.6568166627896929
68.25,6,11.14571463446309,0.7847167237347998,0.4559327105301215,0.0,0.0,0.4559327105301215
68.5,1,1.8608351359640491,0.9603999999999999,2.4684887467252987,0.0,0.0,2.4684887467252987
68.5,2,3.7216702719280983,0.9223681599999999,1.2594330340435196,0.0,0.0,1.2594330340435196
68.5,4,7.443340543856197,0.8507630225817855,0.6556815046040814,0.0,0.0,0.6556815046040814
68.5,6,11.165010815784296,0.7847167237347998,0.4551447345578797,0.0,0.0,0.4551447345578797
68.75,1,1.8640157385655969,0.9603999999999999,2.464276721275467,0.0,0.0,2.464276721275467
68.75,2,3.7280314771311938,0.9223681599999999,1.2572840414670747,0.0,0.0,1.2572840414670747
68.75,4,7.4560629542623875,0.8507630225817855,0.654562703804183,0.0,0.0,0.654562703804183
68.75,6,11.184094431393582,0.7847167237347998,0.4543681131502034,0.0,0.0,0.4543681131502034
69.0,1,1.8671608529944035,0.9603999999999999,2.4601258029117776,0.0,0.0,2.4601258029117776
69.0,2,3.734321705988807,0.9223681599999999,1.2551662259753966,0.0,0.0,1.2551662259753966
69.0,4,7.468643411977614,0.8507630225817855,0.6534601343062247,0.0,0.0,0.6534601343062247
69.0,6,11.202965117966421,0.7847167237347998,0.4536027587853845,0.0,0.0,0.4536027587853845
69.25,1,1.8702704193720234,0.9603999999999999,2.4560355256972035,0.0,0.0,2.4560355256972035
69.25,2,3.740540838744047,0.9223681599999999,1.253079349845512,0.0,0.0,1.253079349845512
69.25,4,7.481081677488094,0.8507630225817855,0.6523736723477259,0.0,0.0,0.6523736723477259
69.25,6,11.221622516232141,0.7847167237347998,0.45284858555305146,0.0,0.0,0.45284858555305146
69.5,1,1.8733443784967951,0.9603999999999999,2.452005432297591,0.0,0.0,2.452005432297591
69.5,2,3.7466887569935903,0.9223681599999999,1.2510231797436688,0.0,0.0,1.2510231797436688
69.5,4,7.4933775139871805,0.8507630225817855,0.6513031964513061,0.0,0.0,0.6513031964513061
69.5,6,11.24006627098077,0.7847167237347998,0.45210550912904784,0.0,0.0,0.45210550912904784
69.75,1,1.8763826718449683,0.9603999999999999,2.448035073848635,0.0,0.0,2.448035073848635
69.75,2,3.7527653436899366,0.9223681599999999,1.248997486657467,0.0,0.0,1.248997486657467
69.75,4,7.505530687379873,0.8507630225817855,0.6502485873893518,0.0,0.0,0.6502485873893518
69.75,6,11.25829603106981,0.7847167237347998,0.4513734467509037,0.0,0.0,0.4513734467509037
70.0,1,1.8793852415718166,0.9603999999999999,2.4441240098259907,0.0,0.0,2.4441240098259907
70.0,2,3.7587704831436333,0.9223681599999999,1.247002045829587,0.0,0.0,1.247002045829587
70.0,4,7.5175409662872665,0.8507630225817855,0.6492097281495143,0.0,0.0,0.6492097281495143
70.0,6,11.2763114494309,0.7847167237347998,0.45065231719388754,0.0,0.0,0.45065231719388754
70.25,1,1.8823520305127412,0.9603999999999999,2.440271807918452,0.0,0.0,2.440271807918452
70.25,2,3.7647040610254825,0.9223681599999999,1.2450366366930878,0.0,0.0,1.2450366366930878
70.25,4,7.529408122050965,0.8507630225817855,0.6481865039010244,0.0,0.0,0.6481865039010244
70.25,6,11.294112183076447,0.7847167237347998,0.44994204074762223,0.0,0.0,0.44994204074762223
70.5,1,1.8852829821843569,0.9603999999999999,2.436478043904135,0.0,0.0,2.436478043904135
70.5,2,3.7705659643687137,0.9223681599999999,1.2431010428082323,0.0,0.0,1.2431010428082323
70.5,4,7.541131928737427,0.8507630225817855,0.6471788019618036,0.0,0.0,0.6471788019618036
70.5,6,11.31169789310614,0.7847167237347998,0.4492425391932553,0.0,0.0,0.4492425391932553
70.75,1,1.8881780407855684,0.9603999999999999,2.4327423015295797,0.0,0.0,2.4327423015295797
70.75,2,3.776356081571137,0.9223681599999999,1.241195051800806,0.0,0.0,1.241195051800806
70.75,4,7.552712163142274,0.8507630225817855,0.6461865117663504,0.0,0.0,0.6461865117663504
70.75,6,11.32906824471341,0.7847167237347998,0.448553735781168,0.0,0.0,0.448553735781168
71.0,1,1.8910371511986335,0.9603999999999999,2.429064172391716,0.0,0.0,2.429064172391716
71.0,2,3.782074302397267,0.9223681599999999,1.2393184553018957,0.0,0.0,1.2393184553018957
71.0,4,7.564148604794534,0.8507630225817855,0.6452095248343896,0.0,0.0,0.6452095248343896
71.0,6,11.346222907191802,0.7847167237347998,0.44787555520921124,0.0,0.0,0.44787555520921124
71.25,1,1.8938602589902112,0.9603999999999999,2.4254432558226244,0.0,0.0,2.4254432558226244
71.25,2,3.7877205179804223,0.9223681599999999,1.237471048889094,0.0,0.0,1.237471048889094
71.25,4,7.575441035960845,0.8507630225817855,0.6442477347402613,0.0,0.0,0.6442477347402613
71.25,6,11.363161553941268,0.7847167237347998,0.4472079236014587,0.0,0.0,0.4472079236014587
71.5,1,1.8966473104123986,0.9603999999999999,2.42187915877703,0.0,0.0,2.42187915877703
71.5,2,3.7932946208247973,0.9223681599999999,1.2356526320290968,0.0,0.0,1.2356526320290968
71.5,4,7.586589241649595,0.8507630225817855,0.6433010370830367,0.0,0.0,0.6433010370830367
71.5,6,11.379883862474392,0.7847167237347998,0.4465507684874613,0.0,0.0,0.4465507684874613
71.75,1,1.899398252403754,0.9603999999999999,2.418371495722462,0.0,0.0,2.418371495722462
71.75,2,3.798796504807508,0.9223681599999999,1.2338630080216642,0.0,0.0,1.2338630080216642
71.75,4,7.597593009615016,0.8507630225817855,0.6423693294573428,0.0,0.0,0.6423693294573428
71.75,6,11.396389514422523,0.7847167237347998,0.44590401878199565,0.0,0.0,0.44590401878199565
72.0,1,1.902113032590307,0.9603999999999999,2.414919888532025,0.0,0.0,2.414919888532025
72.0,2,3.804226065180614,0.9223681599999999,1.2321019839449108,0.0,0.0,1.2321019839449108
72.0,4,7.608452130361228,0.8507630225817855,0.6414525114248806,0.0,0.0,0.6414525114248806
72.0,6,11.412678195541842,0.7847167237347998,0.4452676047652927,0.0,0.0,0.4452676047652927
72.25,1,1.9047915992865567,0.9603999999999999,2.4115239663797245,0.0,0.0,2.4115239663797245
72.25,2,3.8095831985731134,0.9223681599999999,1.2303693706019003,0.0,0.0,1.2303693706019003
72.25,4,7.619166397146227,0.8507630225817855,0.6405504844866203,0.0,0.0,0.6405504844866203
72.25,6,11.42874959571934,0.7847167237347998,0.44464145806373756,0.0,0.0,0.44464145806373756
72.5,1,1.9074339014964539,0.9603999999999999,2.4081833656382856,0.0,0.0,2.4081833656382856
72.5,2,3.8148678029929077,0.9223681599999999,1.228664982468513,0.0,0.0,1.228664982468513
72.5,4,7.6297356059858155,0.8507630225817855,0.6396631520556607,0.0,0.0,0.6396631520556607
72.5,6,11.444603408978724,0.7847167237347998,0.4440255116310292,0.0,0.0,0.4440255116310292
72.75,1,1.9100398889143733,0.9603999999999999,2.4048977297794116,0.0,0.0,2.4048977297794116
72.75,2,3.8200797778287465,0.9223681599999999,1.226988637642557,0.0,0.0,1.226988637642557
72.75,4,7.640159555657493,0.8507630225817855,0.6387904194307356,0.0,0.0,0.6387904194307356
72.75,6,11.46023933348624,0.7847167237347998,0.44341969972979023,0.0,0.0,0.44341969972979023
73.0,1,1.9126095119260709,0.9603999999999999,2.4016667092764354,0.0,0.0,2.4016667092764354
73.0,2,3.8252190238521417,0.9223681599999999,1.2253401577940997,0.0,0.0,1.2253401577940997
73.0,4,7.6504380477042835,0.8507630225817855,0.6379321937703559,0.0,0.0,0.6379321937703559
73.0,6,11.475657071556425,0.7847167237347998,0.4428239579136166,0.0,0.0,0.4428239579136166
73.25,1,1.9151427216096288,0.9603999999999999,2.3984899615093007,0.0,0.0,2.3984899615093007
73.25,2,3.8302854432192577,0.9223681599999999,1.2237193681169902,0.0,0.0,1.2237193681169902
73.25,4,7.660570886438515,0.8507630225817855,0.6370883840675708,0.0,0.0,0.6370883840675708
73.25,6,11.490856329657774,0.7847167237347998,0.4422382230095592,0.0,0.0,0.4422382230095592
73.5,1,1.917639469736386,0.9603999999999999,2.3953671506718353,0.0,0.0,2.3953671506718353
73.5,2,3.835278939472772,0.9223681599999999,1.2221260972815486,0.0,0.0,1.2221260972815486
73.5,4,7.670557878945544,0.8507630225817855,0.6362589011253377,0.0,0.0,0.6362589011253377
73.5,6,11.505836818418317,0.7847167237347998,0.4416624331010258,0.0,0.0,0.4416624331010258
73.75,1,1.9200997087718574,0.9603999999999999,2.392297947681258,0.0,0.0,2.392297947681258
73.75,2,3.840199417543715,0.9223681599999999,1.220560177388397,0.0,0.0,1.220560177388397
73.75,4,7.68039883508743,0.8507630225817855,0.6354436575324849,0.0,0.0,0.6354436575324849
73.75,6,11.520598252631144,0.7847167237347998,0.4410965275110962,0.0,0.0,0.4410965275110962
74.0,1,1.9225233918766378,0.9603999999999999,2.3892820300898805,0.0,0.0,2.3892820300898805
74.0,2,3.8450467837532756,0.9223681599999999,1.2190214439234084,0.0,0.0,1.2190214439234084
74.0,4,7.690093567506551,0.8507630225817855,0.6346425676402584,0.0,0.0,0.6346425676402584
74.0,6,11.535140351259827,0.7847167237347998,0.4405404467862409,0.0,0.0,0.4405404467862409
74.25,1,1.9249104729072946,0.9603999999999999,2.3863190819989484,0.0,0.0,2.3863190819989484
74.25,2,3.849820945814589,0.9223681599999999,1.2175097357137492,0.0,0.0,1.2175097357137492
74.25,4,7.699641891629178,0.8507630225817855,0.6338555475394362,0.0,0.0,0.6338555475394362
74.25,6,11.549462837443768,0.7847167237347998,0.43999413268043613,0.0,0.0,0.43999413268043613
74.5,1,1.927260906417246,0.9603999999999999,2.3834087939745863,0.0,0.0,2.3834087939745863
74.5,2,3.854521812834492,0.9223681599999999,1.216024894884993,0.0,0.0,1.216024894884993
74.5,4,7.709043625668984,0.8507630225817855,0.6330825150380013,0.0,0.0,0.6330825150380013
74.5,6,11.563565438503476,0.7847167237347998,0.43945752813966504,0.0,0.0,0.43945752813966504
74.75,1,1.929574647657626,0.9603999999999999,2.3805508629658028,0.0,0.0,2.3805508629658028
74.75,2,3.859149295315252,0.9223681599999999,1.214566766819287,0.0,0.0,1.214566766819287
74.75,4,7.718298590630504,0.8507630225817855,0.6323233896393622,0.0,0.0,0.6323233896393622
74.75,6,11.577447885945757,0.7847167237347998,0.4389305772867988,0.0,0.0,0.4389305772867988
75.0,1,1.9318516525781366,0.9603999999999999,2.3777449922245038,0.0,0.0,2.3777449922245038
75.0,2,3.8637033051562732,0.9223681599999999,1.2131352001145428,0.0,0.0,1.2131352001145428
75.0,4,7.7274066103125465,0.8507630225817855,0.6315780925211072,0.0,0.0,0.6315780925211072
75.0,6,11.59110991546882,0.7847167237347998,0.43841322540684946,0.0,0.0,0.43841322540684946
75.25,1,1.9340918778278862,0.9603999999999999,2.3749908912274877,0.0,0.0,2.3749908912274877
75.25,2,3.8681837556557723,0.9223681599999999,1.2117300465446363,0.0,0.0,1.2117300465446363
75.25,4,7.736367511311545,0.8507630225817855,0.6308465465142838,0.0,0.0,0.6308465465142838
75.25,6,11.604551266967317,0.7847167237347998,0.43790541893258644,0.0,0.0,0.43790541893258644
75.5,1,1.9362952807562155,0.9603999999999999,2.3722882756003703,0.0,0.0,2.3722882756003703
75.5,2,3.872590561512431,0.9223681599999999,1.2103511610205968,0.0,0.0,1.2103511610205968
75.5,4,7.745181123024862,0.8507630225817855,0.6301286760831929,0.0,0.0,0.6301286760831929
75.5,6,11.617771684537292,0.7847167237347998,0.4374071054305102,0.0,0.0,0.4374071054305102
75.75,1,1.9384618194135088,0.9603999999999999,2.3696368670434107,0.0,0.0,2.3696368670434107
75.75,2,3.8769236388270176,0.9223681599999999,1.2089984015527604,0.0,0.0,1.2089984015527604
75.75,4,7.753847277654035,0.8507630225817855,0.6294244073056854,0.0,0.0,0.6294244073056854
75.75,6,11.630770916481053,0.7847167237347998,0.43691823358717574,0.0,0.0,0.43691823358717574
76.0,1,1.940591452551993,0.9603999999999999,2.3670363932591973,0.0,0.0,2.3670363932591973
76.0,2,3.881182905103986,0.9223681599999999,1.2076716292138763,0.0,0.0,1.2076716292138763
76.0,4,7.762365810207972,0.8507630225817855,0.6287336678539547,0.0,0.0,0.6287336678539547
76.0,6,11.643548715311958,0.7847167237347998,0.43643875319585923,0.0,0.0,0.43643875319585923
76.25,1,1.9426841396265229,0.9603999999999999,2.3644865878821544,0.0,0.0,2.3644865878821544
76.25,2,3.8853682792530457,0.9223681599999999,1.20637070810314,0.0,0.0,1.20637070810314
76.25,4,7.7707365585060915,0.8507630225817855,0.6280563869758121,0.0,0.0,0.6280563869758121
76.25,6,11.656104837759138,0.7847167237347998,0.43596861514355983,0.0,0.0,0.43596861514355983
76.5,1,1.9447398407953531,0.9603999999999999,2.3619871904098404,0.0,0.0,2.3619871904098404
76.5,2,3.8894796815907062,0.9223681599999999,1.205095505311143,0.0,0.0,1.205095505311143
76.5,4,7.7789593631814125,0.8507630225817855,0.6273924954764384,0.0,0.0,0.6273924954764384
76.5,6,11.668439044772118,0.7847167237347998,0.4355077713983331,0.0,0.0,0.4355077713983331
76.75,1,1.946758516920897,0.9603999999999999,2.359537946135999,0.0,0.0,2.359537946135999
76.75,2,3.893517033841794,0.9223681599999999,1.2038458908857137,0.0,0.0,1.2038458908857137
76.75,4,7.787034067683588,0.8507630225817855,0.6267419257006006,0.0,0.0,0.6267419257006006
76.75,6,11.680551101525381,0.7847167237347998,0.4350561749969462,0.0,0.0,0.4350561749969462
77.0,1,1.9487401295704705,0.9603999999999999,2.3571386060853365,0.0,0.0,2.3571386060853365
77.0,2,3.897480259140941,0.9223681599999999,1.202621737798641,0.0,0.0,1.202621737798641
77.0,4,7.794960518281882,0.8507630225817855,0.6261046115153274,0.0,0.0,0.6261046115153274
77.0,6,11.692440777422823,0.7847167237347998,0.43461378003285267,0.0,0.0,0.43461378003285267
77.25,1,1.9506846410170253,0.9603999999999999,2.3547889269499844,0.0,0.0,2.3547889269499844
77.25,2,3.9013692820340506,0.9223681599999999,1.2014229219132573,0.0,0.0,1.2014229219132573
77.25,4,7.802738564068101,0.8507630225817855,0.6254804882930327,0.0,0.0,0.6254804882930327
77.25,6,11.704107846102152,0.7847167237347998,0.4341805416444765,0.0,0.0,0.4341805416444765
77.5,1,1.9525920142398667,0.9603999999999999,2.3524886710276247,0.0,0.0,2.3524886710276247
