wavelength_nm,R_avg_percent,R_s_percent,R_p_percent
400.0,20.19759510970144,20.19759510970144,20.19759510970144
400.80160320641284,19.941017270780385,19.941017270780385,19.941017270780385
401.60320641282567,19.688226985586837,19.688226985586837,19.688226985586837
402.40480961923845,19.440392773062914,19.440392773062914,19.440392773062914
403.2064128256513,19.19919040320944,19.19919040320944,19.19919040320944
404.0080160320641,18.96084657614732,18.96084657614732,18.96084657614732
404.80961923847696,18.72870450488722,18.72870450488722,18.72870450488722
405.6112224448898,18.500237838794636,18.500237838794636,18.500237838794636
406.4128256513026,18.27507224110954,18.27507224110954,18.27507224110954
407.2144288577154,18.055432114878972,18.055432114878972,18.055432114878972
408.01603206412824,17.837888796847455,17.837888796847455,17.837888796847455
408.8176352705411,17.62499069767233,17.62499069767233,17.62499069767233
409.6192384769539,17.414993035419037,17.414993035419037,17.414993035419037
410.42084168336675,17.207663350626596,17.207663350626596,17.207663350626596
411.2224448897796,17.004497242590894,17.004497242590894,17.004497242590894
412.02404809619236,16.80297073100391,16.80297073100391,16.80297073100391
412.8256513026052,16.605468579131532,16.605468579131532,16.605468579131532
413.62725450901803,16.40997142194697,16.40997142194697,16.40997142194697
414.42885771543087,16.217124514330454,16.217124514330454,16.217124514330454
415.2304609218437,16.02721749644056,16.02721749644056,16.02721749644056
416.03206412825654,15.838832410263004,15.838832410263004,15.838832410263004
416.8336673346693,15.65415234090091,15.65415234090091,15.65415234090091
417.63527054108215,15.47073735381344,15.47073735381344,15.47073735381344
418.436873747495,15.290307793247509,15.290307793247509,15.290307793247509
419.2384769539078,15.11172984534851,15.11172984534851,15.11172984534851
420.04008016032066,14.935299629854546,14.935299629854546,14.935299629854546
420.8416833667335,14.761325491417136,14.761325491417136,14.761325491417136
421.64328657314627,14.588786504012113,14.588786504012113,14.588786504012113
422.4448897795591,14.419222219240538,14.419222219240538,14.419222219240538
423.24649298597194,14.250757681420762,14.250757681420762,14.250757681420762
424.0480961923848,14.085172574423169,14.085172574423169,14.085172574423169
424.8496993987976,13.92089697930652,13.92089697930652,13.92089697930652
425.65130260521045,13.758942230951737,13.758942230951737,13.758942230951737
426.4529058116232,13.598711650059478,13.598711650059478,13.598711650059478
427.25450901803606,13.440332335038715,13.440332335038715,13.440332335038715
428.0561122244489,13.284026352666215,13.284026352666215,13.284026352666215
428.85771543086173,13.129167035424741,13.129167035424741,13.129167035424741
429.65931863727457,12.976670103034127,12.976670103034127,12.976670103034127
430.4609218436874,12.825275147081294,12.825275147081294,12.825275147081294
431.2625250501002,12.676486418279161,12.676486418279161,12.676486418279161
432.064128256513,12.528643079515367,12.528643079515367,12.528643079515367
432.86573146292585,12.383341037132816,12.383341037132816,12.383341037132816
433.6673346693387,12.23908980882373,12.23908980882373,12.23908980882373
434.4689378757515,12.097104320561328,12.097104320561328,12.097104320561328
435.2705410821643,11.95635855945798,11.95635855945798,11.95635855945798
436.07214428857714,11.817643633935687,11.817643633935687,11.817643633935687
436.87374749498997,11.68032309589105,11.68032309589105,11.68032309589105
437.6753507014028,11.544846802188674,11.544846802188674,11.544846802188674
438.47695390781564,11.410882968581634,11.410882968581634,11.410882968581634
439.2785571142285,11.278607398403198,11.278607398403198,11.278607398403198
440.0801603206413,11.147930907635688,11.147930907635688,11.147930907635688
440.8817635270541,11.018819044104838,11.018819044104838,11.018819044104838
441.6833667334669,10.89136434674532,10.89136434674532,10.89136434674532
442.48496993987976,10.765380164129269,10.765380164129269,10.765380164129269
443.2865731462926,10.64108151301907,10.64108151301907,10.64108151301907
444.08817635270543,10.518183635781849,10.518183635781849,10.518183635781849
444.8897795591182,10.39698384653091,10.39698384653091,10.39698384653091
445.69138276553105,10.277145010492962,10.277145010492962,10.277145010492962
446.4929859719439,10.158985602462309,10.158985602462309,10.158985602462309
447.2945891783567,10.042163763649253,10.042163763649253,10.042163763649253
448.09619238476955,9.926989155672192,9.926989155672192,9.926989155672192
448.8977955911824,9.813153245773451,9.813153245773451,9.813153245773451
449.6993987975952,9.700908874893239,9.700908874893239,9.700908874893239
450.501002004008,9.590019811500964,9.590019811500964,9.590019811500964
451.30260521042084,9.4806506978031,9.4806506978031,9.4806506978031
452.10420841683367,9.372671018765521,9.372671018765521,9.372671018765521
452.9058116232465,9.266129754394328,9.266129754394328,9.266129754394328
453.70741482965934,9.161032858873664,9.161032858873664,9.161032858873664
454.5090180360721,9.05727014652113,9.05727014652113,9.05727014652113
455.31062124248496,8.955012632966842,8.955012632966842,8.955012632966842
456.1122244488978,8.853975980779905,8.853975980779905,8.853975980779905
456.9138276553106,8.754522418395204,8.754522418395204,8.754522418395204
457.71543086172346,8.65616411907251,8.65616411907251,8.65616411907251
458.5170340681363,8.559477897414054,8.559477897414054,8.559477897414054
459.3186372745491,8.463750482240194,8.463750482240194,8.463750482240194
460.1202404809619,8.36979392098682,8.36979392098682,8.36979392098682
460.92184368737475,8.276650233024014,8.276650233024014,8.276650233024014
461.7234468937876,8.185381777004046,8.185381777004046,8.185381777004046
462.5250501002004,8.09491898172831,8.09491898172831,8.09491898172831
463.32665330661325,8.006157827315274,8.006157827315274,8.006157827315274
464.12825651302603,7.9183464937088095,7.9183464937088095,7.9183464937088095
464.92985971943887,7.832041307938336,7.832041307938336,7.832041307938336
465.7314629258517,7.746840567966244,7.746840567966244,7.746840567966244
466.53306613226454,7.66294698297966,7.66294698297966,7.66294698297966
467.3346693386774,7.58031818232853,7.58031818232853,7.58031818232853
468.13627254509015,7.498793634916247,7.498793634916247,7.498793634916247
468.93787575150304,7.41870034769206,7.41870034769206,7.41870034769206
469.7394789579158,7.3395028516473655,7.3395028516473655,7.3395028516473655
470.54108216432866,7.261902488876074,7.261902488876074,7.261902488876074
471.3426853707415,7.185087857216338,7.185087857216338,7.185087857216338
472.1442885771543,7.109845015154616,7.109845015154616,7.109845015154616
472.94589178356716,7.035482650062888,7.035482650062888,7.035482650062888
473.74749498997994,6.962446823455702,6.962446823455702,6.962446823455702
474.5490981963928,6.890490326625074,6.890490326625074,6.890490326625074
475.3507014028056,6.819624021903807,6.819624021903807,6.819624021903807
476.15230460921845,6.7500428864876465,6.7500428864876465,6.7500428864876465
476.9539078156313,6.681308886005658,6.681308886005658,6.681308886005658
477.75551102204406,6.614056276247411,6.614056276247411,6.614056276247411
478.5571142284569,6.547562932539232,6.547562932539232,6.547562932539232
479.35871743486973,6.4824523062598,6.4824523062598,6.4824523062598
480.16032064128257,6.418246171183603,6.418246171183603,6.418246171183603
480.9619238476954,6.355157280055545,6.355157280055545,6.355157280055545
481.76352705410824,6.293196325135239,6.293196325135239,6.293196325135239
482.5651302605211,6.232091579728734,6.232091579728734,6.232091579728734
483.36673346693385,6.172336344580383,6.172336344580383,6.172336344580383
484.1683366733467,6.113315651270726,6.113315651270726,6.113315651270726
484.9699398797595,6.055588371872636,6.055588371872636,6.055588371872636
485.77154308617236,5.998722980248846,5.998722980248846,5.998722980248846
486.5731462925852,5.942877490969829,5.942877490969829,5.942877490969829
487.37474949899797,5.888132813255159,5.888132813255159,5.888132813255159
488.1763527054108,5.83413534747043,5.83413534747043,5.83413534747043
488.97795591182364,5.7814718424186085,5.7814718424186085,5.7814718424186085
489.7795591182365,5.7295151226148295,5.7295151226148295,5.7295151226148295
490.5811623246493,5.678666688152379,5.678666688152379,5.678666688152379
491.38276553106215,5.628742670610118,5.628742670610118,5.628742670610118
492.184368737475,5.579645950156382,5.579645950156382,5.579645950156382
492.98597194388776,5.531720080155879,5.531720080155879,5.531720080155879
493.7875751503006,5.484480481808193,5.484480481808193,5.484480481808193
494.58917835671343,5.4383775924758595,5.4383775924758595,5.4383775924758595
495.39078156312627,5.393087517281092,5.393087517281092,5.393087517281092
496.1923847695391,5.348646181300767,5.348646181300767,5.348646181300767
496.9939879759519,5.305271273810733,5.305271273810733,5.305271273810733
497.7955911823647,5.262561193808539,5.262561193808539,5.262561193808539
498.59719438877755,5.220961621754239,5.220961621754239,5.220961621754239
499.3987975951904,5.180115972376233,5.180115972376233,5.180115972376233
500.2004008016032,5.140090280128113,5.140090280128113,5.140090280128113
501.002004008016,5.101075104189087,5.101075104189087,5.101075104189087
501.80360721442884,5.062702676537676,5.062702676537676,5.062702676537676
502.60521042084173,5.025374340117321,5.025374340117321,5.025374340117321
503.40681362725445,4.988786649068282,4.988786649068282,4.988786649068282
504.20841683366734,4.952949980260179,4.952949980260179,4.952949980260179
505.01002004008024,4.918111289213911,4.918111289213911,4.918111289213911
505.81162324649296,4.883892815543258,4.883892815543258,4.883892815543258
506.61322645290574,4.850615640012859,4.850615640012859,4.850615640012859
507.4148296593186,4.818103110875239,4.818103110875239,4.818103110875239
508.21643286573146,4.786239444534266,4.786239444534266,4.786239444534266
509.01803607214435,4.755393457381058,4.755393457381058,4.755393457381058
509.81963927855713,4.725144913421251,4.725144913421251,4.725144913421251
