mode,rank,success,cost,optimizer_robust_cost,rmse_normalized,nfev,optimality,message,global_population_rank,global_energy,distance_to_best_scaled,benchmark_distance_to_truth_scaled,fit_Air_um,benchmark_error_Air_um,fit_HSQ_nm,benchmark_error_HSQ_nm,fit_PSS_nm,benchmark_error_PSS_nm,fit_SOC_nm,benchmark_error_SOC_nm,fit_TiO2_nm,benchmark_error_TiO2_nm,x0_Air_um,x0_HSQ_nm,x0_PSS_nm,x0_SOC_nm,x0_TiO2_nm
I,19,True,193.7898656,136.2868199,0.4640280949,18,0.1014717862,`xtol` termination condition is satisfied.,20,0.08280257819,0.0002182272241,0.7446244993,999.2452312,-0.7547688395,40,10,10.39789843,0.3978984253,30,-10,42.71457743,2.714577433,999.2471835,38.83818773,9.641168287,30.09492738,43.37009355
I,20,True,193.7899905,136.2868208,0.4640282444,21,0.1011633333,`xtol` termination condition is satisfied.,18,0.08280180022,0.000221298103,0.7446244832,999.2452312,-0.7547687599,40,10,10.39783557,0.3978355661,30,-10,42.71458642,2.714586424,999.2480072,39.8398544,7.83452421,30.06138514,43.5944457
I,21,True,193.7902322,136.2868112,0.4640285338,15,0.1266231331,`ftol` termination condition is satisfied.,13,0.08270753225,0.0002022807691,0.7446273455,999.2452299,-0.7547700701,40,10,10.39840797,0.3984079745,30,-10,42.71479835,2.714798347,999.2464929,39.36165606,9.740762358,30.0795452,43.09694168
I,22,True,193.7903092,136.28681,0.4640286261,17,0.1314068849,`ftol` termination condition is satisfied.,24,0.08290267884,0.0001996589369,0.7446276918,999.2452298,-0.7547702362,40,10,10.39848897,0.398488966,30,-10,42.71482202,2.714822021,999.2462698,39.30723441,9.168541559,30.18765948,43.56418106
I,23,True,193.7903697,136.28681,0.4640286985,18,0.1320546173,`ftol` termination condition is satisfied.,11,0.08267070064,0.0002003599165,0.7446277717,999.2452298,-0.7547702422,40,10,10.39847968,0.3984796822,30,-10,42.71483225,2.714832248,999.2480727,39.87912148,8.03584517,30.10283348,43.39206611
I,24,True,193.7903828,136.2868099,0.4640287142,15,0.1326964433,`ftol` termination condition is satisfied.,21,0.0828321747,0.0002000826836,0.744627851,999.2452297,-0.7547702738,40,10,10.39849145,0.3984914547,30,-10,42.71483882,2.714838824,999.2472358,38.97687144,9.730948493,30.08781946,43.19650191
I,25,True,193.7909796,136.286813,0.4640294287,17,0.1321874947,`xtol` termination condition is satisfied.,26,0.0829311583,0.0002130862086,0.7446281163,999.24523,-0.7547700247,40,10,10.39823195,0.3982319469,30,-10,42.71491185,2.714911848,999.2484745,39.95324058,8.251122071,30.04581293,43.13364233
I,26,True,193.7910988,136.2868352,0.4640295713,13,0.1761863915,`xtol` termination condition is satisfied.,8,0.08257871309,0.0001902844432,0.7446304347,999.2452283,-0.7547716655,39.999972,9.999972003,10.39901706,0.3990170596,30.00000307,-9.999996935,42.71514147,2.715141468,999.2464215,39.10460287,9.665432716,30.10406505,43.42594603
I,27,True,193.7912311,136.2868139,0.4640297297,19,0.1335043675,`xtol` termination condition is satisfied.,3,0.08249712854,0.0002172149152,0.7446283014,999.24523,-0.7547699741,40,10,10.39815714,0.3981571367,30,-10,42.71494466,2.714944663,999.2458415,39.71382278,9.470528824,30.08103015,43.48138688
I,28,True,193.7919013,136.2868141,0.4640305321,13,0.1752458854,`xtol` termination condition is satisfied.,1,0.08241924103,0.0001974041361,0.7446326246,999.245228,-0.7547719997,39.99998807,9.999988069,10.39899845,0.3989984512,30.00000071,-9.999999287,42.71531457,2.715314574,999.2465532,39.26867704,9.643917371,30.05292478,43.31419727
I,29,True,193.7920821,136.2868159,0.4640307486,15,0.1408012117,`xtol` termination condition is satisfied.,23,0.0828781282,0.000228657129,0.7446292518,999.24523,-0.7547699654,40,9.999999996,10.3979802,0.3979801974,30,-10,42.71507775,2.715077754,999.2453438,39.11458561,10.1415464,30.07169682,43.62641668
I,30,True,193.7923595,136.2868041,0.4640310808,15,13.55162389,`xtol` termination condition is satisfied.,29,0.08301296792,0.0002509217417,0.7446437249,999.2452254,-0.7547745667,40,10,10.39880133,0.3988013338,30,-10,42.71649964,2.71649964,999.2460932,38.36427724,10.71250144,30.10908417,43.33335056
I,31,True,193.7933591,136.2868189,0.4640322775,14,5.515929713,`xtol` termination condition is satisfied.,9,0.0826371449,0.0002241522667,0.7446404205,999.2452259,-0.754774139,39.99998746,9.999987464,10.39919815,0.3991981465,30.0000028,-9.999997197,42.71613215,2.716132151,999.2477404,39.84439768,8.958604295,30.06202204,42.90067798
I,32,True,193.7948337,136.2868048,0.4640340429,13,0.2157738003,`xtol` termination condition is satisfied.,4,0.08251206686,0.0002268809862,0.7446379945,999.2452272,-0.7547728171,39.99999998,9.999999981,10.39877796,0.3987779633,30.00000006,-9.99999994,42.7158875,2.715887495,999.2466671,39.49616737,9.352943694,30.02154454,43.46479156
D,1,True,373.2754449,196.7996339,0.6440112532,17,4.765165446,`xtol` termination condition is satisfied.,18,0.1081196545,0,0.7826110328,999.2394982,-0.7605018315,39.99999997,9.999999966,15.09864899,5.098648985,30,-10,41.31463253,1.314632529,999.2396006,38.0995473,15.55225687,30.03750484,42.02556291
D,2,True,373.2885244,196.7996411,0.6440225362,18,2.172125509,`xtol` termination condition is satisfied.,15,0.1079896526,0.0001175839459,0.7825786778,999.2394993,-0.760500674,39.99999999,9.999999992,15.09662689,5.096626886,30,-10,41.3156324,1.315632399,999.2390708,38.59358593,15.53139175,30.16612418,41.96717245
D,3,True,373.2894586,196.7996417,0.6440233421,14,1.825557557,`xtol` termination condition is satisfied.,29,0.1084737197,0.0001244127305,0.7825768645,999.2394994,-0.760500616,39.99999998,9.99999998,15.09651182,5.096511822,30,-10,41.31569576,1.315695764,999.2390332,38.95581075,15.75171441,30.08637389,41.42895573
D,4,True,373.2905676,196.799643,0.6440242987,18,1.762474945,`xtol` termination condition is satisfied.,23,0.1083273328,0.0001359733639,0.7825736136,999.2394995,-0.7605004919,39.99999999,9.999999992,15.09631044,5.096310443,30,-10,41.31578833,1.315788327,999.2391124,38.43743948,15.63628083,30.27453931,41.8899991
D,5,True,373.2930174,196.7996452,0.644026412,14,1.189690446,`xtol` termination condition is satisfied.,8,0.1077239953,0.0001569772693,0.7825678853,999.2394997,-0.7605002927,39.99999998,9.999999979,15.09595103,5.095951031,30,-10,41.31597095,1.315970945,999.2392881,39.42729277,15.24829459,30.09142169,41.41615138
D,6,True,373.2936157,196.799647,0.6440269281,17,0.1375200985,`ftol` termination condition is satisfied.,28,0.1084591967,0.0001614004906,0.7825662765,999.2394998,-0.7605001625,40,9.999999998,15.0958609,5.095860903,30,-10,41.3159767,1.315976699,999.2393753,38.21096962,16.12824078,30.24606912,41.55811624
D,7,True,373.2937058,196.7996458,0.6440270058,14,1.025788533,`xtol` termination condition is satisfied.,4,0.1075106082,0.0001629415148,0.7825662513,999.2394998,-0.7605002347,39.99999998,9.999999982,15.0958487,5.095848696,30,-9.999999999,41.31602218,1.316022183,999.2395228,39.22203095,15.65568745,30.00292744,41.35946117
D,8,True,373.2937912,196.7996459,0.6440270795,15,0.9931656427,`xtol` termination condition is satisfied.,21,0.1082494747,0.0001633634379,0.7825661592,999.2394998,-0.7605002347,39.99999998,9.999999976,15.09584233,5.095842328,30.00000001,-9.999999985,41.31602775,1.31602775,999.2396637,39.2586715,15.42181536,30.11038119,41.1933571
D,9,True,373.2938024,196.7996462,0.6440270892,16,1.129501121,`xtol` termination condition is satisfied.,13,0.1079418699,0.0001650720062,0.7825656082,999.2394998,-0.7605002054,39.99999998,9.999999983,15.09580999,5.09580999,30,-10,41.31603567,1.316035672,999.2385264,39.63684078,15.75503981,30.03195132,41.333544
D,10,True,373.2944334,196.7996477,0.6440276334,17,0.1168442048,`ftol` termination condition is satisfied.,3,0.1073614745,0.0001690831808,0.7825642037,999.2394999,-0.7605000965,40,9.999999999,15.09573021,5.095730214,30,-10,41.31604532,1.316045324,999.2395607,39.14390247,14.80692178,30.00199154,41.95796164
D,11,True,373.296821,196.7996495,0.6440296931,15,0.5920826892,`xtol` termination condition is satisfied.,20,0.1081842986,0.0001921822,0.7825581824,999.2395001,-0.7604999451,39.99999996,9.999999964,15.09534489,5.095344888,30,-10,41.3162687,1.316268697,999.2393675,39.797114,15.60750158,30.02670788,41.13791733
D,12,True,373.2968219,196.7996497,0.6440296939,16,0.4957055769,`xtol` termination condition is satisfied.,31,0.108539255,0.0001922251475,0.7825581181,999.2395001,-0.7604999334,40,9.999999999,15.09534222,5.095342222,30,-10,41.31626474,1.316264743,999.2393528,38.34531836,15.42489268,30.3077197,41.95177697
D,13,True,373.2968416,196.7996494,0.6440297108,15,0.3922370727,`ftol` termination condition is satisfied.,17,0.1080390418,0.0001912812102,0.7825584335,999.2395,-0.7604999512,40,10,15.09536047,5.095360466,30,-10,41.31626122,1.316261222,999.2396958,39.60918586,14.34676871,30.11629026,41.67935793
D,14,True,373.2969011,196.7996495,0.6440297621,15,0.3823964219,`ftol` termination condition is satisfied.,7,0.1076714146,0.0001918432888,0.7825582771,999.2395001,-0.7604999454,40,10,15.09535073,5.095350734,30,-10,41.31626586,1.316265856,999.2387958,39.17361012,15.75426553,30.09116971,41.52939369
D,15,True,373.2971511,196.7996499,0.6440299778,15,0.3521346153,`ftol` termination condition is satisfied.,11,0.1078515039,0.0001942674799,0.7825576027,999.2395001,-0.7604999204,40,10,15.09530877,5.095308768,30,-10,41.31628585,1.316285849,999.239415,39.3444617,15.08337619,30.1795355,41.64913251
D,16,True,373.2981324,196.7996513,0.6440308243,20,0.1129898518,`xtol` termination condition is satisfied.,25,0.108378371,0.000203388579,0.7825550414,999.2395002,-0.7604998203,40,10,15.09515001,5.095150006,30,-10,41.31635914,1.316359136,999.2389202,39.00362095,15.15900015,30.07156653,41.93561423
D,17,True,373.2981832,196.7996513,0.6440308681,20,0.1466398963,`xtol` termination condition is satisfied.,27,0.1084574093,0.0002039194399,0.7825549107,999.2395002,-0.7604998186,40,10,15.09514143,5.095141428,30,-10,41.31636489,1.316364887,999.2384024,36.98138261,17.60436562,30.16455213,41.879502
D,18,True,373.2982221,196.7996513,0.6440309017,18,0.1764094713,`xtol` termination condition is satisfied.,1,0.1072879584,0.0002043315061,0.782554811,999.2395002,-0.7604998176,40,10,15.09513483,5.095134829,30,-10,41.31636949,1.316369485,999.2392867,39.06397233,15.61868292,30.01418164,41.59553852
D,19,True,373.2986841,196.7996516,0.6440313002,14,0.3633648873,`xtol` termination condition is satisfied.,19,0.1081806635,0.0002090041997,0.7825536204,999.2395002,-0.7604997932,40,10,15.09505786,5.095057864,30,-10,41.3164168,1.316416804,999.2399968,39.21760067,15.14454624,30.0686992,41.52324697
D,20,True,373.3223708,196.7996829,0.6440517326,19,14.37065393,`xtol` termination condition is satisfied.,26,0.1083936488,0.000449621675,0.7824949189,999.239501,-0.7604990308,40,10,15.09119527,5.091195266,30,-10,41.31902612,1.31902612,999.2386014,38.18753482,15.91750643,30.07724707,42.26897916
D,21,True,373.3227908,196.799684,0.6440520948,15,14.78905444,`xtol` termination condition is satisfied.,24,0.1083685903,0.0004544863808,0.7824937508,999.239501,-0.7604990201,39.99999999,9.999999993,15.09111793,5.091117933,30,-10,41.31907988,1.319079878,999.2393368,38.71077971,15.55085054,30.17569878,41.56834245
D,22,True,373.3231162,196.7996846,0.6440523756,17,14.83309022,`xtol` termination condition is satisfied.,12,0.1079271618,0.000457226547,0.7824930781,999.239501,-0.7604990087,40,10,15.0910738,5.091073803,30,-10,41.31910909,1.319109085,999.2396436,38.89721108,15.75260648,30.00752966,41.52464314
D,23,True,373.3231376,196.7996846,0.644052394,17,14.85047997,`xtol` termination condition is satisfied.,16,0.1080279338,0.0004574632187,0.7824930201,999.239501,-0.760499008,40,10,15.09107,5.091069998,30,-10,41.31911162,1.31911162,999.2399443,38.92567183,14.92039558,30.10982564,41.83695155
D,24,True,373.3232269,196.7996848,0.644052471,17,14.9085849,`xtol` termination condition is satisfied.,9,0.1077331347,0.000458375436,0.7824928008,999.239501,-0.7604990056,40,10,15.09105549,5.091055487,30,-10,41.31912168,1.319121679,999.2393886,38.83040125,15.25781323,30.08838,41.94452398
D,25,True,373.3232489,196.7996849,0.64405249,17,14.91796894,`xtol` termination condition is satisfied.,32,0.1086000126,0.0004585927514,0.7824927469,999.239501,-0.7604990047,40,10,15.09105196,5.091051964,30,-10,41.31912395,1.319123953,999.2381551,38.34505177,16.58971765,30.21683596,41.76910734
D,26,True,373.3241046,196.7996868,0.6440532281,18,15.44975776,`xtol` termination condition is satisfied.,14,0.1079702361,0.0004673093309,0.7824906385,999.239501,-0.7604989796,40,10,15.09091281,5.090912805,30,-10,41.31921913,1.319219128,999.2388092,38.64144789,16.14744061,30.0036375,41.5800016
D,27,True,373.3245183,196.7996878,0.644053585,18,15.70796125,`xtol` termination condition is satisfied.,2,0.1073513815,0.000471536993,0.7824896146,999.239501,-0.7604989671,40,10,15.09084526,5.090845262,30,-10,41.31926519,1.319265188,999.2399487,39.86564439,14.02694521,30.0222351,41.93051078
D,28,True,373.3247269,196.7996883,0.6440537649,15,15.89086043,`xtol` termination condition is satisfied.,22,0.1082514596,0.0004738710245,0.7824890517,999.239501,-0.7604989613,40,10,15.09080806,5.090808061,30,-10,41.31929078,1.31929078,999.2395343,39.03960906,15.14782755,30.20208329,41.53565556
D,29,True,373.3251086,196.7996892,0.6440540942,14,16.08938168,`xtol` termination condition is satisfied.,30,0.1085112486,0.0004776100951,0.7824881466,999.2395011,-0.76049895,40,10,15.09074834,5.090748344,30,-10,41.31933155,1.319331548,999.2392786,39.5777682,14.62172969,30.39836137,41.74291851
D,30,True,373.325131,196.7996892,0.6440541135,15,16.12890022,`xtol` termination condition is satisfied.,10,0.1077984585,0.0004779057853,0.7824880798,999.239501,-0.7604989502,40,10,15.0907438,5.090743802,30,-10,41.31933511,1.319335108,999.2383964,38.87014928,15.93777707,30.02607651,41.91447235
D,31,True,373.3266633,196.799693,0.6440554353,14,17.12008755,`xtol` termination condition is satisfied.,5,0.107601685,0.0004937160339,0.7824842517,999.2395011,-0.7604989042,40,10,15.09049125,5.090491247,30,-10,41.31950734,1.319507345,999.2392163,39.18439785,15.38039543,30.12713271,41.64394792
D,32,True,373.3275549,196.7996952,0.6440562043,17,17.60888523,`xtol` termination condition is satisfied.,6,0.1076160256,0.0005025452621,0.7824821151,999.2395011,-0.7604988777,40,10,15.09035026,5.090350257,30,-10,41.31960359,1.319603591,999.2388885,38.94551785,15.69396426,30.0921147,41.77251828
joint,1,True,604.4566026,347.6333402,0.5794904863,16,30.03752933,`xtol` termination condition is satisfied.,18,0.1049887072,0,0.7590691329,999.2410269,-0.758973109,40,9.999999996,13.17212816,3.172128159,30,-10,42.21898729,2.218987287,999.241417,39.86757097,12.22723515,30.09640632,42.90412378
joint,2,True,604.4572386,347.6333403,0.5794907911,18,29.75415582,`xtol` termination condition is satisfied.,20,0.1050436244,2.427415549e-06,0.7590687493,999.2410269,-0.7589730727,40,10,13.17208479,3.172084786,30,-10,42.21900379,2.219003794,999.2407342,39.00284322,12.94073193,30.13890403,43.06252468
joint,3,True,604.4588709,347.6333403,0.5794915736,19,29.12643259,`xtol` termination condition is satisfied.,9,0.1045979335,8.765172525e-06,0.7590677712,999.241027,-0.7589729838,40,10,13.17197226,3.171972263,30,-10,42.21904895,2.219048947,999.2413425,39.58276848,12.273121,30.12369965,42.91701319
joint,4,True,604.4651745,347.6333407,0.5794945952,16,26.73183683,`xtol` termination condition is satisfied.,3,0.1043158535,3.319905363e-05,0.7590640168,999.2410274,-0.7589726447,40,10,13.17153896,3.171538961,30,-10,42.21922437,2.219224367,999.2413925,39.99761826,11.89324537,30.07193892,42.9665896
joint,5,True,604.4658279,347.6333408,0.5794949084,17,26.47965295,`xtol` termination condition is satisfied.,6,0.104512489,3.574188435e-05,0.7590636232,999.2410274,-0.7589726088,40,10,13.17149378,3.171493777,30,-10,42.21924238,2.219242375,999.2412057,39.71428813,12.4969832,30.07952498,42.63760869
joint,6,True,604.4680406,347.6333434,0.579495969,21,24.56241259,`xtol` termination condition is satisfied.,2,0.1042778919,4.45991458e-05,0.7590618521,999.2410276,-0.7589723939,40,10,13.17132447,3.171324467,30,-10,42.21926999,2.219269988,999.2412111,39.89735479,11.95408544,30.01102469,43.08445194
joint,7,True,604.4696519,347.6333435,0.5794967414,19,24.03578291,`xtol` termination condition is satisfied.,28,0.1051571241,5.07255742e-05,0.7590609522,999.2410277,-0.7589723179,40,10,13.17121695,3.171216948,30,-10,42.21931776,2.21931776,999.2395458,39.53845351,13.51376608,30.04645771,42.95636253
joint,8,True,604.4696554,347.6333414,0.5794967431,18,25.05051055,`xtol` termination condition is satisfied.,23,0.1050898962,5.054657094e-05,0.759061361,999.2410276,-0.7589724059,40,10,13.17123162,3.171231617,30,-10,42.21934971,2.219349706,999.2399502,39.66826407,12.92739866,30.1268086,42.95656422
joint,9,True,604.4696636,347.6333414,0.579496747,19,25.04078484,`xtol` termination condition is satisfied.,8,0.1045843965,5.060065471e-05,0.759061347,999.2410276,-0.758972404,40,10,13.17123048,3.171230483,30,-10,42.21934961,2.219349614,999.2419011,39.91463389,11.53586442,30.05118437,43.00907738
joint,10,True,604.4712775,347.6333318,0.5794975206,14,30.81546931,`xtol` termination condition is satisfied.,25,0.1051106846,5.742493992e-05,0.7590627634,999.2410272,-0.7589728474,39.99999874,9.999998735,13.17120077,3.171200768,30,-9.999999998,42.21959233,2.219592331,999.2397524,39.35520975,13.99681552,30.0292795,42.722749
joint,11,True,604.4740654,347.6333425,0.579498857,17,23.3742338,`xtol` termination condition is satisfied.,10,0.1046390017,6.769220631e-05,0.7590587193,999.2410278,-0.7589721663,40,10,13.17092732,3.170927316,30,-10,42.21947212,2.21947212,999.2405377,39.1588192,13.76846299,30.03367418,42.51857201
joint,12,True,604.474146,347.6333443,0.5794988956,18,22.43457138,`xtol` termination condition is satisfied.,4,0.1043381103,6.817862668e-05,0.7590583007,999.2410279,-0.7589720827,40,10,13.17090821,3.17090821,30,-10,42.21944581,2.219445813,999.2403574,39.9910713,12.98813827,30.07296043,42.60040667
joint,13,True,604.4765137,347.633345,0.5795000305,21,21.58577385,`xtol` termination condition is satisfied.,1,0.1042587664,7.739054798e-05,0.759056898,999.241028,-0.7589719578,40,10,13.17074518,3.170745184,30,-10,42.21951306,2.219513062,999.2410929,39.84118302,12.11539558,30.01554218,42.99951276
joint,14,True,604.4791954,347.6333432,0.579501316,13,22.076684,`xtol` termination condition is satisfied.,29,0.1051640552,8.796068156e-05,0.75905579,999.2410281,-0.7589719284,39.99999993,9.999999931,13.17057373,3.170573731,30,-9.999999999,42.21963344,2.219633442,999.2420123,39.56348058,12.59046579,30.12246279,42.40304591
joint,15,True,604.4897146,347.6333485,0.5795063582,15,17.53686556,`xtol` termination condition is satisfied.,16,0.1048868132,0.0001283493934,0.7590494354,999.2410287,-0.7589713314,40,9.999999999,13.1698526,3.169852603,30,-10,42.21991021,2.219910205,999.2414994,39.74112405,12.99996402,30.02137399,42.15937381
joint,16,True,604.4978455,347.6333532,0.5795102556,13,14.51881629,`xtol` termination condition is satisfied.,11,0.1046500272,0.0001598715505,0.7590446157,999.2410291,-0.7589708982,40,9.999999999,13.16929419,3.169294194,30,-10,42.22013813,2.220138127,999.2405572,39.7789429,13.54750782,30.03031502,42.28909933
joint,17,True,604.5031971,347.6333444,0.5795128208,16,19.53673618,`xtol` termination condition is satisfied.,30,0.1052314876,0.0001806007158,0.7590440629,999.2410288,-0.7589711937,39.99999946,9.999999456,13.16901437,3.169014374,30,-10,42.220505,2.220504998,999.2405677,39.74240956,12.22001157,30.33357378,43.01983167
joint,18,True,604.5073448,347.63336,0.5795148089,15,11.01890568,`xtol` termination condition is satisfied.,17,0.1049235248,0.0001967620554,0.7590389758,999.2410296,-0.7589703915,40,10,13.16864066,3.168640655,30,-10,42.22040478,2.220404778,999.241192,39.6528645,12.9001835,30.14307954,42.35022261
joint,19,True,604.5115016,347.6333632,0.5795168014,16,9.588144594,`xtol` termination condition is satisfied.,27,0.105135925,0.0002128797876,0.7590365512,999.2410298,-0.7589701787,40,10,13.16835634,3.168356338,30,-10,42.2205246,2.220524599,999.2422784,39.92995522,11.35678085,30.17658509,42.78868232
joint,20,True,604.5336075,347.6333816,0.5795273972,17,1.43383893,`xtol` termination condition is satisfied.,22,0.1050520786,0.0002932802183,0.7590249327,999.2410308,-0.758969198,40,10,13.16695312,3.166953118,30,-10,42.22116229,2.22116229,999.2417084,39.96431269,11.49512541,30.12556753,43.14630511
joint,21,True,604.5409579,347.633391,0.5795309204,11,0.2606630057,`xtol` termination condition is satisfied.,12,0.1046728614,0.0003250717789,0.7590202211,999.2410312,-0.7589688095,39.99999982,9.999999821,13.16639463,3.166394634,30,-10,42.22140462,2.221404616,999.2408634,39.65256554,13.44735031,30.04242959,42.26929927
joint,22,True,604.5428907,347.6333906,0.5795318469,14,2.864729946,`xtol` termination condition is satisfied.,26,0.1051173227,0.0003365849553,0.7590191854,999.2410312,-0.7589688295,40,10,13.16621375,3.166213748,30,-10,42.22154776,2.221547762,999.2420887,39.59375722,12.72055658,30.01798192,42.39178184
joint,23,True,604.5430581,347.6333909,0.5795319271,15,2.868965773,`ftol` termination condition is satisfied.,19,0.104997747,0.000337404233,0.759019063,999.2410312,-0.7589688197,40,10,13.16619932,3.166199318,30,-10,42.22155391,2.221553908,999.2408259,39.62213976,12.51080399,30.0927064,43.11903791
joint,24,True,604.5432061,347.6333908,0.579531998,16,2.972547969,`ftol` termination condition is satisfied.,5,0.1044557866,0.0003380433952,0.7590190159,999.2410312,-0.7589688224,40,10,13.16618964,3.166189635,30,-10,42.22156273,2.22156273,999.2407607,39.62974492,12.54859495,30.06949961,43.01021315
