,L_fft_um,PSS_nominal_nm,HSQ_nominal_nm,SOC_nominal_nm,TiO2_nominal_nm,fft_spectral_centroid_um,fringe_visibility_global,fringe_contrast_std,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
L_fft_um,1.0,0.0858813221429202,0.21176391341437756,0.1716906443355554,0.5400022696670047,0.2693851149716346,0.14069416430314435,-0.32018561875206397,-0.5675829772234936,0.015062921594512037,0.008583314990701304,0.020526090972059898,-0.009620835317120054,-0.015106610904595766,-0.02085475217790583,-0.003743576372384053,0.04804935727623328,-0.013444756911031466,-0.04271179211695753,-0.01096841147563564,-0.0844536153783802,-0.004191960375687635,-0.0029250418875433827,0.03693114774670793,0.003121867286530487,-0.01536084502172118,-0.03331563487280097,-0.02948314590747355,-0.003482050397753952,-0.010671614989940448,-0.022063666867554847,0.017115936198639454,0.009388366163274181,-4.6053974907448106e-05,-0.02659334016509849,-0.015108298719689595,0.02749783316614747,0.06482098167624627,-0.08369458553311888,0.06492003550126588,-0.011834540639037274,-0.008217698260610183,-0.014508679073493265,-0.006197748653844105,-0.007997599530720267,-0.01202877875364875,0.01595096844629922,-0.04481362705703682,-0.007701111430618317,0.01918718059402726,-0.016625712971406897,-0.020219782249481667,-0.0029434470258694278,0.003813292160708422,-0.01627686086658319,-0.02053065999476529,-0.07041727776099055,-0.009686946768810012
PSS_nominal_nm,0.0858813221429202,1.0,-0.09456959137272296,0.024544946826965796,-0.05157063588661142,0.11654943701933304,-0.04499226818718817,0.21375503576517807,-0.00307029175451522,0.04542405769160163,-0.014570737835398017,0.008561507559649663,0.03977697812018918,-0.006817710094872074,-0.008068187385459433,-0.024912999676207095,-0.10330935935335135,0.006832133422391964,-0.1337638071731615,-0.13915538407344014,0.006299096745583935,0.0005938641244096967,-0.00045617751478171757,0.038954153784792424,0.011086020995940103,0.04799602268414582,-0.004977219260491824,-0.01065437422126543,0.016127764387777185,0.006755376042525973,0.0015885159713362065,-0.0006085927062547146,-0.001727937593521894,0.006869014405062456,0.004750600375256317,0.010811961760499226,-0.01517920849995766,-0.03541145148433995,-0.03140998634107204,-0.010330180436793762,-0.0011722324209070707,0.004574673323649279,-0.007763717509761346,0.01299178260377136,-0.004769200572140018,0.006881745182164691,-0.0029978047955770415,0.0012823542651500203,-0.0018909129599848423,-0.029178723219391686,0.02218570069197731,0.0067514486504543034,0.004416571233982674,0.015594736185785746,-0.005326328897872585,-0.047931522773080985,-0.03013204435221883,-0.0780272313030186
HSQ_nominal_nm,0.21176391341437756,-0.09456959137272296,1.0,-0.006053085722411727,0.1247848361753119,0.30401457998003734,0.014339812721096207,-0.28255708807892665,-0.2618283549810506,-0.11077819763739216,0.027037765451156312,0.048008660980210845,0.03566476462353324,0.13718754859823182,0.009379388501607756,0.055107716061612716,-0.2118632792022626,0.027223596308095635,0.0558752357222082,-0.08223446582864555,0.032391861363440105,0.006084445199167474,0.0019232359009168848,0.1372791418204197,0.03261459286505421,0.1721048640476769,-0.025010166778185964,-0.05725682395812684,0.06961669450865166,0.02864794300689357,-0.0031827856285065134,0.0061781102923506095,0.0004302607622779248,0.009225655599405351,0.008083336309229913,0.006114232648868961,-0.018677277500888045,-0.08578148309691366,-0.12441287841000954,-0.0215216406246151,0.004933073234621116,0.01596039313010653,0.004656675831816325,-0.00979676436261628,0.015554874601545535,-0.004388356256027101,-0.014554276539535841,-0.01402038969747705,0.00578872259311465,-0.002391302013563336,-0.0008916542536386874,-0.025234685129155995,0.0025649695027829406,-0.0019967656341346447,-0.01625013092867124,0.020589255288509103,-0.006705372397858756,-0.043594020920598046
SOC_nominal_nm,0.1716906443355554,0.024544946826965796,-0.006053085722411727,1.0,0.04633268578376361,0.060838261199626986,0.05636383515702211,-0.6729468543843449,-0.058361278664470724,-0.1777196937501141,-0.014524199595182502,0.009078143623310643,0.05050309255128054,-0.0336239005681556,-0.0080621563664142,0.01695549664662329,0.048430112384637604,0.0036568839610225364,0.04995204994693729,-0.25982424152830047,0.032577958293787984,0.02494580363327204,0.0005404191265011678,0.14434972142834368,0.03519050423531756,0.1706122584017161,-0.003514405648783137,-0.049953081577252284,0.06712898489341425,0.035341235550798045,-0.003371461917809977,-0.001959237765857501,-0.004774750054832658,0.005897410810915683,0.005757502010802556,0.013727281071814678,-0.033096578211488197,-0.1546026719527367,-0.20776378788726838,-0.044856946863789535,-0.00034057801959188515,0.015189417611253947,0.01106821449028341,-0.010195270035129819,0.018249963130249514,-0.02365707458852857,-0.009368474214326562,-0.009509318546742447,-0.004024875729891181,0.01877223478547167,-0.012794709707400848,-0.007881664285479841,-0.000989707457779468,-0.013628205487569779,0.005994522939411296,0.04188994031969926,0.028307297835906887,0.09909492769297763
TiO2_nominal_nm,0.5400022696670047,-0.05157063588661142,0.1247848361753119,0.04633268578376361,1.0,0.39298624449926045,0.3053040525422111,-0.3611143817364341,-0.8526910871040119,-0.17245271206550758,-0.0013704769935345815,0.027522981648468163,-0.06535796537818359,-0.194788191847346,0.0005188504602595008,-0.05363763638299465,0.1313442015141791,-0.016425339932771142,-0.13383644073876108,0.0749141199565397,-0.03990384022414301,-0.019799767833969494,-0.009253468757635346,-0.13295517968710308,-0.03154683437329831,-0.1630355695984216,0.010873198949542454,0.052583730367845256,-0.06672737027616545,-0.036131280137434996,-0.009981212074623507,-0.003886265010819428,-0.0029285385793778665,-0.010026061392811604,-0.011525084655995646,-0.007028841426214917,0.0142609999201998,0.0280055513969576,0.07783008293411287,0.009540509416806463,-0.0002592223337652673,-0.0005821557083062073,-0.005968186126196418,-0.0009460447970169347,-0.008718564121824162,0.004946876950659451,-0.003976804794961381,0.0005662700460652803,-0.002414558573115334,-0.002247749154622545,0.009789017737587337,-0.0058429876088705885,0.0010413866748361313,0.0020183075352648385,-0.006881513851269816,-0.016196542325605884,-0.015344731756339637,-0.05183935111669711
fft_spectral_centroid_um,0.2693851149716346,0.11654943701933304,0.30401457998003734,0.060838261199626986,0.39298624449926045,1.0,0.058317921103288914,-0.29633099888970665,-0.4691776014514791,-0.5051623444110451,0.042006001941085495,0.1860099316532918,-0.07824195882307787,0.5328664852585537,-0.000991722327077543,0.07588354434391369,-0.08453230227403266,0.00518898920377102,-0.2709839009120715,0.12040458565241154,0.008418639746041533,-0.01707673470131154,0.04307503244550063,0.06113608916776372,0.030544292751045147,0.0928503072961878,0.011427406498773796,-0.020588517627914513,0.02492350584349058,-0.010729622850919964,0.009630907785580506,-0.01678947837410505,-0.006446373890905787,0.005187563399822618,0.034824778457045236,-0.012606720274575474,-0.0002571356760266234,-0.008289831612379634,0.0019853231993493103,0.013395021826798477,0.004989537767935162,0.01685792992177181,0.0428180988428278,0.03698665858693629,0.004425020802741698,-0.011328610276391312,0.019230390570611836,-0.014102519765879385,0.012270944594408965,-0.0008367775952950585,0.005581600523824848,0.024065634585242697,0.0043570293427265625,0.01728003717010733,0.022976732343785184,-0.009101292944693517,-0.035007154630297646,-0.0631404805374946
fringe_visibility_global,0.14069416430314435,-0.04499226818718817,0.014339812721096207,0.05636383515702211,0.3053040525422111,0.058317921103288914,1.0,-0.07582127990328712,-0.2239653287466017,-0.13792251576824124,-0.016552086746089663,0.0003331071279255055,0.011431432325672336,-0.17979375986309334,0.0007981009431968132,-0.03815070360437969,0.019191722161879532,-0.009186054063023101,-0.0562005368892362,-0.034071034640280454,-0.016142028082572295,-0.006945036842562151,-0.0017442667700188295,-0.03469242111784359,-0.013069370680308843,-0.03689324177492444,0.0028179428340294964,0.011651471892573723,-0.004912105344609404,-0.003572902810401702,-7.98141399821541e-05,-0.00368451067176003,-0.0010079599721058569,-0.00020534235785772825,-0.0005439897873602673,-0.008428358883593324,-0.0026435762478584208,-0.02517552746077784,-0.041640226572880364,-0.0036629596941500165,0.0010873166478781579,0.0017483112907275928,-0.00370106398373257,-0.01108120008366377,0.00046646914317993585,0.0022747887763789965,-0.0006934478761750457,-0.0023508521282037727,0.0025378107956716953,-0.006280499787374955,0.0025200300796359176,-0.006844906162673443,-0.002058944443187158,-0.0006074718157140811,-0.003343969460070933,-0.010462689152679774,-0.007815309545975447,-0.025812359657552155
fringe_contrast_std,-0.32018561875206397,0.21375503576517807,-0.28255708807892665,-0.6729468543843449,-0.3611143817364341,-0.29633099888970665,-0.07582127990328712,1.0,0.3856978817726106,0.17171971541360823,-0.12246351271787258,-0.03421687192074693,-0.00881373122148248,-0.011357507403620267,-0.0482301424925542,-0.20060507528109822,-0.042029740315847317,-0.02607902949597183,0.09264451470313843,0.14159449810758754,-0.061814871028359225,-0.054012735012344305,0.14257194149257343,-0.18871560953182515,-0.06302815389617339,-0.08010093458431664,0.06795823310433681,-0.0016052541331332563,-0.004408948630260968,0.05484550410497536,-0.07130914711299738,-0.016656000001813758,0.040460333962916976,-0.015863137677156268,-0.02079390759851326,-0.07404012109173805,0.02532322512509755,0.088301084102072,0.12476568570333421,0.025138648398378798,-0.013080693123034505,0.039662542229179636,-0.06394703030585523,-0.0047452249864637416,-0.026801862487063174,-0.015872214770754508,0.03144020100763166,0.020590899512488502,-0.0028118627543611634,-0.04144008653609949,0.023271263490211434,0.01811087822262348,0.009490810783692964,0.011697043390034285,-0.02149834086639058,-0.04654585294757128,-0.008250967790589182,0.00386175890372072
PC1,-0.5675829772234936,-0.00307029175451522,-0.2618283549810506,-0.058361278664470724,-0.8526910871040119,-0.4691776014514791,-0.2239653287466017,0.3856978817726106,1.0,-0.0037022642318116604,-0.0003086732898604295,0.0017191393168072794,-0.00439995710966474,-0.0005241288970438156,-0.0019032173623851965,0.0017439307430880443,0.0005068261186416224,-0.00017462433499615125,-0.00036701933232357383,0.0009224888727962167,0.0029556214732983322,-0.0034136416289396233,-0.006186579696607088,0.0009294712892400405,0.0031988243219922764,0.0019050498259473056,0.0017382168392860815,0.002386422102388226,-0.0005434549208965045,0.0018385089870626616,-0.00038639145686713265,-0.0028529089574829713,0.000712764915055352,0.001948594382197248,-0.0009241544956635431,0.001422855892836833,-0.005748842716369508,0.004085156271743384,-0.00030497668068561615,-0.001701246358247615,0.0004290905319308904,-0.0014227384365980088,0.004096861069503888,-0.0012609162849814334,0.0024167765052217857,-0.0027646114569968277,0.0026875126621129118,-0.002219409516793416,-0.004098335436722002,0.0008240631659111831,0.0022624658004527076,0.004375457567816524,0.0026298849910691238,-0.001449939656908162,0.004558264264210144,-0.0012628056048467708,0.003105935944959643,-0.0005086726479608078
PC2,0.015062921594512037,0.04542405769160163,-0.11077819763739216,-0.1777196937501141,-0.17245271206550758,-0.5051623444110451,-0.13792251576824124,0.17171971541360823,-0.0037022642318116604,1.0,0.0006298085376860142,-0.0004615828002741978,-0.004011302219757576,0.002065243753439279,2.9454435346294776e-05,0.0007155113539996817,-0.00023178392603400813,-0.0035403844295862916,0.00119729315237338,0.0007958360555097066,-0.0008053637181826744,0.004009464756502598,0.0022068288086770065,-0.004554327418270508,-0.0012208346711210737,0.0015001402130556114,-0.0013365690810499234,0.0006214958292942418,0.003186031983418574,0.00018563132524307324,0.002991450720960676,-0.0010498452182943706,0.005252584486630109,0.0008901738716878961,-0.0032151150454592325,0.0006453615156898149,-0.0011995211137827459,0.0005013988589821534,-0.0026144892316735035,-0.0007393048990931909,-0.00018267041323642534,-0.0007491404735482707,0.00036074802807985364,-0.00010405497991112925,-0.0021008213709648696,-0.0016287207597049384,0.00031536561243358867,-0.0012410519369441004,-0.001971635969723269,0.000547987630288996,0.0011952003419208794,0.00011663144954479428,0.001597332314615459,0.0011140809971896687,-0.001916717661935789,0.004264067335082057,-0.0037645573753979206,0.0005929360329381097
