epoch,train_loss,val_loss,val_RMSE_nm,learning_rate,seconds
1,0.44134515285491943,0.7392192029953003,8.605494499206543,0.001,3.333435297012329
2,0.41677952408790586,0.4757303321361542,6.433154582977295,0.001,2.993687391281128
