mode,rank,success,cost,optimizer_robust_cost,rmse_normalized,nfev,optimality,message,global_population_rank,global_energy,distance_to_best_scaled,benchmark_distance_to_truth_scaled,fit_Air_um,benchmark_error_Air_um,fit_HSQ_nm,benchmark_error_HSQ_nm,fit_PSS_nm,benchmark_error_PSS_nm,fit_SOC_nm,benchmark_error_SOC_nm,fit_TiO2_nm,benchmark_error_TiO2_nm,x0_Air_um,x0_HSQ_nm,x0_PSS_nm,x0_SOC_nm,x0_TiO2_nm
D,19,True,1423.568299,731.6589959,1.257673469,13,0.209449482,`ftol` termination condition is satisfied.,22,0.7544342169,0.0006483652493,0.7575067209,999.6690293,-0.3309706623,30.67795696,0.677956955,5.125434552,-4.874565448,49.99999998,9.999999984,30,-10,999.6720821,22.44230422,11.39456359,49.120985,30.01150797
D,20,True,1423.568315,731.6589985,1.257673476,16,0.1313913391,`ftol` termination condition is satisfied.,11,0.7526058849,0.0005577936082,0.7574837405,999.6690295,-0.3309704681,30.67656314,0.6765631436,5.126548807,-4.873451193,50,10,30,-10,999.6718009,24.20266404,9.944661538,48.79497492,30.03110729
D,21,True,1423.568774,731.6589979,1.257673679,15,0.1435155861,`ftol` termination condition is satisfied.,23,0.7547359796,0.0006433160577,0.757506486,999.6690295,-0.3309704731,30.67780496,0.6778049615,5.125428378,-4.874571622,49.99999999,9.999999991,30,-10,999.6722044,20.254377,12.27202537,49.6585604,30.05985119
D,22,True,1423.568813,731.6589953,1.257673696,14,0.2729040111,`ftol` termination condition is satisfied.,24,0.7547950458,0.000758671019,0.7575358734,999.6690293,-0.3309706984,30.67957009,0.6795700906,5.1240021,-4.8759979,50,10,30,-10,999.6697522,32.93483935,3.273984512,49.53498478,30.04036547
D,23,True,1423.569135,731.6589979,1.257673838,14,0.09804187062,`ftol` termination condition is satisfied.,29,0.7562355947,0.0006961328852,0.757520711,999.6690296,-0.3309704468,30.6785591,0.6785591048,5.124725075,-4.875274925,50,9.999999999,30,-10,999.6721818,22.05236195,10.3572884,49.59635747,30.0107274
D,24,True,1423.569294,731.6589967,1.257673908,13,0.1036797644,`ftol` termination condition is satisfied.,14,0.7528777845,0.0007755861735,0.7575412581,999.6690294,-0.3309705521,30.67975385,0.6797538452,5.123722992,-4.876277008,49.99999999,9.999999994,30,-10,999.6707902,26.72078436,8.768691945,48.86075044,30.03459762
D,25,True,1423.569311,731.6589996,1.257673916,8,2.489600512,`ftol` termination condition is satisfied.,25,0.7554646295,0.0006486858925,0.7575086857,999.6690297,-0.3309702992,30.67782714,0.6778271394,5.125307511,-4.874692489,50,10,30,-10,999.6704564,24.65642746,10.03371988,49.330716,30.17180593
D,26,True,1423.56935,731.658997,1.257673933,12,0.08145355311,`ftol` termination condition is satisfied.,3,0.7508348447,0.0007735324221,0.7575408616,999.6690295,-0.3309705269,30.67971352,0.6797135226,5.123740109,-4.876259891,49.99999999,9.99999999,30,-10,999.670604,26.35492915,8.168542447,49.66398296,30.067006
D,27,True,1423.56952,731.6589998,1.257674008,9,1.739695093,`ftol` termination condition is satisfied.,27,0.7559168914,0.0006737167677,0.7575156115,999.6690297,-0.3309702675,30.67817132,0.6781713153,5.124962149,-4.875037851,50,10,30,-10,999.6710274,21.45487189,11.92622349,49.79114045,30.16462034
D,28,True,1423.569594,731.6589984,1.257674041,14,0.08597223283,Both `ftol` and `xtol` termination conditions are satisfied.,4,0.7508349033,0.0007499058509,0.7575353885,999.6690296,-0.3309703863,30.67931312,0.6793131153,5.123996482,-4.876003518,49.99999999,9.99999999,30,-10,999.670657,25.60449391,9.480563536,49.07253332,30.02207445
D,29,True,1423.569632,731.6589999,1.257674058,10,1.905704092,`ftol` termination condition is satisfied.,5,0.751116513,0.0006864797999,0.7575190777,999.6690297,-0.3309702532,30.67835155,0.6783515544,5.124790328,-4.875209672,50,10,30,-10,999.6706163,25.2444823,9.910669244,48.98786489,30.02217157
D,30,True,1423.569728,731.6590003,1.2576741,12,0.005820743441,`ftol` termination condition is satisfied.,19,0.7536881295,0.0006920663248,0.7575209714,999.6690298,-0.3309702157,30.67840309,0.6784030894,5.124690521,-4.875309479,50,9.999999999,30,-10,999.6722341,28.70929632,4.2423538,49.73258676,30.001569
D,31,True,1423.570277,731.6590003,1.257674343,9,0.8097064965,`ftol` termination condition is satisfied.,31,0.7563451301,0.0007870985259,0.7575464303,999.6690298,-0.3309702028,30.67977103,0.6797710299,5.12343455,-4.87656545,49.99999999,9.999999992,30,-10,999.6714132,28.15374228,7.644696046,48.18002548,30.11342476
D,32,True,1423.570623,731.6590006,1.257674495,12,1.717128618,`ftol` termination condition is satisfied.,13,0.7527481573,0.0008408362911,0.7575609502,999.6690298,-0.3309701803,30.68053578,0.6805357819,5.122716577,-4.877283423,50,10,30,-10,999.6700752,21.708197,12.54163277,49.90211103,30.01851314
joint,1,True,3618.540816,1772.200526,1.417850646,10,0.3613852578,`ftol` termination condition is satisfied.,28,1.020596901,0,0.7392399169,999.6660978,-0.3339021755,26.12232973,-3.877670271,10.83181639,0.8318163909,50,9.999999996,30,-9.999999999,999.6660546,24.32515564,11.84840386,49.97568958,30.01967752
joint,2,True,3618.553264,1772.20054,1.417853084,11,0.6475393177,`ftol` termination condition is satisfied.,9,1.019090906,4.032159447e-05,0.7392478042,999.6660993,-0.3339007208,26.1216334,-3.878366603,10.83143003,0.8314300292,50,9.999999998,30,-10,999.6617345,27.30452573,11.82405028,49.99891582,30.01054157
