,L_fft_um,PSS_nominal_nm,HSQ_nominal_nm,SOC_nominal_nm,TiO2_nominal_nm,fft_spectral_centroid_um,fringe_visibility_global,fringe_contrast_std,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
PC15,-0.0029250418875433827,-0.00045617751478171757,0.0019232359009168848,0.0005404191265011678,-0.009253468757635346,0.04307503244550063,-0.0017442667700188295,0.14257194149257343,-0.006186579696607088,0.0022068288086770065,0.0006806328975812623,0.0025458078786099914,-0.00028557919156882493,0.00039996831908847244,-0.0027269968922710385,0.002878239149653997,-0.0008567763559087565,-0.00035707028433074734,-0.00016887632221528816,0.001620609438624135,0.00048296939311456876,-0.0014531875853051079,1.0,0.0008414643767876247,-0.00043672850818504976,0.0005228409605107136,1.3081179069754542e-05,0.0019510455314013652,-0.0005291746858619147,-0.0010347811116471117,0.002281639890498727,0.0020980786705018023,0.0023167327493363522,0.0018033936547817825,-0.0010344618897191247,-0.0027330597140441796,0.002066871536463285,-0.0043476021312342595,-0.0015133584412818642,-0.0006086931368798575,-0.0006195998041773613,-5.435264488787162e-05,-0.0014766078335320557,0.001239790909944617,-0.004791654672578132,0.0038331666367692483,0.004348673803325854,0.0027939648405805634,0.0004028809547731709,-0.0008573017989420302,0.0006401743899675874,-0.0020832665694932168,3.818678887300014e-06,0.001024278343753521,-0.0022998635012740007,-0.0005801729388075003,0.0008331765153142861,-0.003189600790912723,0.004053367800584454,-0.004128907506113351,-0.002512738623667521,-0.0009456447955204708,-0.00028670740915416273,0.0017856582541160035,0.004350932611442608,-0.00018004643918394272,0.0012764975328793725,-0.0009562734287638195,-0.0038605290724740295,0.0012215954635014731,0.001747399620828157,0.0007351550373283185,-0.001717407025158977,-0.004326201360797614,-0.004013621417279575,-0.0008497030176166174,0.00032456225153198147,-0.003212425939396309,-0.0005426479064950214,0.0030425853615081207,-0.0016226802420234914,-0.0013286713231321252,-0.0009088299293215557,0.004335467437801201,0.0015574124402257328,-0.000978946974788629,0.0034167254008174138,0.0050244346034411394,-0.003438455679916694,-0.0017843503557355806,-0.0010925223387143346,-4.764816619310054e-05,0.0011887115171111248,-0.003081591614486343,-0.0011573091211048428,-0.00023572012541588774,0.0012003831669893234,-0.00033654019197292516,0.0018341952067607594,0.000567260989544468,0.0034678853323374084,-3.3632438305577803e-06,-0.002808654013188531,-0.0030548986670712965,0.0008731826245831552,0.001064843829250223,-0.003940957817681434,-0.0018141690936691434
PC16,0.03693114774670793,0.038954153784792424,0.1372791418204197,0.14434972142834368,-0.13295517968710308,0.06113608916776372,-0.03469242111784359,-0.18871560953182515,0.0009294712892400405,-0.004554327418270508,0.000295124347264131,0.0029026527841733004,0.002081024674326436,-0.0032236359428364516,0.001451312114622248,-0.0007421979540665781,0.001413957270880113,-0.0009798580015967732,0.004386965004375987,-0.001491127095405316,-0.0022136114722759535,0.003923973616070361,0.0008414643767876247,1.0,-0.0033007113361788933,0.0001386311442882478,0.00018951616104218505,0.0033859527555453336,0.0008397627174567081,0.0017095035435940227,0.0012128651041353193,2.299555638168089e-05,0.0007590672684305779,-0.0017967606253715494,-6.170524466647731e-05,0.0017767817140066295,0.001216395023012026,-0.002887003689731799,-0.0030100984422389244,-0.002319644684458041,0.0009095226679852695,0.0012231699358103668,-0.0023076504468050683,0.0010729250803037903,0.004590592516033558,-0.0011798507198767301,-0.004822389944178234,0.003819689659583864,-0.004603981863819483,-0.00315038725336944,-0.0030294346045956454,-0.0016877872051191812,-0.0002279879475194278,-0.003973348508161715,0.002824984589377747,0.005518875799887312,-0.0006705090433018851,0.000928551716382102,0.002872905671208152,-0.003299052645721636,-8.530516545565591e-05,0.0035239050800166065,-0.0014190947983961895,-0.0014992538029899155,-0.002550561923119253,-0.003208855248317128,-0.0011457420605225119,0.0024485191623733597,-0.0011764936236971755,0.000948757560431156,-0.002622594467770296,-0.000308045011135191,0.0013450016649082567,-0.0005793583859660708,0.0008010735328514219,-0.0015575236375185175,-0.0027791661277146934,-0.00044991674102706764,-0.0019800085503180716,0.004012320657905727,-0.0033621093981618952,-0.0018694296431165855,-0.002466239722239811,-0.0010745398577430866,0.004688295053602129,0.0005349855210565883,-0.004065988763529081,-0.005825521994366643,0.002158025081990906,-0.0012574884129247853,-0.0022547036168998626,0.0017193823467223242,-0.0003188767945569728,0.0009040256082945164,0.0016788982126447818,-0.00436926682880951,0.0017440286604271536,0.0010805184659321548,-7.048948709432494e-05,-0.0036803066408790173,-0.0018748616942185347,-0.0002975169616371413,-0.001817281027726985,-0.0016249427824977284,-0.0022733047239374927,0.0015108811156320744,0.00033416637931129814,0.00034773249980167147
PC17,0.003121867286530487,0.011086020995940103,0.03261459286505421,0.03519050423531756,-0.03154683437329831,0.030544292751045147,-0.013069370680308843,-0.06302815389617339,0.0031988243219922764,-0.0012208346711210737,0.0006588095273265492,-0.0013623020415591733,0.0004006587588405178,-0.0028075673657357593,-0.00110332785177607,0.0005757150637546603,-0.0002153506418621987,0.0007894096767327177,-0.0020198851975344336,0.005414739221385799,0.003447598917094713,-0.0012279788821806452,-0.00043672850818504976,-0.0033007113361788933,1.0,-0.0008436854953841048,0.0023485897307104976,-0.0005865908908106113,-0.0002969742295813702,0.001660223508702207,-0.001111299145482422,0.0030712216939373363,-0.0020146866451951754,-0.0012885299403924701,-0.0010798943610788533,0.0017386748097086148,-0.002093769939077941,0.0029564792091013137,-0.0032746115845521543,0.001302748936184268,-0.0018679287359891672,-0.0004021529195091357,0.0029990188001359987,-0.0002995364301052792,-0.004601902654842702,-0.0004816738144514541,-0.0018371200311261542,-0.004274965232033278,-0.003628403519611551,0.001717717254600757,0.0016931991527053434,0.0007364209513494863,-0.0004103898658385631,0.0037022331404760883,0.0018523716866558114,-0.0022819824231102414,-0.0009111724379269279,-0.0012643898658866088,0.0030158924706606867,-0.00014311081987400476,0.0024504801479491756,0.001548405703048826,0.0025320510814686287,-0.0018285114486164082,-3.64682933031944e-05,-0.0018692542594842948,0.00018904171169761245,-0.0024829780301023866,-0.0018860491732931785,-0.003075739941320521,0.002122606987299756,-0.0030267372012176457,-0.00033531051710451975,0.0005154581611666527,-0.0019809459725617855,-0.0005477111783237321,-0.0018798948515474359,-0.000409062185288026,-0.0018360801186095939,0.0010196821245610278,-0.0005445216525443405,-0.0003954467540467036,-0.0020112274705642555,-0.005120059221905696,-0.001622617044924861,-0.0014122898860309428,0.00024239977528402526,0.0005244915008786222,0.00038392284789286435,0.0010153266192525694,-0.0010121101022558864,0.00222646542229384,0.0023491495728872173,0.0051918315081083575,-0.0005110848998454977,0.0033296472132531623,-0.0003351084579635666,0.0017185802022560669,0.0009240093540152059,-0.00018946484482394957,-0.004032596347107706,-0.0008507897965345197,-0.00039434446611414606,0.0012919130758644378,0.0001539848436638242,0.00509268286030536,-0.001195720422181415,0.0014116456928912862
PC18,-0.01536084502172118,0.04799602268414582,0.1721048640476769,0.1706122584017161,-0.1630355695984216,0.0928503072961878,-0.03689324177492444,-0.08010093458431664,0.0019050498259473056,0.0015001402130556114,-0.0019897464404487995,-9.996407350188652e-05,0.002210735109820877,0.003437717516474845,0.0022962935832007768,-0.0020841287140948446,0.0012503269811895478,0.004699946624912685,0.002750262405798761,-0.0015667688540958139,0.001720171525231636,0.0004399978617410528,0.0005228409605107136,0.0001386311442882478,-0.0008436854953841048,1.0,-0.0034140607652781785,0.0002612073669405077,0.0016636422994653422,0.005979982103414127,-0.004048399246747078,-0.0032078031777322993,-0.0043448800316002465,0.0029843566500691865,0.0015512265630200975,-0.0009607251323814538,-0.001020219054578281,4.2803511105871015e-05,-0.0007559866623288441,0.0008600734482016178,0.0012472106565069576,0.00758725345429554,0.00015551305812836212,-0.004113342189314629,0.0029346845907142764,-0.005696279753633915,0.0009504108329909902,-0.0010186045477944222,-0.0007378169027124782,-0.001265775596578657,-0.00144938393481886,0.0012086747869244866,0.002206467107776631,-0.004345398459559159,0.0025771034692695922,0.0003354969933061856,-0.0026013599834198674,-0.0009293359994937148,0.0018426325767675394,-0.0013736311263588272,0.0005653792471113636,-0.00037085674602129636,-0.002147929649519781,0.0035283195753270987,0.0006451414555578462,-0.0013431569288432916,0.0023093317982623178,-0.0047432063184713125,-0.0035784582112718508,0.001389917673495134,-0.0034847580467186573,-0.0032877250778760633,0.001934274963804575,0.0009608296539305109,7.105068111671811e-05,0.0014983150840498101,0.0036746151973133137,0.004455051203143497,0.0020124640365952575,0.0016867463938443877,-0.0014580215488577736,-0.003950878908090827,-0.0011378314978179034,-0.006605381328043488,-0.0029573521805143534,0.0034498157660336304,0.0010468796476389578,0.0021587742552312337,-0.002159840689905941,0.0022029629133200716,-0.0006931736578799439,-0.0026653399514392465,0.0028851665443318823,7.821119419518715e-05,-0.0011322977741724306,-0.001260218212363136,0.0018788245803079522,-0.0003665249973493122,-0.0011488090799401521,0.0006557860755312275,-0.0006579245950466432,-0.0009528889926538502,-0.007096499642983087,-0.002667056613930183,0.0016892371064195699,-0.0019805537237258136,0.001287066861554939,0.00660853676160616
PC19,-0.03331563487280097,-0.004977219260491824,-0.025010166778185964,-0.003514405648783137,0.010873198949542454,0.011427406498773796,0.0028179428340294964,0.06795823310433681,0.0017382168392860815,-0.0013365690810499234,0.0007031809616707251,0.0018800124724883168,-0.00020498048591275825,-0.002119306896853854,0.005822695704925789,0.0006492786917353044,-0.0016011874482139993,-0.0015314624816294968,-0.004185712613337558,-0.0003394187415440401,0.002336742421514648,0.001089639253184162,1.3081179069754542e-05,0.00018951616104218505,0.0023485897307104976,-0.0034140607652781785,1.0,0.001682732728057126,-0.0027203354485709477,-0.00247643481787587,-0.0021074680958769665,-0.003106701987498601,-0.0006304676236935981,0.002393895401359572,0.0011780228566556855,0.00027207680078837355,-0.0017759226211654698,-0.0019081929629933268,-0.0013442731351482903,-0.001490087791792631,-0.004042224359418229,0.00016605523056377412,0.0008542859775296158,0.003184429819634331,0.003859579806224294,0.0020965938338837102,-0.00424445095448216,-0.004124546413809328,0.0007598349704564724,0.004067621486603393,-0.001053669046067841,-0.0016546689402309937,-0.00038033098099829097,0.0009111689918191064,0.00012164581821812981,0.002298728623140416,8.660654065453166e-05,0.0008211410683560212,0.001380070030905847,-0.0034513110284955517,-0.0007199326671041307,-0.001097357635824638,0.005992445059653339,-0.0005176683230456439,0.001717342938607879,-0.0034935983379119203,-0.0012782129092740757,-0.0012939453965407262,-0.0024443474161299087,0.0071034698121662,0.007399386814893881,-0.003473307826121435,-0.00121376371528882,-0.00026947937634403237,-0.0020279134246475403,0.0035658313060452224,0.0008407372256338629,-0.0011783604726113164,0.002991668160535903,0.0005866698193641712,0.0017893952991347517,-0.0024018325084811496,0.002679525529264112,-0.0018477056882933336,-0.0038269073904539375,-0.0008072993619548248,0.003565851094473282,-0.002922163562502862,-0.003434148576956044,-0.0004394972018511335,-0.0013831450434333245,0.002362917553101973,0.00236727456738927,0.0011536888626828105,0.0006287741739465561,-0.0011440786793149593,0.0017564509068914921,0.0004748619470772013,0.0006938808547949671,-0.0031173922683321,0.0027382050959780585,-0.003521958269736341,-0.00035468146116077463,-0.00029255865887427496,0.000730218162417163,0.00028684765209925617,0.001721213693957204,-0.0015281021069959563
PC20,-0.02948314590747355,-0.01065437422126543,-0.05725682395812684,-0.049953081577252284,0.052583730367845256,-0.020588517627914513,0.011651471892573723,-0.0016052541331332563,0.002386422102388226,0.0006214958292942418,-0.0020409148970580372,0.0032955676064647843,0.0007366041362763345,0.0046412372047833035,0.0009633731558760024,0.001907554240945331,-0.0030791786831890298,0.0005289795543405731,-0.0016851504003911584,-0.0031762719701255437,0.0006990909131723234,0.0006961361299935731,0.0019510455314013652,0.0033859527555453336,-0.0005865908908106113,0.0002612073669405077,0.001682732728057126,1.0,-0.0020756116697887086,0.00028729428860149584,0.0023518137061544647,0.0011868780139104,0.00043717423850386463,-0.0026985551138561615,-0.00029481775252074456,0.0010184853386719294,0.0008643989510206488,-0.0013388405901459627,-0.0020161779434540897,0.0009508960279769122,-0.0005087998967619622,-0.0024964473179962593,-0.000917762018456264,-0.004239777174411905,-0.0001833687777609659,-0.001124893292164303,0.0011837306930193533,-9.514709041088763e-05,-0.0028348482606552834,-0.0014048493538209685,-0.0007096178562143515,-0.0003881697973945944,0.0018644327717029414,0.0010104939138017958,0.0004738381114095198,-0.0016290575495666636,0.00026373136817342514,-0.0001982161764302101,0.0008244720266257804,-0.0035682868139820106,0.0014166256248790046,-0.0012422987912108455,-0.0007247703059174958,0.002225994337517203,0.0028084342243003837,-0.001260351177706459,0.0010551495583640226,-0.0030280119814353602,-0.004305211468649991,-0.0010871420429657288,0.0021112884706844283,-0.0015328357243857783,0.004673823528956026,0.0015056453189233078,-0.00046896526530235165,0.0012146992332181812,0.0013203292949905793,-0.0002663434384327802,0.0027424855027377653,-0.001890762148932603,0.0031464753752923737,-0.0009996535857691555,0.0013560320257290297,-0.003533164950376772,-0.0027976655843409033,-0.0008120865896055964,0.0018861761696428484,-0.003850148146810713,0.0006494042698874777,-0.0035871210869630075,-0.00397391843169539,0.0005202908602373899,-0.002097100443422142,-0.004119145761264514,0.004188053120649144,0.0020985698105579825,0.0006807934152698162,0.001656706381401045,0.004258836261486302,0.0007681640590323547,-0.00021747256016276155,0.0025435774537671974,-0.0030493224354329117,0.0035423326755423127,0.00030401459346192616,0.0010891708516820502,-0.0006227158777452486,0.002703055243969946
PC21,-0.003482050397753952,0.016127764387777185,0.06961669450865166,0.06712898489341425,-0.06672737027616545,0.02492350584349058,-0.004912105344609404,-0.004408948630260968,-0.0005434549208965045,0.003186031983418574,0.0008123912959967665,-0.0017028085468073838,-0.0018496035852456764,-0.004229076673935028,1.840078925827836e-05,-0.0025641066365790282,-3.487532725584944e-05,0.0004929277908146211,0.0020563353185429996,0.0022739444376937644,0.0014888221365825874,-0.001704860192995327,-0.0005291746858619147,0.0008397627174567081,-0.0002969742295813702,0.0016636422994653422,-0.0027203354485709477,-0.0020756116697887086,1.0,0.0029671516417290114,0.0024372170140573766,0.003433978480614818,0.0031940424190081123,-0.0034549977229981718,-0.0007805666008892493,-0.0002738540921885492,-0.0004761223722951747,-0.0007235484961534103,0.005106808618743072,0.0020903056780160367,-0.0024969067797563386,0.001082281244599468,-0.002384529350970356,-0.0013716291792055058,0.00023079625525178292,-0.0018761604935989952,-0.0009558367673721517,-0.0001979233176467566,-0.0015821334556593177,-0.001635566514515885,-0.00421389518971699,0.0018054058623678862,0.0025960831267966417,-0.00028313738794441204,-0.00456748592665754,-0.0038413974338836524,0.0006973082970416264,0.002879623581848921,-0.00116764013570758,0.0019534355238035725,-0.00020224161308689015,-0.0011477231131889211,0.0011213953063468,0.0008688296366730988,-0.0001826541364557731,0.0026540922105993104,0.0027274324718662177,0.0037717259082329876,-0.0030961063781410453,-0.003235198442036988,-0.0039871053107058685,-0.0005571053354208842,-0.002305271520276003,-0.0019271748071297526,0.0022737544172769775,0.0005945638368411597,-0.0019520183814410955,0.002693508642089855,-0.0034989273222547526,0.0018264073000265107,-0.0006964252243558069,0.001659324674914134,0.0025195132210829997,3.441741281676123e-05,-0.003502789788187107,0.0024450384792631032,0.002329608753074601,0.00029575876191894745,-6.302152082686809e-05,0.003289469331772556,0.0018366992805668623,-0.0005433877740350297,0.0008954251434116801,0.0013792265644385537,-0.0006968026297326318,-0.001537043076336295,-0.0038760035743499073,6.193131809424384e-05,-0.001963009964418686,-0.0009952664958199743,-0.00036825259601820854,0.0003627199447593645,-0.002664655663615391,0.0009365243787464255,-0.0014412450851551749,-1.6832992915101485e-05,-0.0006348474416451996,-0.002751776757599546
PC22,-0.010671614989940448,0.006755376042525973,0.02864794300689357,0.035341235550798045,-0.036131280137434996,-0.010729622850919964,-0.003572902810401702,0.05484550410497536,0.0018385089870626616,0.00018563132524307324,0.0001184746965035311,-0.0011872510632825624,0.0005461736282944317,0.001312454024041988,-0.00323885172833633,-0.0018867179328460914,0.0034204903111957692,0.001627883492474254,-0.0037698422943054683,-0.00014312462395185807,-0.002460043553350941,-0.0002655258495089396,-0.0010347811116471117,0.0017095035435940227,0.001660223508702207,0.005979982103414127,-0.00247643481787587,0.00028729428860149584,0.0029671516417290114,1.0,0.0010554317672809268,0.0013856652935053267,0.0006215004126896792,0.0029837399783251297,-0.0036621463445605956,0.0028454759335600397,-0.002670048915221477,-0.0019001585503182895,-0.0003213325753536996,-0.001659911562481139,0.003551709534325102,0.0012221115348075,-0.0028974612110538233,0.0009644898759035057,0.0012021984243138384,-0.0054070746877852805,0.0005095127397754629,-0.002751594760879459,0.0047877200283573985,0.0034634809401641133,0.004160890611816339,0.0015669903514537128,0.0009559287419804767,-0.0015060044786265807,-0.0012781764023558637,-8.47946612461912e-05,0.0025980461136687646,0.0016577510117421076,4.347645958755229e-06,-0.0004954367299685938,-0.0003804727917428094,-0.0029664192692647542,0.00011572972638644664,-0.0026705008712917715,-0.001087786106881011,-0.005620304693374818,0.0010797535534490164,0.0011636281836224223,-0.0006248995155210077,0.0005991099832053106,0.0002991549572424581,-0.00480646485213521,0.0002446593175054744,0.0006748351520337126,-0.0016061917184550434,0.0004491242692577659,-0.0016081059357089204,0.0037501807596336586,0.002409913026190385,-0.003213328106962822,0.0020952311049097054,-0.0026220750949127133,0.0005486928851187216,0.0006263356055462301,-0.0007741002500676232,-0.0010089890517776389,0.0015270705418276465,0.0020357650333226803,-0.0010845582935221302,0.00270919588314672,0.001964776639087605,0.0029141900380222846,0.002733726767091741,-0.0005935291497180567,-0.00039325047656365344,0.0016145251610064895,0.0025873239867090646,0.00031410059432019277,9.048171495983823e-05,0.00018788340085181178,7.78355404753334e-05,-0.000655022009425744,0.0023759299327066183,-0.0012761035076859447,-0.00036177451441179054,-0.002842788909984673,-0.0022952678094568693,-0.001267128958414779
PC23,-0.022063666867554847,0.0015885159713362065,-0.0031827856285065134,-0.003371461917809977,-0.009981212074623507,0.009630907785580506,-7.98141399821541e-05,-0.07130914711299738,-0.00038639145686713265,0.002991450720960676,0.0008258527150369552,-0.005695859042290412,-0.0010414258751146666,-0.0024362762722022267,6.503699240572145e-05,-0.0013969247106856099,0.000605172520647511,0.002577750197271013,0.002824690655692827,0.002095587620626194,0.0002225444882540998,0.0005702228457089377,0.002281639890498727,0.0012128651041353193,-0.001111299145482422,-0.004048399246747078,-0.0021074680958769665,0.0023518137061544647,0.0024372170140573766,0.0010554317672809268,1.0,0.0019518777278455625,0.001618847251726715,0.0045867403468860595,0.0016473330605548833,-0.001951149718145732,0.0032999199585700793,-0.000640881207468152,0.0025075315893622915,-0.00015151065799783828,0.002239062074727561,0.0020674061474802823,0.0004432364455115839,0.0004942786702747607,-0.0013307432224602992,-0.000706679943519368,-0.004204120793585373,0.0032130237297007215,3.799562840133502e-05,0.0005714103569167098,-0.00021053927875092378,0.0033445475675213414,0.0026314198894427545,-0.0027022020969014594,-0.0001992120522139181,0.0025029299465712993,-0.0015912948747030468,-0.0007896718376866791,-0.0032062487733395474,-0.0005858627286487954,-0.001672870697015072,0.005688706071348901,-0.00042811468795124225,0.002973013521944948,0.00505601696385158,-0.002974952353635075,-0.0028712105505821275,0.0010018631221427351,-0.0017481646542547183,-0.0006136649314451247,0.0020763193279442417,-0.004149046361032141,0.004136948526502301,0.0032477239548562827,0.006346881781850041,-0.002385076909618255,0.0037563710800833125,0.0016330437190021903,0.0017179421703171817,0.00526442885179823,0.0006629681762922902,-0.002384120981532114,0.000860685753364826,0.0007944556156623213,0.0034749494517061197,-0.0025669342864171854,0.0030260872174022817,-0.004335089257428449,-0.004165419237011651,0.0007380962367077807,-0.00417294841638433,0.002745248470564875,0.0001882248235308257,0.00757302274379859,0.001854847543902585,0.0014296868505174493,0.002555770221210768,-4.3593696832722995e-05,-0.0005161251845683994,-0.006246782665958466,0.0014784023320883466,0.0024807887808025765,0.0016570534622760843,-0.0014271614479896314,-0.0008620022187406665,0.0021244861372441454,0.001898332389653874,-0.0030355963920612804
PC24,0.017115936198639454,-0.0006085927062547146,0.0061781102923506095,-0.001959237765857501,-0.003886265010819428,-0.01678947837410505,-0.00368451067176003,-0.016656000001813758,-0.0028529089574829713,-0.0010498452182943706,-0.0002442241926497096,-0.0023236235488748713,-0.000801823142624234,-0.0014959471319192657,-0.0017486327596199385,0.001692984994796035,-0.002337101584108919,-0.00036153685745330956,-0.0014238996199103964,0.001917841754495242,-0.0012802207262310372,0.0008653649546670359,0.0020980786705018023,2.299555638168089e-05,0.0030712216939373363,-0.0032078031777322993,-0.003106701987498601,0.0011868780139104,0.003433978480614818,0.0013856652935053267,0.0019518777278455625,1.0,0.0024497584462054587,-0.006290417878362471,-0.0021978832958806055,0.0003070286939681085,0.0027080953145512832,-0.005066744907648716,0.0009186937387823437,0.0014578007074966602,0.0008453191935360951,-0.0016147253875303117,0.003899929356854083,-0.0017328575521748128,-6.667854239423646e-05,-0.0015023353065266062,0.005647137853843515,0.00015368060788861052,0.000715482087002152,-0.0005836505332417819,0.0040000901078992585,-0.0011138320963154013,0.0006779136437915321,0.0015216569142696397,-0.0004924516498529825,0.002040593645885646,-0.0017538785251388876,-0.0018396339192692601,-0.0038015949367111164,0.0013492293833114917,-0.000927667782955172,0.0029574726633370403,0.0019014686103630688,-0.0006201424657422669,-0.0009077269368103607,0.0011119120121251228,0.0009672204649743918,-0.0032309714859234343,0.0017866703177753514,-0.0016966803932274043,-0.0010409755110217086,0.0007704570028567495,-0.00239250571701569,-0.0010055390967429263,-0.00527469053129635,-0.00019918430573947148,0.0005276853153365772,-0.0003793285774119063,-0.0023514927883996075,0.002029207481878443,0.000234875806809334,0.0011688565206048383,-0.0009193464923564329,0.0015284751440349722,-0.0010887105487504597,-0.0022178130551183117,0.0012269694241649302,0.002975689294638404,-0.0035912129984159258,-0.004107441671988962,0.0007188010996060459,0.0018954863326904928,0.00443337178711874,-0.0003120004617621907,0.0023498655942749054,-0.0015729171930240397,-0.00022759939580007039,-0.006935800967295503,-0.0023886628688756717,-0.0016175024931060315,-0.00125234054887962,0.00042187156935866627,0.0031228859747661967,0.0028996298101185082,-0.0004701053238006918,-9.496654476418129e-05,0.0015488963499962162,-0.0015080716529755828
PC25,0.009388366163274181,-0.001727937593521894,0.0004302607622779248,-0.004774750054832658,-0.0029285385793778665,-0.006446373890905787,-0.0010079599721058569,0.040460333962916976,0.000712764915055352,0.005252584486630109,-0.0022797836499811523,0.002414444942100094,-0.001436236676517795,0.0007159184644523296,7.251247247206332e-05,-0.001591266552395668,-0.0023062906119204127,-0.0007011339461171072,0.005363853075655036,0.002201483325615109,-0.00023707874074059267,-0.0007561409042906178,0.0023167327493363522,0.0007590672684305779,-0.0020146866451951754,-0.0043448800316002465,-0.0006304676236935981,0.00043717423850386463,0.0031940424190081123,0.0006215004126896792,0.001618847251726715,0.0024497584462054587,1.0,0.0010630930334159054,0.00279986483325393,-0.001178560392699679,0.0025266872301568837,0.006446469527904765,0.00046106218054761135,-0.000653216993147902,0.001802420959736437,-0.0016291319940537812,-0.00021514328300037758,0.002425665610245294,0.0009014068735145115,0.0025662945467360217,-0.0012456463801277797,-0.000495671045092947,-0.00023028805576813242,0.0031092449144957722,-0.004332299610120746,0.004578502012760333,-0.002659392039256544,-7.285699275312062e-05,-0.004782312755208615,0.000881166706260781,-0.0030716865932866565,0.0009278968181549958,0.002697502542133518,-0.001995575652255299,-0.001046189334151236,-0.0011044117806557278,0.004378039022289336,0.0008463230060232901,0.0009698257230809147,0.0015608824186354592,-0.004533025447772818,0.0015643069087025773,0.0016159103643027613,-0.005352759004362921,0.0019883811877025232,9.072726290279084e-06,-0.0017465297999873079,0.0008264292087119444,-0.0004449509567659871,-0.0036749258872170705,-0.0025940660660187416,-0.0008761448511259241,-0.0012455255516159382,-0.0031467575165458946,-0.00021504293151399154,-0.0017035731570331438,0.0035319970537407647,0.00037441069052176687,8.59560659001484e-05,-0.00026931159347806714,-0.0013370439608904618,-0.0006475050293568903,-0.002931852200081882,-0.0033620479408346038,-0.002210768648816933,0.002168741135429021,-0.0017691693217426257,-0.001311136053840083,0.0021997511347093546,-0.002113736397724476,0.0013259381385547337,-0.0015196582195069063,0.0022391769891715436,-0.0010765526707414905,0.00047981748607173934,0.0010456119445705417,-0.002740361138331055,0.0027123533805263303,0.003161764270340349,0.0014160595066150955,-0.0013953712816699142,0.00036733811136520925
PC26,-4.6053974907448106e-05,0.006869014405062456,0.009225655599405351,0.005897410810915683,-0.010026061392811604,0.005187563399822618,-0.00020534235785772825,-0.015863137677156268,0.001948594382197248,0.0008901738716878961,-0.002603006349110437,0.006220686259405481,-0.0003377639444355218,0.0008726842481799758,0.002447598087041423,0.003863252340833939,-0.0008082178517236076,-0.00015443060908620847,0.0019964469551696116,0.00014895300175172228,0.0032628890177469057,-0.003685910787863795,0.0018033936547817825,-0.0017967606253715494,-0.0012885299403924701,0.0029843566500691865,0.002393895401359572,-0.0026985551138561615,-0.0034549977229981718,0.0029837399783251297,0.0045867403468860595,-0.006290417878362471,0.0010630930334159054,1.0,-0.0007743450627707316,0.004066432510817841,-0.0014893397048728254,0.0015130509658050773,0.0038822945987022385,1.7937244610186284e-05,0.001520913490751412,0.002934340151632851,6.897313947900122e-05,0.0003776082788764437,-0.00058291870632352,0.0033775175247285393,-0.0005603832513923399,0.0009439462851224883,0.000986694397561637,-0.0041316380317781756,-0.0021282029298241626,0.0006483937465235103,-0.0012105808627161316,-0.0020223416721989527,-0.0009371520041022536,-0.000503788922881281,0.0020468327844443204,-0.0011515395899579226,-0.0004916998239305255,-0.0014575312574251547,0.0025133660462195143,-0.0040394511668227885,-0.001645203112696307,-0.002052060129124279,-0.0012550012276602868,0.0034174262143430987,0.0026694089841018645,-0.005146090457832366,0.0029982421519240596,-0.0012847635857793146,-0.0018780043927341704,-0.0002869688000069739,-0.00013440220684309736,-0.0024441485098823843,-0.0016215172751865745,0.0025956943318830097,-0.004374841119099245,0.003769744139823794,0.0011103094298132727,-0.0004346279663808531,-0.00449722285390509,0.002065153890677518,0.0017521196550581038,-0.004567675038557167,0.0007490414413856834,0.0006309112512769124,-0.0018374501142803675,-0.0022328484807987376,0.00024006248095592426,0.002778272664098119,0.0035698606088738543,-0.00013575810694689327,-0.002024601792006694,0.0026117300314288886,-0.0005228552297160196,0.0024483851013745667,-0.0027279093318470665,0.002217020750946731,-0.0015288814834110793,0.002837841413073167,-0.004182346422742634,-0.0037108585454040006,-0.003045760710581652,-0.004294834113111015,0.002383294396990153,-0.0015154923405556748,0.0030126680791207534,0.001953212596826641
