mode,success,cost,rmse_normalized,rmse_I,rmse_dIdL,nfev,optimality,condition_number,fit_Air_um,error_Air_um,fit_HSQ_nm,error_HSQ_nm,fit_PSS_nm,error_PSS_nm,fit_SOC_nm,error_SOC_nm,fit_TiO2_nm,error_TiO2_nm
I,True,0.002237055834,0.001574418902,0.0002850038258,0.01618083487,4,0.0009446119502,14764.91002,1000.000003,2.720061389e-06,40.03315877,0.03315876692,5.025915372,0.02591537174,49.97524093,-0.02475907096,19.98662487,-0.01337513437
D,True,0.0003004606264,0.0005769963117,0.0003514117581,0.003769849907,4,1.258052248e-05,20460.97581,999.9999984,-1.632152134e-06,39.97902087,-0.02097913439,4.936314242,-0.06368575787,50.048727,0.04872700262,20.01344163,0.01344163046
joint,True,0.003404469506,0.00137433051,0.000326251153,0.00567503609,4,5.358249696e-05,21981.90657,999.9999993,-7.173255199e-07,39.99120672,-0.008793277919,4.958520089,-0.0414799113,50.03110889,0.03110889356,20.00706326,0.007063259461
