sample_id,process_id,nominal_stack_id,nominal_stack_name,split_label,cavity_true_um,L_fft_um,delta_L_nm,H_peak,peak_count,film_HSQ_nominal_nm,film_PSS_nominal_nm,film_SOC_nominal_nm,film_TiO2_nominal_nm,film_HSQ_delta_nm,film_PSS_delta_nm,film_SOC_delta_nm,film_TiO2_delta_nm,film_HSQ_true_nm,film_PSS_true_nm,film_SOC_true_nm,film_TiO2_true_nm
1229,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.458,1001.3686815659839,-910.681565983964,797.4796752929688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1230,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.46,1001.3686815659839,-908.6815659838976,800.6009521484375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1231,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.462,1001.3686815659839,-906.6815659839449,803.5863647460938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1232,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.464,1001.3686815659839,-904.6815659838785,806.3344116210938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1233,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.466,1001.3686815659839,-902.6815659839258,808.7621459960938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1234,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.468,1001.3686815659839,-900.6815659839731,810.7919311523438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1235,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.47,1001.3686815659839,-898.6815659839067,812.3320922851562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1236,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.472,1001.3686815659839,-896.681565983954,813.2688598632812,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1237,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.474,1001.3874306285308,-913.4306285307048,814.1192016601562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1238,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.476,1001.3874306285308,-911.4306285307521,814.6214599609375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1239,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.478,1001.3874306285308,-909.4306285307994,814.2109985351562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1240,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.48,1001.3874306285308,-907.430628530733,812.8824462890625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1241,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.482,1001.3874306285308,-905.4306285307803,810.69091796875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1242,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.484,1001.3874306285308,-903.4306285307139,807.7568359375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1243,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.486,1001.3874306285308,-901.4306285307612,804.2572631835938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1244,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.488,1001.3874306285308,-899.4306285306948,800.4024658203125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1245,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.49,1001.3874306285308,-897.4306285307421,796.4057006835938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1246,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.492,1001.3874306285308,-895.4306285307894,792.4583740234375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1247,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.494,1001.4061796910777,-912.1796910776538,789.0069580078125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1248,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.496,1001.4061796910777,-910.1796910777011,786.9006958007812,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1249,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.498,1001.4061796910777,-908.1796910776347,785.1807861328125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1250,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.5,1001.4061796910777,-906.179691077682,783.8671875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1251,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.502,1001.4061796910777,-904.1796910777293,782.9652099609375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1252,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.504,1001.4061796910777,-902.1796910776629,782.4776000976562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1253,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.506,1001.4061796910777,-900.1796910777102,782.4037475585938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1254,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.508,1001.4061796910777,-898.1796910776438,782.7323608398438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1255,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.51,1001.4061796910777,-896.1796910776911,783.4348754882812,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1256,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.512,1001.4249287536245,-912.9287536245556,785.2616577148438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1257,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.514,1001.4249287536245,-910.9287536244892,787.85595703125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1258,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.516,1001.4249287536245,-908.9287536245365,790.570556640625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1259,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.518,1001.4249287536245,-906.9287536244701,793.2726440429688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1260,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.52,1001.4249287536245,-904.9287536245174,795.8192138671875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1261,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.522,1001.4249287536245,-902.928753624451,798.0737915039062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1262,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.524,1001.4249287536245,-900.9287536244983,799.9273681640625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1263,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.526,1001.4249287536245,-898.9287536245456,801.3087158203125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1264,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.528,1001.4249287536245,-896.9287536244792,802.1804809570312,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1265,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.53,1001.4436778161714,-913.6778161714574,803.3322143554688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1266,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.532,1001.4436778161714,-911.677816171391,804.4703369140625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1267,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.534,1001.4436778161714,-909.6778161714383,805.0861206054688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1268,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.536,1001.4436778161714,-907.6778161714856,805.2073974609375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1269,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.538,1001.4436778161714,-905.6778161714192,804.8851318359375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1270,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.54,1001.4436778161714,-903.6778161714665,804.1903076171875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1271,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.542,1001.4436778161714,-901.6778161714001,803.20654296875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1272,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.544,1001.4436778161714,-899.6778161714474,802.0157470703125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1273,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.546,1001.4436778161714,-897.677816171381,800.6802368164062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1274,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.548,1001.4436778161714,-895.6778161714283,799.2318725585938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1275,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.55,1001.4624268787182,-912.4268787182928,798.7695922851562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1276,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.552,1001.4624268787182,-910.4268787182264,798.1753540039062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1277,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.554,1001.4624268787182,-908.4268787182737,797.420166015625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1278,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.556,1001.4624268787182,-906.4268787182073,796.4898071289062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1279,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.558,1001.4624268787182,-904.4268787182546,795.3802490234375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1280,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.56,1001.4624268787182,-902.4268787183019,794.1007080078125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1281,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.562,1001.4624268787182,-900.4268787182355,792.6788940429688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1282,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.564,1001.4624268787182,-898.4268787182828,791.1693115234375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1283,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.566,1001.4624268787182,-896.4268787182164,789.6571044921875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1284,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.568,1001.4624268787182,-894.4268787182637,788.24462890625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1285,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.57,1001.4811759412652,-911.1759412651281,787.8572998046875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1286,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.572,1001.4811759412652,-909.1759412651754,788.27197265625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1287,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.574,1001.4811759412652,-907.1759412652227,788.9549560546875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1288,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.576,1001.4811759412652,-905.1759412651563,789.8451538085938,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1289,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.578,1001.4811759412652,-903.1759412652036,790.8506469726562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1290,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.58,1001.4811759412652,-901.1759412651372,791.8580932617188,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1291,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.582,1001.4811759412652,-899.1759412651845,792.7403564453125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1292,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.584,1001.4811759412652,-897.1759412652318,793.3681640625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1293,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.586,1001.499925003812,-913.9250038119826,794.5057373046875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1294,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.588,1001.499925003812,-911.9250038120299,795.7276000976562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1295,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.59,1001.499925003812,-909.9250038119635,796.4530639648438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1296,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.592,1001.499925003812,-907.9250038120108,796.7271118164062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1297,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.594,1001.499925003812,-905.9250038119444,796.6497802734375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1298,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.596,1001.499925003812,-903.9250038119917,796.3501586914062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1299,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.598,1001.499925003812,-901.925003812039,795.95703125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1300,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.6,1001.499925003812,-899.9250038119726,795.5761108398438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1301,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.602,1001.499925003812,-897.9250038120199,795.2791748046875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1302,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.604,1001.5186740663589,-914.6740663588844,795.7564086914062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1303,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.606,1001.5186740663589,-912.6740663589317,796.8729858398438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1304,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.608,1001.5186740663589,-910.674066358979,798.1050415039062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1305,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.61,1001.5186740663589,-908.6740663589126,799.4127197265625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1306,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.612,1001.5186740663589,-906.6740663589599,800.71044921875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1307,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.614,1001.5186740663589,-904.6740663588935,801.869140625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1308,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.616,1001.5186740663589,-902.6740663589408,802.7423095703125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1309,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.618,1001.5186740663589,-900.6740663588744,803.2072143554688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1310,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.62,1001.5186740663589,-898.6740663589217,803.19921875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1311,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.622,1001.5186740663589,-896.674066358969,802.7177124023438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1312,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.624,1001.5186740663589,-894.6740663589026,801.80517578125,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1313,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.626,1001.5374231289057,-911.423128905767,801.615234375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1314,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.628,1001.5374231289057,-909.4231289057007,801.284912109375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1315,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.63,1001.5374231289057,-907.423128905748,800.7265625,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1316,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.632,1001.5374231289057,-905.4231289057952,799.9845581054688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1317,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.634,1001.5374231289057,-903.4231289057288,799.103271484375,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1318,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.636,1001.5374231289057,-901.4231289057761,798.1211547851562,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1319,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.638,1001.5374231289057,-899.4231289057097,797.0562133789062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1320,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.64,1001.5374231289057,-897.423128905757,795.8917846679688,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1321,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.642,1001.5374231289057,-895.4231289056906,794.5767211914062,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1322,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.644,1001.5561721914527,-912.1721914526688,794.1229858398438,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
1323,1,0,model_000_hsq20_pss5_soc40_tio220,val,1000.646,1001.5561721914527,-910.1721914527161,793.5848388671875,1,20.0,5.0,40.0,20.0,-5.590566158294678,9.115569114685059,-4.702979564666748,9.080907821655273,14.409433364868164,14.115569114685059,35.297019958496094,29.080907821655273
