epoch,train_loss,val_loss,val_RMSE_nm,learning_rate,seconds
1,0.2677231705188751,0.27613952493667604,7.882320404052734,0.001,7.278645038604736
2,0.15213738250732423,0.28905022168159483,7.9959306716918945,0.001,7.501232147216797
3,0.14950664734840394,0.1587153935432434,5.827642917633057,0.001,7.515676975250244
4,0.14846814513206483,0.34469255185127257,8.799412727355957,0.001,7.163827896118164
5,0.14674117743968965,0.1945302003622055,6.483129501342773,0.001,7.177570104598999
