Wavelength_nm,Reflection
400.0,0.7093057819590187
400.01,0.6984339940880964
400.02,0.6224086567570398
400.03,0.4531888851870438
400.04,0.2525532722882415
400.05,0.3166207737694828
400.06,0.5307857280735462
400.07,0.6609914862205368
400.08,0.7092218143453967
400.09,0.6980984470526387
400.1,0.6218004751930925
400.11,0.45238794196350546
400.12,0.25242648451637284
400.13,0.3172888778171596
400.14,0.5310906981314653
400.15,0.6609868749391072
400.16,0.7090825067319686
400.17,0.6978909289564388
400.18,0.621569495919606
400.19,0.4522838041900277
400.2,0.25266087281721383
400.21,0.3172985088632367
400.22,0.5308149367043199
400.23,0.6607154219630087
400.24,0.7088886932158549
400.25,0.6978119998799929
400.26,0.621715763819066
400.27,0.45287425898199263
400.28,0.25325477948876174
400.29,0.31665365603196505
400.3,0.5299589961325603
400.31,0.6601763914170095
400.32,0.7086394633157369
400.33,0.6978602964347504
400.34,0.6222363756058347
400.35,0.45415498005700217
400.36,0.2542165260365643
400.37,0.3153627268648239
400.38,0.5285202230278032
400.39,0.6593665670228932
400.4,0.7083321630533758
400.41,0.6980325435295809
400.42,0.6231255130440128
400.43,0.45611949186572537
400.44,0.255564120478251
400.45,0.31343881145322866
400.46,0.5264928152602536
400.47,0.6582802373351196
400.48,0.7079623914034986
400.49,0.6983235760156331
400.5,0.6243744945651861
400.51,0.45875905416823765
400.52,0.2573247718701943
400.53,0.3109001856229763
400.54,0.5238678995413519
400.55,0.6569091628534506
400.56,0.7075239916679716
400.57,0.6987263694970918
400.58,0.625971845088899
400.59,0.4620624775105955
400.6,0.25953419855634097
400.61,0.307771052640164
400.62,0.5206336367143171
400.63,0.6552425249780377
400.64,0.7070090370091863
400.65,0.6992320793234597
400.66,0.627903384053239
400.67,0.466015884596819
400.68,0.2622357106439459
400.69,0.3040825225218597
400.7,0.5167753653595231
400.71,0.6532668566895188
400.72,0.7064078090621461
400.73,0.6998300864198718
400.74,0.6301523316042099
400.75,0.47060243660424667
400.76,0.2654790444018285
400.77,0.2998738250449093
400.78,0.5122757981383491
400.79,0.6509659548337556
400.8,0.7057087682382319
400.81,0.7005080483360562
400.82,0.6326994328227067
400.83,0.47580204630501743
400.84,0.26931892753553394
400.85,0.29519374596051173
400.86,0.5071152902283238
400.87,0.6483207740657848
400.88,0.7048985140231856
400.89,0.701251953582112
400.9,0.6355230995389788
400.91,0.48159110192947374
400.92,0.2738133605788659
400.93,0.2901022644324976
400.94,0.501272204905939
