,L_fft_um,PSS_nominal_nm,HSQ_nominal_nm,SOC_nominal_nm,TiO2_nominal_nm,fft_spectral_centroid_um,fringe_visibility_global,fringe_contrast_std
L_fft_um,1.0,0.0868908771937835,0.2132739291139871,0.17370717953036052,0.5407479332841113,0.27293344395749736,0.14256960075415268,-0.3220743252307226
PSS_nominal_nm,0.0868908771937835,1.0,-0.09386949389360813,0.025527325827005634,-0.054292855090942616,0.11805495702506741,-0.04416255885475805,0.20607792605544165
HSQ_nominal_nm,0.2132739291139871,-0.09386949389360813,1.0,-0.005338953517474089,0.12385564941223753,0.3032902135540745,0.015133057336017558,-0.2867532182473078
SOC_nominal_nm,0.17370717953036052,0.025527325827005634,-0.005338953517474089,1.0,0.047536089602800966,0.06001783281222149,0.04196203060099028,-0.6707338399792604
TiO2_nominal_nm,0.5407479332841113,-0.054292855090942616,0.12385564941223753,0.047536089602800966,1.0,0.3987769034239541,0.308574062902077,-0.3612754734486803
fft_spectral_centroid_um,0.27293344395749736,0.11805495702506741,0.3032902135540745,0.06001783281222149,0.3987769034239541,1.0,0.059227895041397714,-0.3001539118037598
fringe_visibility_global,0.14256960075415268,-0.04416255885475805,0.015133057336017558,0.04196203060099028,0.308574062902077,0.059227895041397714,1.0,-0.06316012074346314
fringe_contrast_std,-0.3220743252307226,0.20607792605544165,-0.2867532182473078,-0.6707338399792604,-0.3612754734486803,-0.3001539118037598,-0.06316012074346314,1.0
