Wavelength_nm,Reflection
400.0,0.04631391096589446
401.0,0.04430812306063976
402.0,0.042352547729624046
403.0,0.0404477730987481
404.0,0.038594305891219205
405.0,0.03679257377716287
406.0,0.03504292781558855
407.0,0.03334564497558191
408.0,0.03170093072399659
409.0,0.030108921667337734
410.0,0.028569688236029695
411.0,0.027083237399757716
412.0,0.0256495154031391
413.0,0.02426841051154187
414.0,0.022974059928970537
415.0,0.021931099181879493
416.0,0.020940112260856333
417.0,0.02000046486111356
418.0,0.019111481024298157
419.0,0.01827244514803881
420.0,0.01748260577258245
421.0,0.01674117921951647
422.0,0.01604735307921856
423.0,0.01540028954477483
424.0,0.014799128591111111
425.0,0.014242990999007235
426.0,0.01373098122448314
427.0,0.013262190114796174
428.0,0.012835697472946338
429.0,0.01245057447316822
430.0,0.012105885930397938
431.0,0.011800692427140682
432.0,0.011534052301537524
433.0,0.011305023500741895
434.0,0.011112665303970428
435.0,0.01095603991979751
436.0,0.01083421396241766
437.0,0.01074625981171121
438.0,0.010691256862023995
439.0,0.010668292664606466
440.0,0.010676463968666679
441.0,0.010714877665966753
442.0,0.01078265164384849
443.0,0.010878915551503908
444.0,0.011084916698397292
445.0,0.011366094928662203
446.0,0.011661404367288566
447.0,0.011970337900311321
448.0,0.01229239844756179
449.0,0.012627099143847364
450.0,0.012973963482601584
451.0,0.013332525424853778
452.0,0.013702329476225157
453.0,0.014082930734519146
454.0,0.014473894910336908
455.0,0.014874798323013545
456.0,0.015285227874038937
457.0,0.01570478100000313
458.0,0.016133065606976468
459.0,0.016569699988123583
460.0,0.017014312726230486
461.0,0.01746654258271566
462.0,0.017926038374591724
463.0,0.01839245884074505
464.0,0.01886547249880164
465.0,0.019344757493761418
466.0,0.019830001439493733
467.0,0.0203208999036541
468.0,0.02081715992408801
469.0,0.021318496694829537
470.0,0.02182463401569023
471.0,0.022335304288522883
472.0,0.022850248334591625
473.0,0.02336921521041971
474.0,0.02389196202267232
475.0,0.02441825374258501
476.0,0.02494786302039987
477.0,0.02548057000022841
478.0,0.025885167231208196
479.0,0.026146924359632832
480.0,0.026408468098081093
481.0,0.026669760287474822
482.0,0.02693076382769128
483.0,0.027191442662909716
484.0,0.027451761766720054
485.0,0.027711687127020587
486.0,0.027971185730726815
487.0,0.02823022554831906
488.0,0.02848877551824997
489.0,0.028746805531237103
490.0,0.029004286414460838
491.0,0.029261189915689854
492.0,0.02951748868735491
493.0,0.029773156270589816
494.0,0.030028167079258646
495.0,0.030282496383986994
496.0,0.030536120296212887
497.0,0.030789015752276324
498.0,0.03104116049755845
499.0,0.03129253307068829
500.0,0.03154311278782694
501.0,0.03179287972704527
502.0,0.03204181471280349
503.0,0.03228989930054593
504.0,0.03253711576141922
505.0,0.03278344706712454
506.0,0.033028876874912946
507.0,0.03327338951272929
508.0,0.03351696996451544
509.0,0.033759603855676
510.0,0.03400127743871569
511.0,0.034241977579052625
512.0,0.03448169174101019
513.0,0.034720407973996836
514.0,0.03495811489887223
515.0,0.03519480169450768
516.0,0.03543045808454168
517.0,0.035665074324331504
518.0,0.0356442930159392
519.0,0.03550705813123838
520.0,0.035371380116216065
521.0,0.03523722393243712
522.0,0.03510455495946177
523.0,0.03497333938991607
524.0,0.03484354421224787
525.0,0.03471513719382617
526.0,0.03458808686437342
527.0,0.0344623624997306
528.0,0.03433793410594379
529.0,0.03421477240367058
530.0,0.03409284881289905
531.0,0.03397213543797381
532.0,0.03385260505292474
533.0,0.03373423108709052
534.0,0.033616987611035085
535.0,0.03350084932274886
536.0,0.03338579153413105
537.0,0.03327179015774678
538.0,0.03315882169385482
539.0,0.0330468632177014
540.0,0.03290441897472193
541.0,0.03263113691647154
542.0,0.03236020871094861
543.0,0.03209161324907065
544.0,0.03182533012067008
545.0,0.03156133959082288
546.0,0.03129962257671276
547.0,0.031040160625031843
548.0,0.030782935889907957
549.0,0.030527931111359815
550.0,0.03027512959426799
551.0,0.030024515187863383
