Wavelength_nm,Reflection
400.0,0.24996096290392095
401.0,0.25111442925803373
402.0,0.25226223738290793
403.0,0.25340448381570263
404.0,0.2545412634807642
405.0,0.2556726696827036
406.0,0.2567987941015699
407.0,0.2579197267900115
408.0,0.25903555617229285
409.0,0.26014636904507543
410.0,0.2612522505798434
411.0,0.2623532843268808
412.0,0.263449552220702
413.0,0.2645411345868419
414.0,0.2655962349449618
415.0,0.26646212815204906
416.0,0.26732404194859094
417.0,0.2681820795080479
418.0,0.2690363372252908
419.0,0.269886908841489
420.0,0.2707338854973687
421.0,0.27157735578601394
422.0,0.2724174058051894
423.0,0.27325411920915144
424.0,0.2740875772599225
425.0,0.2749178588780069
426.0,0.27574504069252936
427.0,0.2765691970907723
428.0,0.27739040026710043
429.0,0.27820872027125687
430.0,0.27902422505601476
431.0,0.2798369805241794
432.0,0.2806470505749236
433.0,0.2814544971494546
434.0,0.28225938027600334
435.0,0.28306175811412826
436.0,0.28386168699833214
437.0,0.28465922148098777
438.0,0.2854544143745721
439.0,0.2862473167932016
440.0,0.2870379781934729
441.0,0.2878264464146134
442.0,0.288612767717931
443.0,0.2893969868255755
444.0,0.2902384941471665
445.0,0.291119461882556
446.0,0.29199790706026274
447.0,0.2928738689968312
448.0,0.2937473857914795
449.0,0.29461849435408716
450.0,0.2954872304327844
451.0,0.2963536286411303
452.0,0.29721772248488637
453.0,0.2980795443883807
454.0,0.2989391257204549
455.0,0.299796496820003
456.0,0.3006516870210877
457.0,0.30150472467764833
458.0,0.3023556371877915
459.0,0.3032044510176646
460.0,0.3040511917249181
461.0,0.3048958839817545
462.0,0.30573855159756547
463.0,0.3065792175411607
464.0,0.30741790396259266
465.0,0.30825463221456745
466.0,0.3090894228734671
467.0,0.3099222969165337
468.0,0.31075327298179806
469.0,0.3115823693141804
470.0,0.31240960358814995
471.0,0.31323499280107225
472.0,0.3140585532918788
473.0,0.3148803007593702
474.0,0.31570025028013093
475.0,0.3165184163260919
476.0,0.31733481278171594
477.0,0.31814945296082986
478.0,0.3189272525300041
479.0,0.31966546098858456
480.0,0.32040271236482454
481.0,0.3211390074457694
482.0,0.3218743467322321
483.0,0.32260873044852145
484.0,0.32334215855195875
485.0,0.32407463074218745
486.0,0.32480614647027584
487.0,0.32553670494762327
488.0,0.3262663051546601
489.0,0.32699494584935596
490.0,0.32772262557553566
491.0,0.3284493426710022
492.0,0.3291750952754746
