Wavelength_nm,Reflection
400.0,0.17253451940422376
401.0,0.1693340786596652
402.0,0.16612360595734127
403.0,0.1629058006352372
404.0,0.15968333313888106
405.0,0.1564588409386981
406.0,0.15323492457437238
407.0,0.15001414383919476
408.0,0.14679901411649923
409.0,0.14359200287931428
410.0,0.14039552636335387
411.0,0.1372119464224025
412.0,0.13404356757407518
413.0,0.13089263424281855
414.0,0.1277928899931296
415.0,0.12490196866068368
416.0,0.12204168322925205
417.0,0.11921391480872877
418.0,0.11642045797883199
419.0,0.11366301487443908
420.0,0.11094319417512227
421.0,0.1082625104454545
422.0,0.10562238381313915
423.0,0.10302413997071042
424.0,0.10046901048543067
425.0,0.09795813340106493
426.0,0.09549255411443246
427.0,0.0930732265090365
428.0,0.0907010143276268
429.0,0.08837669276526107
430.0,0.08610095026430267
431.0,0.08387439049279163
432.0,0.0816975344877508
433.0,0.07957082294525294
434.0,0.07749461863942388
435.0,0.07546920895301358
436.0,0.07349480850271387
437.0,0.07157156184300816
438.0,0.06969954623302124
439.0,0.06787877445156594
440.0,0.06610919764635541
441.0,0.06439070820415446
442.0,0.06272314262946962
443.0,0.061106284420219106
444.0,0.05979684028855749
445.0,0.05870858509259151
446.0,0.05765697279774654
447.0,0.056641618152934045
448.0,0.05566211061963857
449.0,0.054718016341506734
450.0,0.053808880064633705
451.0,0.052934227004165224
452.0,0.05209356465350827
453.0,0.05128638453307789
454.0,0.05051216387609736
455.0,0.04977036724952281
456.0,0.04906044810866272
457.0,0.04838185028453513
458.0,0.047734009403426446
459.0,0.0471163542385024
460.0,0.04652830799367039
461.0,0.045969289520199234
462.0,0.04543871446688717
463.0,0.04493599636480662
464.0,0.044460547647868234
465.0,0.04401178061063535
466.0,0.04358910830497341
467.0,0.04319194960358088
468.0,0.04281971745550625
469.0,0.04247183136725278
470.0,0.04214771523221279
471.0,0.04184679733065721
472.0,0.04156851089855143
473.0,0.041312294648840495
474.0,0.04107759324730501
475.0,0.04086385774507298
476.0,0.04067054596986754
477.0,0.0404971228780422
478.0,0.040380581121839336
479.0,0.04031581761520159
480.0,0.040258564705484674
481.0,0.04020857099704414
482.0,0.040165592449443455
483.0,0.040129392176902166
484.0,0.04009974025235014
485.0,0.04007641351604592
486.0,0.040059195388715725
487.0,0.04004787568915914
488.0,0.04004225045627415
489.0,0.0400421217754391
490.0,0.04004729760919489
491.0,0.04005759163216362
492.0,0.040072823070138486
493.0,0.04009281654327699
494.0,0.04011740191333075
495.0,0.0401464141348375
496.0,0.04017969311020592
497.0,0.040217083548619026
498.0,0.040258434828681966
499.0,0.04030360086473974
500.0,0.04035243997678974
501.0,0.040404814763913034
502.0,0.0404605919811492
503.0,0.04051964241973905
504.0,0.04058184079065988
505.0,0.04064706561137783
506.0,0.04071519909574292
507.0,0.040786127046953516
508.0,0.040859738753513446
509.0,0.0409359268881147
510.0,0.04101458740936804
511.0,0.041095619466313855
512.0,0.0411789253056416
513.0,0.041264410181550866
514.0,0.04135198226818221
515.0,0.04144155257455518
516.0,0.04153303486194478
517.0,0.041626345563632344
518.0,0.041533437804796236
519.0,0.041355305951969845
520.0,0.04117883789864615
521.0,0.0410039948430168
522.0,0.04083073878315818
523.0,0.04065903271755048
524.0,0.04048884061900079
525.0,0.04032012740929292
526.0,0.04015285893453907
527.0,0.039987001941214934
528.0,0.03982252405285344
529.0,0.03965939374738191
530.0,0.03949758033507983
531.0,0.039337053937140466
532.0,0.039177785464817164
533.0,0.039019746599137775
534.0,0.038862909771170656
535.0,0.0387072481428241
536.0,0.03855273558816626
537.0,0.038399346675246616
538.0,0.03824705664840823
539.0,0.038095841411074194
540.0,0.03790785609120514
541.0,0.03756187645391498
542.0,0.03721754897258001
543.0,0.03687487609130805
544.0,0.03653386080057625
545.0,0.03619450660708306
546.0,0.035856817504195185
547.0,0.035520797942997534
548.0,0.035186452803949546
549.0,0.034853787369157056
550.0,0.034522807295259084
551.0,0.034193518586938934
552.0,0.033865927571059176
553.0,0.03354004087142692
554.0,0.03321586538418983
555.0,0.03289340825386556
556.0,0.032572676850006956
557.0,0.03225367874450313
558.0,0.03193642168951767
559.0,0.03162091359606256
560.0,0.031307162513210224
561.0,0.03099517660793795
562.0,0.030684964145607646
563.0,0.030376533471076682
564.0,0.030069892990436217
565.0,0.029469422276894842
566.0,0.028724479551016695
567.0,0.027992902932577814
568.0,0.027274890055325518
569.0,0.026570621068737893
570.0,0.025880258701575468
571.0,0.025203945089054287
572.0,0.024541811581968023
573.0,0.02389396990371083
574.0,0.02326051475405371
575.0,0.022641524453818684
576.0,0.0220370612795942
577.0,0.0214471718335262
578.0,0.020871887445090845
579.0,0.020311224601739043
580.0,0.01976518540530674
581.0,0.019233758051113048
582.0,0.018716917326715404
583.0,0.018214625127357
584.0,0.01772683098522121
585.0,0.017253472609703537
586.0,0.016794476436022117
587.0,0.016349758179603418
588.0,0.01591922339380778
589.0,0.015502768028696847
590.0,0.015100278988680927
591.0,0.014711634687031941
592.0,0.01439820243300084
593.0,0.014123142624393965
594.0,0.013869395444174365
595.0,0.013636139912042091
596.0,0.013422581434713922
597.0,0.013227951652817592
598.0,0.013051508197845656
599.0,0.012892534371385645
600.0,0.012750338757747014
601.0,0.012624254780065961
602.0,0.012513640209003368
603.0,0.0124178766322408
604.0,0.012336368892142157
605.0,0.012268544498168575
606.0,0.012213853019916602
607.0,0.012171765465990723
608.0,0.012141773653317539
609.0,0.012123389570955838
610.0,0.012116144741957862
611.0,0.012119589586376925
612.0,0.012133292788107973
613.0,0.012156840667872147
614.0,0.012189836564322125
615.0,0.01223190022494387
616.0,0.012282667208159343
617.0,0.0123417882977949
618.0,0.01240892893086555
619.0,0.012483768639432872
620.0,0.012566000507128881
621.0,0.012676581330563113
622.0,0.012867816974583739
623.0,0.013063536390592415
624.0,0.01326350277949616
625.0,0.013467492817018418
626.0,0.013675295499885186
627.0,0.013886711440613613
628.0,0.014101552217705692
629.0,0.014319639763989962
630.0,0.014540805790783233
631.0,0.01476489124568587
632.0,0.014991745801959043
633.0,0.015221227377561293
634.0,0.015453201682038948
635.0,0.015687541789580074
636.0,0.015924127736644044
637.0,0.016162846142679897
638.0,0.016403589852539993
639.0,0.01664625759927961
640.0,0.016890753686120336
641.0,0.017136987686423112
642.0,0.01738487416059868
643.0,0.01763433238894217
644.0,0.01788528611944517
645.0,0.018137663329697677
646.0,0.018391396002046406
647.0,0.018646419911227462
648.0,0.018902674423741057
649.0,0.019160102308279296
650.0,0.0194186495565644
651.0,0.019678265213986756
652.0,0.019938901219480134
653.0,0.020200512254093993
654.0,0.020462962364335244
655.0,0.020725671426076623
656.0,0.020988539293076255
657.0,0.02125155661590197
658.0,0.021514715004037628
659.0,0.02177800697024869
660.0,0.022041425878058272
661.0,0.022304965892157278
662.0,0.022568621931570245
663.0,0.022832389625417684
664.0,0.023096265271125047
665.0,0.02336024579493392
666.0,0.023624328714584357
667.0,0.023888512104042907
668.0,0.024152794560158758
669.0,0.024417175171139546
670.0,0.02468165348674142
671.0,0.024946229490078985
672.0,0.02522082711808831
673.0,0.02549701362068216
674.0,0.025773531007951565
675.0,0.02605037171226074
676.0,0.026327528370364894
677.0,0.02660499454372262
678.0,0.02688276446473549
679.0,0.027160832981775046
