Wavelength(um),Intensity
4.080020005001250283e-01,6.193708879868999951e-25
4.081020255063766422e-01,6.665698746919000133e-25
4.082020505126282006e-01,6.121762273294999831e-25
4.083020755188797590e-01,6.504819121420999702e-25
4.084021005251313174e-01,6.398365025251000429e-25
4.085021255313828759e-01,6.156222708284000252e-25
4.086021505376344343e-01,6.613709045217000435e-25
4.087021755438859927e-01,6.074158620160999633e-25
4.088022005501375511e-01,6.464886549610999574e-25
4.089022255563891095e-01,6.341893949232999796e-25
4.090022505626406679e-01,6.119550074539999877e-25
4.091022755688922263e-01,6.561883614852999718e-25
4.092023005751437847e-01,6.026817523392999942e-25
4.093023255813953432e-01,6.424647129689999589e-25
4.094023505876469571e-01,6.285840881105999576e-25
4.095023755938985155e-01,6.082867570705999642e-25
4.096024006001500739e-01,6.509751176097999938e-25
4.097024256064016323e-01,5.980217630626000288e-25
4.098024506126531907e-01,6.384951630142999627e-25
4.099024756189047491e-01,6.230950517150999877e-25
4.100025006251563076e-01,6.047283951758999934e-25
4.101025256314078660e-01,6.458721144463000063e-25
4.102025506376594244e-01,5.935133461167999695e-25
4.103025756439109828e-01,6.345403814975999956e-25
4.104026006501625412e-01,6.176401113148000370e-25
4.105026256564141551e-01,6.011939882668999580e-25
4.106026506626657135e-01,6.407581456765999898e-25
4.107026756689172720e-01,5.890214971317999586e-25
4.108027006751688304e-01,6.305454251871999811e-25
4.109027256814203888e-01,6.122367935145000303e-25
4.110027506876719472e-01,5.977287364143000167e-25
4.111027756939235056e-01,6.357230072720999793e-25
4.112028007001750640e-01,5.846537998510000197e-25
4.113028257064266224e-01,6.266024909073000269e-25
4.114028507126781808e-01,6.068910496688000076e-25
4.115028757189297393e-01,5.942531616575000360e-25
4.116029007251812977e-01,6.306454607822999697e-25
4.117029257314328561e-01,5.803051309558000005e-25
4.118029507376844700e-01,6.226403980667000197e-25
4.119029757439360284e-01,6.015835351166000173e-25
4.120030007501875868e-01,5.908041739246000169e-25
4.121030257564391452e-01,6.256316691739999889e-25
4.122030507626907037e-01,5.760404276613999626e-25
4.123030757689422621e-01,6.187209489982000123e-25
4.124031007751938205e-01,5.964247971073999946e-25
4.125031257814453789e-01,5.873974513336999697e-25
4.126031507876969373e-01,6.206284529395000443e-25
4.127031757939484957e-01,5.718561637687000381e-25
4.128032008002000541e-01,6.147360798800000091e-25
4.129032258064516125e-01,5.912671825676999764e-25
4.130032508127031710e-01,5.840454045782999927e-25
4.131032758189547849e-01,6.156625940758999663e-25
4.132033008252063433e-01,5.677790258777000145e-25
4.133033258314579017e-01,6.108346344130000307e-25
4.134033508377094601e-01,5.861709695716999826e-25
4.135033758439610185e-01,5.806466565750999650e-25
4.136034008502125769e-01,6.106491694338000119e-25
4.137034258564641354e-01,5.637166205442000127e-25
4.138034508627156938e-01,6.069299204753999921e-25
4.139034758689672522e-01,5.811950616913999899e-25
4.140035008752188106e-01,5.773945460528000081e-25
4.141035258814703690e-01,6.057949891214999988e-25
4.142035508877219274e-01,5.597693417400000020e-25
4.143035758939735413e-01,6.029824755390000373e-25
4.144036009002250998e-01,5.762193664908000170e-25
4.145036259064766582e-01,5.741002023618000360e-25
4.146036509127282166e-01,6.008736555808999669e-25
4.147036759189797750e-01,5.558486545827000234e-25
4.148037009252313334e-01,5.990823824058000041e-25
4.149037259314828918e-01,5.713563298567000185e-25
4.150037509377344502e-01,5.708920739293000108e-25
4.151037759439860086e-01,5.960596556418000084e-25
4.152038009502375671e-01,5.520422334077999727e-25
4.153038259564891255e-01,5.951931462065999909e-25
4.154038509627406839e-01,5.665149592802000064e-25
4.155038759689922978e-01,5.676262571728000317e-25
4.156039009752438562e-01,5.911941431831000109e-25
4.157039259814954146e-01,5.482567753802999858e-25
4.158039509877469730e-01,5.913346476080000300e-25
4.159039759939985315e-01,5.617943194042999835e-25
4.160040010002500899e-01,5.644553142803000191e-25
4.161040260065016483e-01,5.864221444289000348e-25
4.162040510127532067e-01,5.445166064115000141e-25
4.163040760190047651e-01,5.874081515522999750e-25
4.164041010252563235e-01,5.570993733307999727e-25
4.165041260315078819e-01,5.612779037821000096e-25
4.166041510377594403e-01,5.816787694450000286e-25
4.167041760440109988e-01,5.408878790255000248e-25
4.168042010502626127e-01,5.835406092052999647e-25
4.169042260565141711e-01,5.525187854972999979e-25
4.170042510627657295e-01,5.581568475023999899e-25
4.171042760690172879e-01,5.769574234410000017e-25
4.172043010752688463e-01,5.373150876322999611e-25
4.173043260815204047e-01,5.796509491046999937e-25
4.174043510877719632e-01,5.479277269697000139e-25
4.175043760940235216e-01,5.550145014901000381e-25
4.176044011002750800e-01,5.722447740214000381e-25
4.177044261065266384e-01,5.337892146012999859e-25
4.178044511127781968e-01,5.757869746528000096e-25
4.179044761190297552e-01,5.434117414756000228e-25
4.180045011252813691e-01,5.518992512812999625e-25
4.181045261315329276e-01,5.675738951498000020e-25
4.182045511377844860e-01,5.303173451032000334e-25
4.183045761440360444e-01,5.719468809119999685e-25
4.184046011502876028e-01,5.389909269480999720e-25
4.185046261565391612e-01,5.488416758744999596e-25
4.186046511627907196e-01,5.629555868493000218e-25
4.187046761690422780e-01,5.269023125721000118e-25
4.188047011752938364e-01,5.681067499150999722e-25
4.189047261815453949e-01,5.345962195168000317e-25
4.190047511877969533e-01,5.457786443454000056e-25
4.191047761940485117e-01,5.583792206095000227e-25
4.192048012003001256e-01,5.235522890084000214e-25
