Wavelength (um), Intensity
0.538850, 0.563126
0.538860, 0.358499
0.538870, 0.267614
0.538880, 0.457974
0.538890, 0.624074
0.538900, 0.691106
0.538910, 0.684594
0.538920, 0.60105
0.538930, 0.416102
0.538940, 0.25775
0.538950, 0.400334
0.538960, 0.591579
0.538970, 0.681601
0.538980, 0.693018
0.538990, 0.631906
0.539000, 0.473278
0.539010, 0.274491
0.539020, 0.342959
0.539030, 0.551284
0.539040, 0.666836
0.539050, 0.696739
0.539060, 0.656171
0.539070, 0.52556
0.539080, 0.314223
0.539090, 0.293952
0.539100, 0.502909
0.539110, 0.646153
0.539120, 0.695801
0.539130, 0.674413
0.539140, 0.570798
0.539150, 0.368594
0.539160, 0.263148
0.539170, 0.447296
0.539180, 0.61873
0.539190, 0.690063
0.539200, 0.687143
0.539210, 0.608392
0.539220, 0.428387
0.539230, 0.258459
0.539240, 0.387422
0.539250, 0.583675
0.539260, 0.679185
0.539270, 0.694734
0.539280, 0.638574
0.539290, 0.486447
0.539300, 0.28171
0.539310, 0.329442
0.539320, 0.540254
0.539330, 0.662618
0.539340, 0.697387
0.539350, 0.661918
0.539360, 0.53855
0.539370, 0.327445
0.539380, 0.282824
0.539390, 0.488374
0.539400, 0.639605
0.539410, 0.695108
0.539420, 0.679048
0.539430, 0.582883
0.539440, 0.385924
0.539450, 0.258148
0.539460, 0.429444
0.539470, 0.609226
0.539480, 0.687691
0.539490, 0.690491
0.539500, 0.619132
0.539510, 0.447543
0.539520, 0.262469
0.539530, 0.367593
0.539540, 0.570534
0.539550, 0.674709
0.539560, 0.696606
0.539570, 0.647722
0.539580, 0.505525
0.539590, 0.295172
0.539600, 0.310693
0.539610, 0.522886
0.539620, 0.655498
0.539630, 0.69755
0.539640, 0.669329
0.539650, 0.556285
0.539660, 0.34823
0.539670, 0.269816
0.539680, 0.466619
0.539690, 0.629176
0.539700, 0.693257
0.539710, 0.684612
0.539720, 0.598574
0.539730, 0.410645
0.539740, 0.255633
0.539750, 0.404181
0.539760, 0.594718
0.539770, 0.68342
0.539780, 0.694086
0.539790, 0.632456
0.539800, 0.473036
0.539810, 0.272819
0.539820, 0.341548
0.539830, 0.551176
0.539840, 0.667483
0.539850, 0.69806
0.539860, 0.658563
0.539870, 0.529582
0.539880, 0.316982
0.539890, 0.288895
0.539900, 0.498195
0.539910, 0.64463
0.539920, 0.696606
0.539930, 0.677649
0.539940, 0.577678
0.539950, 0.37733
0.539960, 0.25862
0.539970, 0.436977
0.539980, 0.613831
0.539990, 0.689544
0.540000, 0.690375
0.540010, 0.616771
0.540020, 0.442356
0.540030, 0.259877
0.540040, 0.371771
0.540050, 0.573983
0.540060, 0.676423
0.540070, 0.697198
0.540080, 0.647319
0.540090, 0.503772
0.540100, 0.292902
0.540110, 0.311268
0.540120, 0.524295
0.540130, 0.656508
0.540140, 0.698331
0.540150, 0.670122
0.540160, 0.557243
0.540170, 0.348712
0.540180, 0.268147
0.540190, 0.465093
0.540200, 0.628798
0.540210, 0.693717
0.540220, 0.685964
0.540230, 0.601325
0.540240, 0.41457
0.540250, 0.254684
0.540260, 0.399231
0.540270, 0.592121
0.540280, 0.683009
0.540290, 0.695448
0.540300, 0.636159
0.540310, 0.479789
0.540320, 0.275749
0.540330, 0.333853
0.540340, 0.545414
0.540350, 0.665555
0.540360, 0.698924
0.540370, 0.662521
0.540380, 0.538044
0.540390, 0.325324
0.540400, 0.281074
0.540410, 0.488401
0.540420, 0.640399
0.540430, 0.696454
0.540440, 0.681298
0.540450, 0.586761
0.540460, 0.390468
0.540470, 0.255016
0.540480, 0.422879
0.540490, 0.60634
0.540500, 0.687792
0.540510, 0.69323
0.540520, 0.625617
0.540530, 0.458426
0.540540, 0.264547
0.540550, 0.354623
0.540560, 0.562151
0.540570, 0.672365
0.540580, 0.698796
0.540590, 0.655303
0.540600, 0.520787
0.540610, 0.30713
0.540620, 0.294858
0.540630, 0.507138
0.540640, 0.649263
0.540650, 0.698173
0.540660, 0.676778
0.540670, 0.573676
0.540680, 0.370497
0.540690, 0.25862
0.540700, 0.442325
0.540710, 0.617278
0.540720, 0.691209
0.540730, 0.690904
0.540740, 0.616193
0.540750, 0.44029
0.540760, 0.257926
0.540770, 0.37239
0.540780, 0.575074
0.540790, 0.677401
0.540800, 0.698286
0.540810, 0.648883
0.540820, 0.506073
0.540830, 0.293673
0.540840, 0.307654
0.540850, 0.52167
0.540860, 0.655883
0.540870, 0.699208
0.540880, 0.672754
0.540890, 0.562598
0.540900, 0.354799
0.540910, 0.263546
0.540920, 0.457534
0.540930, 0.625442
0.540940, 0.693601
0.540950, 0.688778
0.540960, 0.608326
0.540970, 0.425794
0.540980, 0.254443
0.540990, 0.386526
0.541000, 0.584666
0.541010, 0.681022
0.541020, 0.697674
0.541030, 0.643621
0.541040, 0.494377
0.541050, 0.284267
0.541060, 0.318235
0.541070, 0.532369
0.541080, 0.660635
0.541090, 0.699823
0.541100, 0.669522
0.541110, 0.553963
0.541120, 0.343295
0.541130, 0.268287
0.541140, 0.468627
0.541150, 0.631222
0.541160, 0.695228
0.541170, 0.687099
0.541180, 0.60238
0.541190, 0.415183
0.541200, 0.252826
0.541210, 0.396742
0.541220, 0.591303
0.541230, 0.68349
0.541240, 0.697176
0.541250, 0.639808
0.541260, 0.486046
0.541270, 0.278197
0.541280, 0.32584
0.541290, 0.539542
0.541300, 0.66379
0.541310, 0.700214
0.541320, 0.667312
0.541330, 0.548105
0.541340, 0.335799
0.541350, 0.271786
0.541360, 0.475754
0.541370, 0.634892
0.541380, 0.696274
0.541390, 0.686053
0.541400, 0.598629
0.541410, 0.408583
0.541420, 0.2521
0.541430, 0.402923
0.541440, 0.595251
0.541450, 0.684987
0.541460, 0.696943
0.541470, 0.637656
0.541480, 0.481312
0.541490, 0.274878
0.541500, 0.330031
0.541510, 0.543412
0.541520, 0.665529
0.541530, 0.700511
0.541540, 0.666285
0.541550, 0.545247
0.541560, 0.332133
0.541570, 0.273386
0.541580, 0.479038
0.541590, 0.636627
0.541600, 0.696857
0.541610, 0.685759
0.541620, 0.597251
0.541630, 0.406049
0.541640, 0.251658
0.541650, 0.40503
0.541660, 0.596665
0.541670, 0.685616
0.541680, 0.697066
0.541690, 0.63729
0.541700, 0.480304
0.541710, 0.273959
0.541720, 0.33059
0.541730, 0.544096
0.541740, 0.665941
0.541750, 0.700783
0.541760, 0.666521
0.541770, 0.545504
0.541780, 0.3322
0.541790, 0.272787
0.541800, 0.478533
0.541810, 0.636501
0.541820, 0.697024
0.541830, 0.686266
0.541840, 0.598317
0.541850, 0.407609
0.541860, 0.251276
0.541870, 0.403042
0.541880, 0.595594
0.541890, 0.685409
0.541900, 0.69757
0.541910, 0.638742
0.541920, 0.483058
0.541930, 0.275382
0.541940, 0.327465
0.541950, 0.541604
0.541960, 0.665038
0.541970, 0.701033
0.541980, 0.668023
0.541990, 0.548878
0.542000, 0.336032
0.542010, 0.270007
0.542020, 0.474213
0.542030, 0.634494
0.542040, 0.696761
0.542050, 0.687553
0.542060, 0.601794
0.542070, 0.413277
0.542080, 0.251127
0.542090, 0.396939
0.542100, 0.591979
0.542110, 0.684327
0.542120, 0.698413
0.542130, 0.641951
0.542140, 0.489525
0.542150, 0.279391
0.542160, 0.320755
0.542170, 0.53584
0.542180, 0.662747
0.542190, 0.701204
0.542200, 0.670711
0.542210, 0.555262
0.542220, 0.343785
0.542230, 0.265399
0.542240, 0.465973
0.542250, 0.63049
0.542260, 0.695987
0.542270, 0.689528
0.542280, 0.607542
0.542290, 0.423041
0.542300, 0.251777
0.542310, 0.386719
0.542320, 0.585652
0.542330, 0.682256
0.542340, 0.699493
0.542350, 0.646764
0.542360, 0.499555
0.542370, 0.286504
0.542380, 0.310755
0.542390, 0.526596
0.542400, 0.65891
0.542410, 0.701172
0.542420, 0.674428
0.542430, 0.564435
0.542440, 0.355688
0.542450, 0.259684
0.542460, 0.453643
0.542470, 0.624274
0.542480, 0.694551
0.542490, 0.692032
0.542500, 0.615317
0.542510, 0.436823
0.542520, 0.254179
0.542530, 0.372441
0.542540, 0.576334
0.542550, 0.679007
0.542560, 0.700643
0.542570, 0.652942
0.542580, 0.512884
0.542590, 0.297437
0.542600, 0.298036
0.542610, 0.513565
0.542620, 0.653279
0.542630, 0.700754
0.542640, 0.678947
0.542650, 0.576063
0.542660, 0.371956
0.542670, 0.254023
0.542680, 0.437028
0.542690, 0.615519
0.542700, 0.692237
0.542710, 0.694843
0.542720, 0.624784
0.542730, 0.454427
0.542740, 0.259619
0.542750, 0.35433
0.542760, 0.563629
0.542770, 0.674307
0.542780, 0.701634
0.542790, 0.660171
0.542800, 0.529116
0.542810, 0.312964
0.542820, 0.283586
0.542830, 0.496357
0.542840, 0.645502
0.542850, 0.699699
0.542860, 0.683976
0.542870, 0.589705
0.542880, 0.392673
0.542890, 0.250061
0.542900, 0.415985
0.542910, 0.603783
0.542920, 0.688749
0.542930, 0.69768
0.542940, 0.635524
0.542950, 0.475489
0.542960, 0.269601
0.542970, 0.332932
0.542980, 0.547026
0.542990, 0.667787
0.543000, 0.702179
0.543010, 0.668072
0.543020, 0.547721
0.543030, 0.333735
0.543040, 0.268976
0.543050, 0.474544
0.543060, 0.635112
0.543070, 0.697688
0.543080, 0.689168
0.543090, 0.604826
0.543100, 0.41767
0.543110, 0.24991
0.543120, 0.39056
0.543130, 0.58849
0.543140, 0.683705
0.543150, 0.700209
0.543160, 0.647055
0.543170, 0.499437
0.543180, 0.285609
0.543190, 0.309355
0.543200, 0.525912
0.543210, 0.658972
0.543220, 0.701928
0.543230, 0.676218
0.543240, 0.568042
0.543250, 0.360053
0.543260, 0.256507
0.543270, 0.447752
0.543280, 0.621507
0.543290, 0.694324
0.543300, 0.69413
0.543310, 0.620818
0.543320, 0.446445
0.543330, 0.255977
0.543340, 0.361221
0.543350, 0.568926
0.543360, 0.676623
0.543370, 0.702041
0.543380, 0.658849
0.543390, 0.525497
0.543400, 0.308781
0.543410, 0.285556
0.543420, 0.499626
0.543430, 0.647248
0.543440, 0.700462
0.543450, 0.684144
0.543460, 0.589325
0.543470, 0.391686
0.543480, 0.249224
0.543490, 0.415852
0.543500, 0.603927
0.543510, 0.689116
0.543520, 0.698428
0.543530, 0.637034
0.543540, 0.478134
0.543550, 0.270568
0.543560, 0.329224
0.543570, 0.544257
0.543580, 0.66689
0.543590, 0.702732
0.543600, 0.670354
0.543610, 0.552737
0.543620, 0.33953
0.543630, 0.264623
0.543640, 0.467577
0.543650, 0.631845
0.543660, 0.697284
0.543670, 0.691358
0.543680, 0.610767
0.543690, 0.427773
0.543700, 0.250636
0.543710, 0.379296
0.543720, 0.581446
0.543730, 0.681457
0.543740, 0.701583
0.543750, 0.652812
0.543760, 0.511574
0.543770, 0.295281
0.543780, 0.297079
0.543790, 0.513586
0.543800, 0.65374
0.543810, 0.70177
0.543820, 0.681009
0.543830, 0.580139
0.543840, 0.377267
0.543850, 0.250806
0.543860, 0.429516
0.543870, 0.6118
0.543880, 0.691788
0.543890, 0.697342
0.543900, 0.631562
0.543910, 0.466883
0.543920, 0.263999
0.543930, 0.339664
0.543940, 0.552987
0.543950, 0.670591
0.543960, 0.703067
0.543970, 0.667506
0.543980, 0.545432
0.543990, 0.330378
0.544000, 0.268992
0.544010, 0.476135
0.544020, 0.636204
0.544030, 0.698553
0.544040, 0.690253
0.544050, 0.606685
0.544060, 0.420371
0.544070, 0.249006
0.544080, 0.386036
0.544090, 0.58594
0.544100, 0.683233
0.544110, 0.70155
0.544120, 0.650947
0.544130, 0.507219
0.544140, 0.291238
0.544150, 0.300392
0.544160, 0.517419
0.544170, 0.655562
0.544180, 0.702278
0.544190, 0.680497
0.544200, 0.578356
0.544210, 0.374431
0.544220, 0.250858
0.544230, 0.431649
0.544240, 0.613075
0.544250, 0.692354
0.544260, 0.697513
0.544270, 0.631438
0.544280, 0.466452
0.544290, 0.263466
0.544300, 0.339411
0.544310, 0.552923
0.544320, 0.670686
0.544330, 0.703382
0.544340, 0.668227
0.544350, 0.546897
0.544360, 0.331959
0.544370, 0.267379
0.544380, 0.473843
0.544390, 0.635162
0.544400, 0.698509
0.544410, 0.691189
0.544420, 0.609122
0.544430, 0.424514
0.544440, 0.249227
0.544450, 0.381185
0.544460, 0.582893
0.544470, 0.682269
0.544480, 0.702195
0.544490, 0.653583
0.544500, 0.512829
0.544510, 0.295957
0.544520, 0.294669
0.544530, 0.511402
0.544540, 0.652958
0.544550, 0.702147
0.544560, 0.682772
0.544570, 0.584214
0.544580, 0.383184
0.544590, 0.248711
0.544600, 0.42225
0.544610, 0.607881
0.544620, 0.690886
0.544630, 0.698991
0.544640, 0.636717
0.544650, 0.476907
0.544660, 0.268958
0.544670, 0.328402
0.544680, 0.544025
0.544690, 0.667142
0.544700, 0.703634
0.544710, 0.672438
0.544720, 0.557021
0.544730, 0.3445
0.544740, 0.260256
0.544750, 0.460528
0.544760, 0.628532
0.544770, 0.697013
0.544780, 0.693999
0.544790, 0.617808
0.544800, 0.440129
0.544810, 0.252499
0.544820, 0.364805
0.544830, 0.571916
0.544840, 0.678296
0.544850, 0.703272
0.544860, 0.660357
0.544870, 0.527971
0.544880, 0.310506
0.544890, 0.281015
0.544900, 0.495008
0.544910, 0.645474
0.544920, 0.70104
0.544930, 0.687422
0.544940, 0.597077
0.544950, 0.403695
0.544960, 0.246826
0.544970, 0.401095
0.544980, 0.595514
0.544990, 0.686912
0.545000, 0.701316
0.545010, 0.646705
0.545020, 0.497613
0.545030, 0.282934
0.545040, 0.307782
0.545050, 0.525378
0.545060, 0.659275
0.545070, 0.703293
0.545080, 0.679448
0.545090, 0.574802
0.545100, 0.368921
0.545110, 0.250966
0.545120, 0.435491
0.545130, 0.615337
0.545140, 0.693401
0.545150, 0.69799
0.545160, 0.631675
0.545170, 0.466616
0.545180, 0.262925
0.545190, 0.337633
0.545200, 0.551736
0.545210, 0.670431
0.545220, 0.704048
0.545230, 0.670259
0.545240, 0.551317
0.545250, 0.337101
0.545260, 0.263088
0.545270, 0.46702
0.545280, 0.631899
0.545290, 0.698109
0.545300, 0.693495
0.545310, 0.615482
0.545320, 0.435734
0.545330, 0.250856
0.545340, 0.368267
0.545350, 0.574386
0.545360, 0.679366
0.545370, 0.703543
0.545380, 0.660037
0.545390, 0.527016
0.545400, 0.309356
0.545410, 0.280985
0.545420, 0.495276
0.545430, 0.645673
0.545440, 0.701327
0.545450, 0.688018
0.545460, 0.598368
0.545470, 0.40576
0.545480, 0.246353
0.545490, 0.398072
0.545500, 0.593717
0.545510, 0.686437
0.545520, 0.701989
0.545530, 0.648973
0.545540, 0.502338
0.545550, 0.286492
0.545560, 0.302487
0.545570, 0.520206
0.545580, 0.657079
0.545590, 0.703305
0.545600, 0.681737
0.545610, 0.580599
0.545620, 0.377463
0.545630, 0.248442
0.545640, 0.426041
0.545650, 0.610135
0.545660, 0.691952
0.545670, 0.699575
0.545680, 0.637266
0.545690, 0.477754
0.545700, 0.268913
0.545710, 0.325731
0.545720, 0.541964
0.545730, 0.666482
0.545740, 0.704262
0.545750, 0.674828
0.545760, 0.562466
0.545770, 0.351514
0.545780, 0.255789
0.545790, 0.451627
0.545800, 0.624024
0.545810, 0.696168
0.545820, 0.696476
0.545830, 0.625122
0.545840, 0.453737
0.545850, 0.2566
0.545860, 0.349269
0.545870, 0.560799
0.545880, 0.674194
0.545890, 0.704387
0.545900, 0.667463
0.545910, 0.544273
0.545920, 0.32843
0.545930, 0.266946
0.545940, 0.474605
0.545950, 0.635733
0.545960, 0.699311
0.545970, 0.692854
0.545980, 0.612758
0.545990, 0.430737
0.546000, 0.249166
0.546010, 0.37207
0.546020, 0.577004
0.546030, 0.680483
0.546040, 0.703851
0.546050, 0.659815
0.546060, 0.52633
0.546070, 0.308534
0.546080, 0.280535
0.546090, 0.494954
0.546100, 0.64557
0.546110, 0.701573
0.546120, 0.688864
0.546130, 0.600394
0.546140, 0.409152
0.546150, 0.245952
0.546160, 0.393457
0.546170, 0.590869
0.546180, 0.685578
0.546190, 0.702807
0.546200, 0.652056
0.546210, 0.50894
0.546220, 0.291939
0.546230, 0.295364
0.546240, 0.512769
0.546250, 0.653803
0.546260, 0.703121
0.546270, 0.684653
0.546280, 0.588252
0.546290, 0.389306
0.546300, 0.246143
0.546310, 0.413026
0.546320, 0.602669
0.546330, 0.689674
0.546340, 0.701397
0.546350, 0.644355
0.546360, 0.49239
0.546370, 0.278561
0.546380, 0.31047
0.546390, 0.52821
0.546400, 0.660662
0.546410, 0.704103
0.546420, 0.680361
0.546430, 0.57655
0.546440, 0.371433
0.546450, 0.248872
0.546460, 0.43057
0.546470, 0.612653
0.546480, 0.692939
0.546490, 0.699746
0.546500, 0.636878
0.546510, 0.476935
0.546520, 0.268155
0.546530, 0.325124
0.546540, 0.541462
0.546550, 0.666344
0.546560, 0.704648
0.546570, 0.676121
0.546580, 0.565494
0.546590, 0.355675
0.546600, 0.253308
0.546610, 0.446013
0.546620, 0.62104
0.546630, 0.695516
0.546640, 0.697971
0.546650, 0.629782
0.546660, 0.462799
0.546670, 0.260366
0.546680, 0.338798
0.546690, 0.552711
0.546700, 0.671016
0.546710, 0.704869
0.546720, 0.672056
0.546730, 0.555278
0.546740, 0.342083
0.546750, 0.258708
0.546760, 0.459361
0.546770, 0.628017
0.546780, 0.697526
0.546790, 0.696176
0.546800, 0.623218
0.546810, 0.450162
0.546820, 0.25477
0.546830, 0.35113
0.546840, 0.562132
0.546850, 0.674816
0.546860, 0.704865
0.546870, 0.668281
0.546880, 0.546077
0.546890, 0.330635
0.546900, 0.264438
0.546910, 0.470668
0.546920, 0.633745
0.546930, 0.699073
0.546940, 0.694456
0.546950, 0.617321
0.546960, 0.439165
0.546970, 0.250928
0.546980, 0.36188
0.546990, 0.569882
0.547000, 0.677863
0.547010, 0.70472
0.547020, 0.6649
0.547030, 0.538044
0.547040, 0.321253
0.547050, 0.269986
0.547060, 0.480007
0.547070, 0.638357
0.547080, 0.700244
0.547090, 0.692894
0.547100, 0.612214
0.547110, 0.42991
0.547120, 0.248421
0.547130, 0.370899
0.547140, 0.576096
0.547150, 0.680252
0.547160, 0.704507
0.547170, 0.662004
0.547180, 0.531307
0.547190, 0.313827
0.547200, 0.27495
0.547210, 0.487459
0.547220, 0.64196
0.547230, 0.701109
0.547240, 0.691558
0.547250, 0.608001
0.547260, 0.422468
0.547270, 0.246873
0.547280, 0.378102
0.547290, 0.580886
0.547300, 0.682058
0.547310, 0.704286
0.547320, 0.659669
0.547330, 0.525972
0.547340, 0.308233
0.547350, 0.27903
0.547360, 0.493097
0.547370, 0.644641
0.547380, 0.701725
0.547390, 0.690506
0.547400, 0.604768
0.547410, 0.416882
0.547420, 0.245976
0.547430, 0.383439
0.547440, 0.584339
0.547450, 0.683341
0.547460, 0.704102
0.547470, 0.657957
0.547480, 0.522118
0.547490, 0.304355
0.547500, 0.282013
0.547510, 0.496984
0.547520, 0.646462
0.547530, 0.702133
0.547540, 0.689783
0.547550, 0.602581
0.547560, 0.413177
0.547570, 0.245492
0.547580, 0.386889
0.547590, 0.58652
0.547600, 0.684142
0.547610, 0.703989
0.547620, 0.656912
0.547630, 0.519802
0.547640, 0.302102
0.547650, 0.283757
0.547660, 0.499163
0.547670, 0.647467
0.547680, 0.702362
0.547690, 0.689418
0.547700, 0.601483
0.547710, 0.411366
0.547720, 0.245266
0.547730, 0.388439
0.547740, 0.587468
0.547750, 0.684489
0.547760, 0.703968
0.547770, 0.656563
0.547780, 0.519057
0.547790, 0.301414
0.547800, 0.284184
0.547810, 0.499662
0.547820, 0.647679
0.547830, 0.702427
0.547840, 0.689426
0.547850, 0.601497
0.547860, 0.411455
0.547870, 0.245224
0.547880, 0.388088
0.547890, 0.587203
0.547900, 0.68439
0.547910, 0.704047
0.547920, 0.656917
0.547930, 0.519894
0.547940, 0.302275
0.547950, 0.283274
0.547960, 0.498488
0.547970, 0.647103
0.547980, 0.702332
0.547990, 0.68981
0.548000, 0.602623
0.548010, 0.413442
0.548020, 0.245375
0.548030, 0.385835
0.548040, 0.585718
0.548050, 0.683843
0.548060, 0.704222
0.548070, 0.657968
0.548080, 0.5223
0.548090, 0.304709
0.548100, 0.281063
0.548110, 0.495624
0.548120, 0.645725
0.548130, 0.702064
0.548140, 0.690554
0.548150, 0.604837
0.548160, 0.417323
0.548170, 0.245813
0.548180, 0.381686
0.548190, 0.582987
0.548200, 0.682827
0.548210, 0.704473
0.548220, 0.659689
0.548230, 0.526241
0.548240, 0.308783
0.548250, 0.277645
0.548260, 0.491039
0.548270, 0.643512
0.548280, 0.701599
0.548290, 0.691631
0.548300, 0.608097
0.548310, 0.423083
0.548320, 0.246712
0.548330, 0.375653
0.548340, 0.578957
0.548350, 0.681308
0.548360, 0.704772
0.548370, 0.662035
0.548380, 0.531659
0.548390, 0.314593
0.548400, 0.273179
0.548410, 0.484679
0.548420, 0.640409
0.548430, 0.7009
0.548440, 0.693
0.548450, 0.612336
0.548460, 0.430696
0.548470, 0.248325
0.548480, 0.367766
0.548490, 0.573555
0.548500, 0.679233
0.548510, 0.705073
0.548520, 0.664947
0.548530, 0.538472
0.548540, 0.322259
0.548550, 0.267903
0.548560, 0.476477
0.548570, 0.636344
0.548580, 0.699917
0.548590, 0.694605
0.548600, 0.617469
0.548610, 0.440116
0.548620, 0.250977
0.548630, 0.358083
0.548640, 0.566682
0.548650, 0.676535
0.548660, 0.705323
0.548670, 0.66835
0.548680, 0.546576
0.548690, 0.331902
0.548700, 0.262141
0.548710, 0.466357
0.548720, 0.63122
0.548730, 0.698583
0.548740, 0.696379
0.548750, 0.623392
0.548760, 0.45127
0.548770, 0.255054
0.548780, 0.346708
0.548790, 0.558218
0.548800, 0.673127
0.548810, 0.705452
0.548820, 0.672153
0.548830, 0.555839
0.548840, 0.343629
0.548850, 0.256322
0.548860, 0.454239
0.548870, 0.624918
0.548880, 0.696819
0.548890, 0.698242
0.548900, 0.629983
0.548910, 0.464051
0.548920, 0.260984
0.548930, 0.333815
0.548940, 0.548018
0.548950, 0.668904
0.548960, 0.70538
0.548970, 0.676256
0.548980, 0.566107
0.548990, 0.357511
0.549000, 0.250992
0.549010, 0.440053
0.549020, 0.617292
0.549030, 0.69453
0.549040, 0.700104
0.549050, 0.637107
0.549060, 0.478314
0.549070, 0.269203
0.549080, 0.319676
0.549090, 0.535916
0.549100, 0.663736
0.549110, 0.705013
0.549120, 0.680546
0.549130, 0.577208
0.549140, 0.373558
0.549150, 0.246812
0.549160, 0.423762
0.549170, 0.608171
0.549180, 0.6916
0.549190, 0.701862
0.549200, 0.644617
0.549210, 0.493874
0.549220, 0.280122
0.549230, 0.304701
0.549240, 0.521733
0.549250, 0.657471
0.549260, 0.704244
0.549270, 0.6849
0.549280, 0.588946
0.549290, 0.391705
0.549300, 0.24455
0.549310, 0.405383
0.549320, 0.597351
0.549330, 0.687898
0.549340, 0.703405
0.549350, 0.652354
0.549360, 0.510507
0.549370, 0.294078
0.549380, 0.289475
0.549390, 0.505282
0.549400, 0.649929
0.549410, 0.702951
0.549420, 0.68919
0.549430, 0.601116
0.549440, 0.411797
0.549450, 0.245051
0.549460, 0.385033
0.549470, 0.584603
0.549480, 0.683268
0.549490, 0.70461
0.549500, 0.660157
0.549510, 0.527954
0.549520, 0.311284
0.549530, 0.274796
0.549540, 0.486385
0.549550, 0.640896
0.549560, 0.700995
0.549570, 0.693279
0.549580, 0.613503
0.549590, 0.433584
0.549600, 0.249172
0.549610, 0.36298
0.549620, 0.569665
0.549630, 0.677529
0.549640, 0.705344
0.549650, 0.667859
0.549660, 0.545928
0.549670, 0.331783
0.549680, 0.261693
0.549690, 0.464903
0.549700, 0.630127
0.549710, 0.698219
0.549720, 0.697023
0.549730, 0.625887
0.549740, 0.456733
0.549750, 0.257696
0.549760, 0.339713
0.549770, 0.552256
0.549780, 0.670468
0.549790, 0.705458
0.549800, 0.675291
0.549810, 0.564127
0.549820, 0.35542
0.549830, 0.251418
0.549840, 0.440781
0.549850, 0.617334
0.549860, 0.694441
0.549870, 0.700274
0.549880, 0.63805
0.549890, 0.480838
0.549900, 0.271221
0.549910, 0.316022
0.549920, 0.532083
0.549930, 0.661839
0.549940, 0.704793
0.549950, 0.682284
0.549960, 0.582245
0.549970, 0.381834
0.549980, 0.245378
0.549990, 0.414108
0.550000, 0.602193
0.550010, 0.689454
0.550020, 0.702874
0.550030, 0.649782
0.550040, 0.505447
0.550050, 0.290048
0.550060, 0.293073
0.550070, 0.508869
0.550080, 0.651353
0.550090, 0.703166
0.550100, 0.688671
0.550110, 0.599983
0.550120, 0.410476
0.550130, 0.245004
0.550140, 0.385221
0.550150, 0.584336
0.550160, 0.683016
0.550170, 0.704655
0.550180, 0.660878
0.550190, 0.530091
0.550200, 0.314092
0.550210, 0.272453
0.550220, 0.482397
0.550230, 0.638672
0.550240, 0.700374
0.550250, 0.694281
0.550260, 0.617056
0.550270, 0.440653
0.550280, 0.25154
0.550290, 0.354825
0.550300, 0.563371
0.550310, 0.674845
0.550320, 0.705438
0.550330, 0.671147
0.550340, 0.554306
0.550350, 0.34285
0.550360, 0.256138
0.550370, 0.452592
0.550380, 0.623407
0.550390, 0.696184
0.550400, 0.698942
0.550410, 0.633204
0.550420, 0.471596
0.550430, 0.265804
0.550440, 0.324138
0.550450, 0.538896
0.550460, 0.664608
0.550470, 0.705024
0.550480, 0.680403
0.550490, 0.577666
0.550500, 0.375435
0.550510, 0.246335
0.550520, 0.419636
0.550530, 0.605111
0.550540, 0.690324
0.550550, 0.702476
0.550560, 0.648194
0.550570, 0.502521
0.550580, 0.287961
0.550590, 0.295023
0.550600, 0.510555
0.550610, 0.651915
0.550620, 0.703189
0.550630, 0.68847
0.550640, 0.599789
0.550650, 0.410682
0.550660, 0.245163
0.550670, 0.384147
0.550680, 0.583292
0.550690, 0.682474
0.550700, 0.704692
0.550710, 0.661819
0.550720, 0.532695
0.550730, 0.317415
0.550740, 0.270019
0.550750, 0.478126
0.550760, 0.636306
0.550770, 0.699675
0.550780, 0.695175
0.550790, 0.620354
0.550800, 0.447289
0.550810, 0.254208
0.550820, 0.347404
0.550830, 0.557432
0.550840, 0.672254
0.550850, 0.70538
0.550860, 0.673893
0.550870, 0.561477
0.550880, 0.352848
0.550890, 0.252191
0.550900, 0.441673
0.550910, 0.61725
0.550920, 0.694179
0.550930, 0.700339
0.550940, 0.6391
0.550950, 0.48397
0.550960, 0.274069
0.550970, 0.311578
0.550980, 0.527045
0.550990, 0.659211
0.551000, 0.704298
0.551010, 0.68425
0.551020, 0.588349
0.551030, 0.392426
0.551040, 0.244676
0.551050, 0.401788
0.551060, 0.594148
0.551070, 0.68634
0.551080, 0.70377
0.551090, 0.655817
0.551100, 0.519579
0.551110, 0.304082
0.551120, 0.279861
0.551130, 0.49179
0.551140, 0.642806
0.551150, 0.701167
0.551160, 0.692729
0.551170, 0.612913
0.551180, 0.434098
0.551190, 0.249962
0.551200, 0.359918
0.551210, 0.56636
0.551220, 0.67572
0.551230, 0.705254
0.551240, 0.670339
0.551250, 0.553181
0.551260, 0.342365
0.551270, 0.256302
0.551280, 0.451678
0.551290, 0.622403
0.551300, 0.695648
0.551310, 0.699166
0.551320, 0.634885
0.551330, 0.475897
0.551340, 0.269085
0.551350, 0.318723
0.551360, 0.53328
0.551370, 0.661787
0.551380, 0.704537
0.551390, 0.682527
0.551400, 0.584085
0.551410, 0.386204
0.551420, 0.245163
0.551430, 0.407403
0.551440, 0.597283
0.551450, 0.687326
0.551460, 0.70338
0.551470, 0.654076
0.551480, 0.516157
0.551490, 0.30114
0.551500, 0.282294
0.551510, 0.494493
0.551520, 0.643901
0.551530, 0.70131
0.551540, 0.69225
0.551550, 0.611825
