Wavelength(um),Intensity
4.000000000000000222e-01,3.255176378508000188e-15
4.001000250062515806e-01,3.247835909162999926e-15
4.002000500125031390e-01,3.238478230146000051e-15
4.003000750187546974e-01,3.230485367076999970e-15
4.004001000250062559e-01,3.222357383584999923e-15
4.005001250312578143e-01,3.213140964092999886e-15
4.006001500375093727e-01,3.205862754995000091e-15
4.007001750437609866e-01,3.196614220588000076e-15
4.008002000500125450e-01,3.188663160885000027e-15
4.009002250562641034e-01,3.180653984297000092e-15
4.010002500625156618e-01,3.171514897421999842e-15
4.011002750687672203e-01,3.164318890381999893e-15
4.012003000750187787e-01,3.155199909688999960e-15
4.013003250812703371e-01,3.147310997095000069e-15
4.014003500875218955e-01,3.139436265995999876e-15
4.015003750937734539e-01,3.130392088432000101e-15
4.016004001000250123e-01,3.123291013904000173e-15
4.017004251062765707e-01,3.114313438087000162e-15
4.018004501125281291e-01,3.106498673393000143e-15
4.019004751187797431e-01,3.098766709679000135e-15
4.020005001250313015e-01,3.089828166475000183e-15
4.021005251312828599e-01,3.082829048368000040e-15
4.022005501375344183e-01,3.073999641529999987e-15
4.023005751437859767e-01,3.066265827260999983e-15
4.024006001500375351e-01,3.058679442774000124e-15
4.025006251562890935e-01,3.049851668828000144e-15
4.026006501625406520e-01,3.042956646105999812e-15
4.027006751687922104e-01,3.034276749591999825e-15
4.028007001750437688e-01,3.026624519696999944e-15
4.029007251812953272e-01,3.019180340927000135e-15
4.030007501875468856e-01,3.010461314353000122e-15
4.031007751937984995e-01,3.003665152753000156e-15
4.032008002000500579e-01,2.995130075758999961e-15
4.033008252063016164e-01,2.987555745828000192e-15
4.034008502125531748e-01,2.980247320567000037e-15
4.035008752188047332e-01,2.971632304892999804e-15
4.036009002250562916e-01,2.964926739336000034e-15
4.037009252313078500e-01,2.956526919874000084e-15
4.038009502375594084e-01,2.949020059927999811e-15
4.039009752438109668e-01,2.941833857705999997e-15
4.040010002500625252e-01,2.933311048049999878e-15
4.041010252563140837e-01,2.926681601740000131e-15
4.042010502625656421e-01,2.918402903822999928e-15
4.043010752688172005e-01,2.910949537837999863e-15
4.044011002750688144e-01,2.903868484852000097e-15
4.045011252813203728e-01,2.895422014980000062e-15
4.046011502875719312e-01,2.888849953798999901e-15
4.047011752938234896e-01,2.880673355605000025e-15
4.048012003000750481e-01,2.873254054726000167e-15
4.049012253063266065e-01,2.866256054177000032e-15
4.050012503125781649e-01,2.857865291500000170e-15
4.051012753188297233e-01,2.851327320309000187e-15
4.052013003250812817e-01,2.843229468153999959e-15
4.053013253313328401e-01,2.835820594155999976e-15
4.054013503375843985e-01,2.828879480086999943e-15
4.055013753438359569e-01,2.820519062486000182e-15
4.056014003500875709e-01,2.813986713373000018e-15
4.057014253563391293e-01,2.805939109937000145e-15
4.058014503625906877e-01,2.798511418621000072e-15
4.059014753688422461e-01,2.791595450251999913e-15
4.060015003750938045e-01,2.783234974475999891e-15
4.061015253813453629e-01,2.776674789203000160e-15
4.062015503875969213e-01,2.768643377212999922e-15
4.063015753938484798e-01,2.761161508986999857e-15
4.064016004001000382e-01,2.754232418667999829e-15
4.065016254063515966e-01,2.745834076198000011e-15
4.066016504126031550e-01,2.739205072426999889e-15
4.067016754188547134e-01,2.731148904794999916e-15
4.068017004251063273e-01,2.723570727630000004e-15
4.069017254313578857e-01,2.716583950214999836e-15
4.070017504376094442e-01,2.708104058041999926e-15
4.071017754438610026e-01,2.701359430095999918e-15
4.072018004501125610e-01,2.693232248735000177e-15
4.073018254563641194e-01,2.685510793608999971e-15
4.074018504626156778e-01,2.678417490245999867e-15
4.075018754688672362e-01,2.669808445741000096e-15
4.076019004751187946e-01,2.662897112816999878e-15
4.077019254813703530e-01,2.654647428936000114e-15
4.078019504876219115e-01,2.646728631349999920e-15
4.079019754938734699e-01,2.639471173619999923e-15
4.080020005001250283e-01,2.630675418897000107e-15
4.081020255063766422e-01,2.623535725411999972e-15
4.082020505126282006e-01,2.615102472408000066e-15
4.083020755188797590e-01,2.606924489370000049e-15
4.084021005251313174e-01,2.599439222582000152e-15
4.085021255313828759e-01,2.590394300904000171e-15
4.086021505376344343e-01,2.582959911049999981e-15
4.087021755438859927e-01,2.574277148381000070e-15
4.088022005501375511e-01,2.565772049517999976e-15
4.089022255563891095e-01,2.557988198057000000e-15
4.090022505626406679e-01,2.548624683740000134e-15
4.091022755688922263e-01,2.540822611538999844e-15
4.092023005751437847e-01,2.531818235558000083e-15
4.093023255813953432e-01,2.522912232903000047e-15
4.094023505876469571e-01,2.514753454022999969e-15
4.095023755938985155e-01,2.504996151162000182e-15
4.096024006001500739e-01,2.496746893478000129e-15
4.097024256064016323e-01,2.487342835708000086e-15
4.098024506126531907e-01,2.477956517204999916e-15
4.099024756189047491e-01,2.469341263978000106e-15
4.100025006251563076e-01,2.459111556573000037e-15
4.101025256314078660e-01,2.450332493586000024e-15
4.102025506376594244e-01,2.440447113105999962e-15
4.103025756439109828e-01,2.430497780238000082e-15
4.104026006501625412e-01,2.421341112485000021e-15
4.105026256564141551e-01,2.410556484324999835e-15
4.106026506626657135e-01,2.401161372429999936e-15
4.107026756689172720e-01,2.390711235474999898e-15
4.108027006751688304e-01,2.380115269081000093e-15
4.109027256814203888e-01,2.370331866683999973e-15
4.110027506876719472e-01,2.358911314691000093e-15
4.111027756939235056e-01,2.348815859901000056e-15
